,Text,Tokens,Labelled_topic
175,"I like to eat these for breakfast or in between meals for a quick healthy snack. I like the almonds and flax included in these bars. The texture is really nice, a little chewy, but a little crunchy. There  is a good balance of complex carbs and proteins to give me enough energy to get to my next meal. These are not too sweet. There are no chemicals or artificial ingredients in these. Give them a try.","['breakfast', 'meal', 'quick', 'healthy', 'snack', 'almond', 'flax', 'bar', 'texture', 'little', 'chewy', 'little', 'crunchy', 'balance', 'complex', 'carbs', 'protein', 'energy', 'meal', 'sweet', 'chemical', 'artificial', 'ingredient', 'try']",9
178,This product is absolutely delightful. They are better than chocolate to me and one taste and you are hooked!,"['delightful', 'better', 'chocolate', 'hooked']",9
180,"Super tasty and super easy to make, healthy too! I can only recommend this one to anyone who wants organic yummy pancakes with healthy fibers in too.","['super', 'super', 'easy', 'healthy', 'organic', 'yummy', 'pancake', 'healthy', 'fiber']",9
182,"This is the second best bar I've ever had, just after Labrada's Cinnamon Bun Cookie Roll. Perfect for hiking as it stays soft and delicious when it's cold out and doesn't melt in the sun. Love these things.","['second', 'bar', 'labrada', 'cinnamon', 'bun', 'cookie', 'roll', 'perfect', 'soft', 'delicious', 'sun', 'thing']",9
192,"Good value, easy to dispense and they taste great.  My husband has them for a snack every day and has me reorder when they start getting down.  He wants them on hand.","['value', 'easy', 'husband', 'snack', 'hand']",9
199,"i ate the graham crackers and they were delicious.  i shared the graham crackers with lana and she said also that the graham crackers were delicious.  both lana and i agreed on the strong oats taste and a lingering graham cracker taste, less subtle than other graham crackers.  i asked lana if this was a cracker she would use for the crust of a banana cream or key lime pie.  with no hesitation she said yes.  this is a wonderful alternative snack to cookies and chips.  lana is with me in highly recommending BACK TO NATURE GOLDEN HONEY OAT GRAHAMS.","['graham', 'cracker', 'delicious', 'graham', 'cracker', 'lana', 'graham', 'cracker', 'delicious', 'lana', 'strong', 'oat', 'lingering', 'graham', 'cracker', 'subtle', 'graham', 'cracker', 'lana', 'cracker', 'crust', 'banana', 'cream', 'key', 'lime', 'pie', 'hesitation', 'wonderful', 'alternative', 'snack', 'cooky', 'chip', 'lana', 'nature', 'golden', 'honey', 'oat', 'graham']",9
214,I was a bit disappointed in these.  They crumble very easily and have an unusual texture.  My son (6) does not like them.,"['bit', 'disappointed', 'unusual', 'texture', 'son']",9
227,Very tasty product..good for you and tastes good..great combo.  I love it over the top of vanilla yogurt..yummmy,"['taste', 'combo', 'vanilla', 'yogurt', 'yummmy']",9
234,I used these to make several small batches of vanilla sugar for Christmas presents. Worked great and very affordable. Thanks!,"['small', 'batch', 'vanilla', 'sugar', 'christmas', 'present', 'affordable', 'thanks']",9
240,"These crunchy snacks are healthy, addictive, and tasty. I love the crisp texture, the flavors, and the perfect size for a snack. Much better than the Apple Chips that have all that added junk and sugar. These Sensible Foods Snacks are just dried fruit! Love the apple harvest flavor best, then tropical blend. A favorite snack item!","['crunchy', 'snack', 'healthy', 'addictive', 'crisp', 'texture', 'flavor', 'perfect', 'size', 'snack', 'apple', 'chip', 'junk', 'sugar', 'sensible', 'food', 'snack', 'fruit', 'apple', 'harvest', 'flavor', 'tropical', 'favorite', 'snack', 'item']",9
244,"I purchased this product to lure black bear to the bait pile. The product has no sweet smell as one would expect. I have asked for a refund or exchange from the supplier, no response.","['black', 'bear', 'bait', 'sweet', 'smell', 'refund', 'exchange', 'supplier', 'response']",9
245,"Ironically, I am an Amazon seasonal worker.  I discovered these tasty treats while working on the sales floor...I kept thinking, ""Wow, I sure ship alot of these things; WHAT are they?""  So I went home and checked them out on line for myself...I am a very active and healthy person.  I am ALWAYS looking for wholesome breakfast options; I have a hard time eating in the AM...These cookies are so filling and delish!!  I eat one at around 8 am and I am FINE until lunch...Healthy ingredients to fuel your busy day/lifestyle...I can't wait to put them in my back pack when I go hiking next!!!!","['seasonal', 'worker', 'treat', 'sale', 'floor', 'wow', 'sure', 'ship', 'alot', 'thing', 'home', 'line', 'active', 'healthy', 'person', 'wholesome', 'breakfast', 'option', 'hard', 'time', 'cooky', 'filling', 'delish', 'fine', 'lunch', 'healthy', 'ingredient', 'busy', 'pack']",9
254,"While the product is delicious, it's annoying that the peanut butter stays on the waxy paper instead of on the product. You need a fork to scrape the peanut butter off the protective top sheet.","['delicious', 'peanut', 'butter', 'waxy', 'paper', 'fork', 'peanut', 'butter', 'protective', 'sheet']",9
255,"This Taco Bell Chipotle sauce is quite enjoyable and has the tangy yet not very spicy taste you would expect. I have used it on burritos and as a dip. There is no question that if you like the flavor of Chipotle sauce you will enjoy this. But it is high in calories which I expected and did not mind for you do not need a lot too enjoy the flavor.  Yet two tablespoons of this sauce contains 100 calories from fat and a total of 110 calories per serving size. The serving size is the aforementioned two tablespoons. It taste great just be aware of its high fat content and calories. When serving size is measured by the spoon full you know the calories are high. And even so, I would get this product again.","['taco', 'bell', 'chipotle', 'sauce', 'enjoyable', 'tangy', 'spicy', 'burrito', 'dip', 'question', 'flavor', 'chipotle', 'sauce', 'high', 'calorie', 'lot', 'flavor', 'tablespoon', 'sauce', 'calorie', 'fat', 'total', 'calorie', 'size', 'size', 'aforementioned', 'tablespoon', 'aware', 'high', 'fat', 'content', 'calorie', 'size', 'spoon', 'calorie', 'high']",9
257,"This is a great tasting hot drink. It is not chocolate base like Milo or ovaltine. When added to milk the color of the milk barely changes. It gives the milk a smooth texture and a creamy taste. I mix 2 tbs with warm milk, sometimes I use sugar and sometime I don't. Without sugar added it still has a good taste. The only thing is the 300g container is very small I was expecting something a little bigger for $10. If I knew 300g was so small in size I would have order the larger size.  Here is the Nutritional fact base on 1 serving 25g  Calories 189 Sodium 1 mg Total Fat 4 g Potassium 0 mg Saturated 3 g Total Carbs 27 g Polyunsaturated 0 g Dietary Fiber 0 g Monounsaturated 0 g Sugars 19 g Trans 0 g Protein 10 g Cholesterol 0 mg Vitamin A 36% Calcium 88% Vitamin C 28% Iron 19%","['tasting', 'hot', 'drink', 'chocolate', 'base', 'milo', 'ovaltine', 'color', 'milk', 'milk', 'smooth', 'texture', 'creamy', 'mix', 'tb', 'warm', 'milk', 'use', 'sugar', 'sugar', 'thing', 'container', 'small', 'little', 'bigger', 'small', 'size', 'larger', 'size', 'nutritional', 'fact', 'base', 'calorie', 'sodium', 'mg', 'total', 'fat', 'g', 'potassium', 'mg', 'g', 'total', 'carbs', 'g', 'g', 'dietary', 'fiber', 'g', 'g', 'sugar', 'trans', 'protein', 'g', 'cholesterol', 'mg', 'calcium', 'vitamin', 'c', 'iron']",9
271,"Very tasty.  It's hard to find something which has as much protein (6g) as sugars (6g).  I just wish that the sugars were really sugar instead of corn syrup; also, it would taste even better (in my opinion) if it had 2/3 as much sugar.  but still the best snack bar out there.","['hard', 'protein', 'sugar', 'sugar', 'sugar', 'corn', 'syrup', 'opinion', 'sugar', 'best', 'snack', 'bar']",9
273,This a delicious Grape Juice.It is good for anytime of the day and it is healthy for you and your children. I highly recommend this for all kids and adults.Please try this out.,"['delicious', 'grape', 'anytime', 'healthy', 'child', 'kid']",9
276,"Fiber one products actually don't have real fiber.  They contain inulin (from chicory root) which is technically fiber because the body can't digest it.  Unfortunately fiber is defined by anything that can't be broken down easily.  These products do not contain REAL fiber. (The real fiber usually found in whole grain breads and bran cereals) So if it says ""chicory root"" or ""inulin"" in the ingredients, you can be sure you aren't eating the fiber your body can actually use.  So if you want lots of sugar and fat without fiber, this product is for you.","['product', 'real', 'fiber', 'inulin', 'chicory', 'root', 'fiber', 'body', 'product', 'real', 'real', 'fiber', 'grain', 'bread', 'bran', 'cereal', 'chicory', 'root', 'inulin', 'ingredient', 'sure', 'fiber', 'body', 'lot', 'sugar', 'fat', 'fiber']",9
283,These are tasty snacks that are healthy for you.  They're a bit pricey unless you buy them on sale and in bulk.,"['snack', 'healthy', 'bit', 'pricey', 'sale', 'bulk']",9
288,"My wife and I are senior citizens on a fixed income, though not as fixed as it was six months ago. If you are like us and looking for a reasonably priced and tasty source of protein in a well-rounded package with other vital nutrients, look no further! This stuff is delicious. Don't be surprised when unsuspecting dinner guests ask for the recipe. We just reply that it's a family secret. The only con I can think of is having to choose between the beef, the lamb, and the turkey. But why choose? Just buy all three.","['wife', 'senior', 'citizen', 'fixed', 'income', 'month', 'source', 'protein', 'well-rounded', 'package', 'vital', 'nutrient', 'stuff', 'delicious', 'unsuspecting', 'dinner', 'guest', 'recipe', 'family', 'beef', 'lamb', 'turkey', 'choose']",9
306,"It is great to be able to get a healthy snack in the mail here in Afghanistan!  Appreciated that the mango has not additives or preservatives, just natural and delicious.  Thanks!","['able', 'healthy', 'snack', 'mail', 'afghanistan', 'mango', 'additive', 'preservative', 'natural', 'delicious', 'thanks']",9
309,Justin's individual nut butter packs are delicious and perfect for back packing trips! I bring them every time without dissatisfaction. Highly recommended product.,"['justin', 'individual', 'butter', 'pack', 'delicious', 'perfect', 'trip', 'time', 'dissatisfaction']",9
313,I took this stuff on a two week camping trip and had no problems with mess or attracting ants!  Tastes great. Note that this does not seem to reconstitute into a thick viscus honey-like substance. My results were much more watery  Use in place of sugar.,"['stuff', 'week', 'trip', 'problem', 'mess', 'ant', 'note', 'viscus', 'honey-like', 'substance', 'result', 'watery', 'use', 'place', 'sugar']",9
335,"I live in Indianapolis an have paid as much as $3.65! The low side is $2.75, but they sell out fast at that locition. So believe me this is worth it, pluse a very good product! I love them!","['indianapolis', 'low', 'locition']",9
340,My grandson loves the strawberry Kellogg's Special K Bars but the strawberry flavored are sometimes difficult to find in the grocery store.  I was thrilled to find them on amazon and be able to buy them by the case on a regular basis.  Heaven forbid that Nana be caught without a strawberry breakfast bar at all times!,"['grandson', 'strawberry', 'special', 'k', 'bar', 'strawberry', 'difficult', 'grocery', 'store', 'able', 'case', 'regular', 'basis', 'heaven', 'nana', 'strawberry', 'breakfast', 'bar', 'time']",9
342,"We all enjoyed these very chocolatey cookies!  They have a nice chewy texture and gooey center which complement each other well.  They may not be homemade, but they were still great with a glass of milk!","['chocolatey', 'cooky', 'chewy', 'texture', 'gooey', 'center', 'glass', 'milk']",9
344,I found these at BJ's Wholesale Club and really liked the taste.  They are very crunchy and chocolaty and the portion size is good.,"['bj', 'wholesale', 'club', 'crunchy', 'chocolaty', 'portion', 'size']",9
347,"Very welcome addition to the kitchen cupboard...these USDA organic small black lentils Westbrae Brand come packed to the top in a 15-ounce can and are ready to eat. The ingredients are water, organic black lentils, and sea salt.  Nutrition info is: Servings per container: 3.5 Serving size: 1/2 cup (or 130 grams) Calories per serving:  90 Fat (trans, saturated) 00. Zero Cholesterol: 0.  Zero Sodium: 125 milligrams Total carb: 16 grams Dietary fiber:  8 grams Sugars: 1 gram Protein:7 grams Since Beluga black lentils are said to have a higher protein content (24 grams per serving?)You can see that these small black lentils are different from Beluga... I was glad to see that nice blue label on the website  for Heirloom Beluga lentils, glad to learn about them and would like to order them.  What I received from this webpage was small black lentils, not Beluga.  Instead of belugas,I received Vegetarian organic black lentils.  Not that I'm sorry about it; the can label has a wonderful recipe for soup, and a vegetarian diet pyramid for nutrition.  These small black organic lentils are delicious and nourishing.  I recommend them to you to try, and I'd like an opportunity to order and try the Heirloom Beluga lentils as well sometime.  You'll like the small organic black lentils, many ways to serve them.","['welcome', 'addition', 'kitchen', 'cupboard', 'usda', 'organic', 'small', 'black', 'lentil', 'brand', 'come', '15-ounce', 'ready', 'ingredient', 'water', 'organic', 'black', 'lentil', 'sea', 'salt', 'nutrition', 'info', 'serving', 'container', 'size', 'cup', 'gram', 'calorie', 'fat', 'trans', 'cholesterol', 'sodium', 'milligram', 'total', 'carb', 'gram', 'dietary', 'gram', 'sugar', 'gram', 'beluga', 'black', 'lentil', 'higher', 'protein', 'content', 'gram', 'small', 'black', 'lentil', 'different', 'beluga', 'glad', 'blue', 'label', 'website', 'heirloom', 'beluga', 'glad', 'webpage', 'small', 'black', 'beluga', 'beluga', 'vegetarian', 'organic', 'black', 'wonderful', 'recipe', 'soup', 'vegetarian', 'diet', 'pyramid', 'nutrition', 'small', 'black', 'organic', 'lentil', 'delicious', 'opportunity', 'heirloom', 'beluga', 'small', 'organic', 'black', 'lentil', 'way']",9
350,"As a mom with Celiac disease with one son that has a tree nut allergy and another that has a soy allergy, I really wanted to like these cookies.  We are used to cooking everything from scratch to ensure the safety of our food.  Wouldn't it be great to have a cookie that my tree nut allergic son and I could grab on the go?  I paid a visit to my local Starbucks to pick up a 1.25 oz. pack of the sugar cookies and excitedly opened the package.  The smell alone was enough to immediately turn me off.  The bag had a synthetic odd smell inside.  I took a bite of the cookie and noted its crunchiness-a good thing about the cookie- but then was overwhelmed by an extremely unpleasant aftertaste.  It almost tasted like burnt popcorn with an artifical butter flavor. A very odd and unpalatable taste indeed. I was so disappointed.  I really liked the story of Dr. Lucy and the idea of the cookie, but most definitely did NOT like the cookie. Although I would classify myself as a bit of a food snob with high standards, I put that aside when reviewing this cookie.  I do not think even the less discerning customer would enjoy this cookie.","['mom', 'celiac', 'disease', 'son', 'tree', 'nut', 'allergy', 'soy', 'allergy', 'cooky', 'scratch', 'safety', 'food', 'cookie', 'tree', 'nut', 'allergic', 'son', 'visit', 'local', 'starbucks', 'oz', 'pack', 'sugar', 'cooky', 'package', 'smell', 'bag', 'synthetic', 'odd', 'smell', 'bite', 'cookie', 'crunchiness-a', 'thing', 'cookie-', 'unpleasant', 'aftertaste', 'burnt', 'artifical', 'butter', 'flavor', 'odd', 'unpalatable', 'disappointed', 'story', 'lucy', 'idea', 'cookie', 'cookie', 'bit', 'food', 'snob', 'high', 'standard', 'aside', 'cookie', 'discerning', 'customer', 'cookie']",9
354,I'm on a low sodium diet and this still has plenty of taste without salt,"['low', 'sodium', 'diet', 'plenty', 'salt']",9
364,"Great simple snacks for those who are watching calories. At 100 calories a bar, these have an amazing blueberry flavor and all natural texture. There is no doubt that these will get you through your hunger to your next meal without packing on the pounds. These bars are a step up in the granola/breakfast/snack bar catagory. Highly reccomended!","['simple', 'snack', 'calorie', 'calorie', 'bar', 'amazing', 'blueberry', 'flavor', 'natural', 'texture', 'doubt', 'hunger', 'meal', 'pound', 'bar', 'step', 'bar', 'catagory']",9
371,I'm so excited to see Bobo bars here.  They are my favorite of all the healthy snack bars and usually have a hard time finding them where I live. Hooray for Bobo's!  PS....Amazon DOES need to work out some of their shipping problems.,"['excited', 'bobo', 'bar', 'favorite', 'healthy', 'snack', 'bar', 'hard', 'time', 'hooray', 'bobo', 'p', 'shipping', 'problem']",9
386,"I have a gluten allergy, so I am always looking for an alternative to cookies, muffins, granola bars, and other sweet snacks that I can no longer eat.  The Kind Bars are great - I have not found any that I absolutely don't like, but some I like better than others.  The Fruit and Nuts in Yogurt is definitely my favorite - I like the combination of nuts, raisins, and yogurt - it does not seem as overpoweringly sweet as some of the others. I originally discovered Kind Bars at Starbucks, but they were VERY expensive to buy on a regular basis. That was when I checked out Amazon's Subscribe and Save program, signed up for the Kind Bars, and cut my purchase cost by more than half - with no shipping cost!  What a cool program - especially for those of us with allergies who need regular access to products that are usually expensive and/or hard to find!","['gluten', 'alternative', 'cooky', 'muffin', 'bar', 'sweet', 'snack', 'kind', 'bar', 'better', 'fruit', 'nut', 'yogurt', 'favorite', 'combination', 'nut', 'raisin', 'kind', 'bar', 'starbucks', 'expensive', 'regular', 'basis', 'subscribe', 'program', 'kind', 'bar', 'purchase', 'cost', 'half', 'shipping', 'cost', 'cool', 'program', 'allergy', 'regular', 'access', 'product', 'expensive', 'hard']",9
394,These are okay.  I love their Gummi Bears so I thought I'd add to my On-the-road snacks.,"['okay', 'gummi', 'bear', 'thought', 'on-the-road', 'snack']",9
400,These are my favorites and I have reordered more than once.  Perfect for desert without all the calories and is soooo good.  Cant find these locally so go to Amazon for my candy fix.,"['favorite', 'perfect', 'desert', 'calorie', 'soooo', 'candy', 'fix']",9
402,"These are very good, and a bargain depending on whether they are on sale. Came packed well, I don't taste the oil that other reviewers mentioned. A great snack or addition to salads.","['bargain', 'sale', 'packed', 'oil', 'reviewer', 'snack', 'addition']",9
422,this is an ideal bar for someone that wants the taste of a nutty candybar but with 30grams of protein! Tastes like a Payday. High fat and sugar content are the downsides though.,"['ideal', 'bar', 'nutty', 'candybar', 'protein', 'taste', 'payday', 'high', 'fat', 'sugar', 'content', 'downside']",9
424,"What's not to like?  Delicious smokehouse almonds in the perfect size package.  I keep them in my locker at the gym for a post workout snack.  They are very smokey-don't leave an open package in your car, like I did...It made my car smell like cigarettes.  However, this is unlikely to happen as it is hard to only eat part of the package as they are so good.","['delicious', 'smokehouse', 'perfect', 'size', 'package', 'locker', 'gym', 'post', 'workout', 'snack', 'smokey-do', 'open', 'package', 'car', 'car', 'smell', 'cigarette', 'unlikely', 'hard', 'package']",9
440,"Love this cereal, great taste and doesn't get soggy.  This is my favorite of all the Kashi cereals and subscribe and save makes it super convenient.","['cereal', 'soggy', 'favorite', 'kashi', 'cereal', 'subscribe', 'super', 'convenient']",9
