Text,CustomName
"I had been buying my 2 year old Bichon Frise these Happy Hips Duck Treats for  months until recently when I purchased a large bag that, upon opening it, reeked of some sort of chemical substance which smelled very much like chlorine or bleach. The smell was overwhleming and disgusting. Not knowing what was wrong with it, just out of curiosity I looked on the back of the bag to read the contents and sure enough....at the bottom of the bag were those dreaded words, ""Made in China"".  Up until this time I had assumed their treats were made in the USA, and some of them are. But after looking through all their products it seems that their duck and chicken breast treats come from China.  Do NOT trust this product!!!",Dog Food
"I had been buying my 2 year old Bichon Frise these Happy Hips Duck Treats for  months until recently when I purchased a large bag that, upon opening it, reeked of some sort of chemical substance which smelled very much like chlorine or bleach. The smell was overwhleming and disgusting. Not knowing what was wrong with it, just out of curiosity I looked on the back of the bag to read the contents and sure enough....at the bottom of the bag were those dreaded words, ""Made in China"".  Up until this time I had assumed their treats were made in the USA, and some of them are. But after looking through all their products it seems that their duck and chicken breast treats come from China.  Do NOT trust this product!!!",Dog Food
"A dog trainer suggested we switch to grain free dog food for our two dogs. The young Jack Russell mix not picky at all, but the elderly Shih Tzu will sometimes refuse to eat. The trainer also suggested we steam the dry food with boiling water so the dogs, especially the Shih Tzu, could smell it. We've been using this brand for some time now, and both dogs love it. Steaming it produces a bit of a gravy. It also softens the food which is helpful for the Shih Tzu. We've tried different types and flavors of dog food in the past, but this one is still a huge hit with the dogs. They also seem quite healthy and active on it.",Dog Food
"I had used this frequently on and off over the years and didn't realize that it is not sold in the US any longer.  In the past the instructions were in English on the packet but I don't recall what they were. Now it is entirely in German and no one I know speaks a word of the language. I don't have a scanner so one of the solutions suggested won't work.  Don't buy before realizing that if you don't speak German and have no one to translate you are in a pickle.. I have 10 packs now!  Another thing, all 10 packs expire in 6 months time, so don't buy in bulk unless you plan to eat a lot of sauerbraten.  Rated 1 only because I am unable to use the product and the product description does not mention either the language issue or the near term expiration date.",Dog Food
"I have been feeding these to our dog for years to help her with her joints, especially her hips. Ever since I started her on these as a treat, meaning I gave her one in the morning and another in the evening she regained her active self and they helped her get interested in her regular meals. It was a win, win situation for our finicky eater.  However, I would like to note, that when I started her on these treats, they were being made in the USA. Resentfully I discovered that they are now produced in China. As we know, China produces some very high end products and some real crap as well. However, when it comes to food products that come from overseas a warning flag goes up in my mind, especially if they are coming from China. Personally I never noticed anything odd with our 14 year old dog's reaction to Happy Hips. Still, I decided that I did not want to subject her to a food product coming out of China.  Does anyone know of another product like Happy Hips with Glucosamine (for the joints) in it, that is produced in the USA?",Dog Food
"This condiment ROCKS! Tasty, spicy and hot.  Loving it.  Just ordered the 4-pack.  Has won a long time customer.  I put this chili oil on Raman noodles with pork and green onion, a little ginger and a little hoisin and fish sauce and you got yourself a delicious meal. 5 STAR for sure!!!",Sauces
"This isn't as hot as some of the hot sauces I have tried. However, this one has the best taste for the scovel units. So this is the best bang for the heat and flavor combined. You will not find anything hotter with this kind of flavor. Great stuff.",Sauces
This is our favorite chicken seasoning sauce.  Add orange juice in a bag along with this sauce & chicken pieces and toss!  Easy and the chicken tastes better than El Polo Loco's!,Sauces
"This is the best ham base (they also make excellent chicken, beef, mushroom, and veggie base) I have ever used. It works great for ham gravy and ham soup. It enhances ham flavor in many ham dishes, too. Made with natural ham pieces and NO MSG. A little goes a long way for making gravy. Highly recommended for ham lovers.",Sauces
"Very hot, but smooth, great consistancy, for use with most Korean cusine. Just a dab will do, you don't want too much. This items is tasty, but extremely hot. Great side with most Korean dishes",Sauces
"This is the best ham base (they also make excellent chicken, beef, mushroom, and veggie base) I have ever used. It works great for ham gravy and ham soup. It enhances ham flavor in many ham dishes, too. Made with natural ham pieces and NO MSG. A little goes a long way for making gravy. Highly recommended for ham lovers.",Sauces
"This is the best ham base (they also make excellent chicken, beef, mushroom, and veggie base) I have ever used. It works great for ham gravy and ham soup. It enhances ham flavor in many ham dishes, too. Made with natural ham pieces and NO MSG. A little goes a long way for making gravy. Highly recommended for ham lovers.",Sauces
"This is really just some good, clean tasting, hearty tomato sauce. The fact that it is organic is important to me, and it is also BPA free, so if you are concerned, dont be. Top notch product in my opinion, and one that i use at least twice a week in pasta and on pizzas.The s&s price in particular blows away normal grocer prices for this same can size.  Enjoy!",Sauces
"Hard to beat the flavor of this stuff, its fresh and clean.  Still not going to blow your head off, maybe Melinda needs to come out with a XXXXXXXXXXXtra Hot version of this stuff, but you'll still have a hard time finding any other habanero sauce that tastes better on fish, pork, or chicken.  Still not as universal as Tabasco Habanero, but a great complement to veggies and other light dishes, and when you go to Firehouse for a sub you can try this on your smoked turkey and you will be pleasantly amazed at the effect. Great stuff, a staple for any decent collection. BTW, if you like the flavor of this stuff and still crave more heat, check out Iguana Radioactive Atomic Sauce, its got the same basic ingredients as Melinda's, the same consistency, but is about 6X up the heat scale from this relatively weak XXXX sauce. 5 Scovies",Sauces
"This is a really good and easy recipe. You don't only get the spices, but you also get instructions on how to make this complex dish. I made it first with chicken and then I substituted it with tofu, both times rocked. For the price it's a really good buy.",Sauces
"I like Bob's Red Mill products and this four pack is a good price, at least where I live. The potato starch works well in gluten free recipes.",Baking Products
"I just called Bob's Red Mill customer service (just do a G search for the company, their customer service number is under ""contact us"" on their site), and I was annoyed to learn that NONE OF BOB'S RED MILL BAKING SODA CONTAINS ALUMINUM. I've been paying $10-15 (with shipping) for this magical 'aluminum free' baking soda only to learn that the Bob's Red Mill 'premium baking soda' at my local grocery is the same exact thing. Call for yourself if you don't believe me. Ugh.",Baking Products
"I read lots of good reviews and loved the idea of the convenience of this mix for pancakes and waffles.  So I whipped up some pancakes, breakfast-for-dinner style.  I'm newly diagnosed celiac and thus new to GF, so perhaps I should let a little more time go by on just a diet of naturally gluten free foods before I start trying substitute foods for the wheat foods I used to love, but I swear I cried a little bit when I ate these pancakes.  Because I thought they sucked, frankly.  They are completely bland and have no flavor at ALL, and the texture was reminiscent of wallpaper paste. (I don't know if that's gluten free but if so it's probably cheaper to just put some syrup on that and eat it!) After letting the batter stand 10 minutes to thicken up a bit, it was more like kindergarten paste, but still totally flavorless.  My 2 year old daughter gobbled them up, so that's something.  Then I cried a litle bit more thinking about the fact that I guess I'll never get to teach her how to make a real, delicious fluffy wheat pancake, but that's a whole other thing.  I'm giving it 2 stars just because it is useful for breading oven baked chicken, but you could do that more economically with another GF flour.",Baking Products
"I love Cherrybrook Kitchen and have tried almost all of their products.  I was excited to try the Ready to Spread frosting, as I do not usually keep the needed ingredients on hand for their box frosting.  I am not a picky eater, especially if the item contains sugar... but this was horrible!  The consistency is absolutely nothing like regular canned frosting.  It is not light and fluffy.  It is very gooey.  I cannot even imagine trying to spread it on a cake - it would rip it to pieces because it is so thick and gooey.  I did not even try it on a cake, because the taste and texture were so off-putting.  Seriously, do not waste your money!",Baking Products
"I just called Bob's Red Mill customer service (just do a G search for the company, their customer service number is under ""contact us"" on their site), and I was annoyed to learn that NONE OF BOB'S RED MILL BAKING SODA CONTAINS ALUMINUM. I've been paying $10-15 (with shipping) for this magical 'aluminum free' baking soda only to learn that the Bob's Red Mill 'premium baking soda' at my local grocery is the same exact thing. Call for yourself if you don't believe me. Ugh.",Baking Products
Very pleased with the quality of this product. A beginner at cake decorating this was very easy to work with and the flavor was great as expressed by all that tasted it. Will be ordering more product from this company.,Baking Products
"I've tried many pancake batters and this one is up there, as one of the best. Great flavor. The texture is a little fluffy and ""stretchy"", but maybe because I added an extra egg. The batter needs a lower cooking temperature though, otherwise it burns rather easily. Easy to work with though! And best of all, NO SUGAR, only granulated honey.",Baking Products
"I was hoping Bisquick got it right when they released this product, but they missed their mark.  I made both biscuits and dumplings (chicken & Dumplings). The biscuits came out okay but the flavor was bland. The dumplings were fluffy but not very flavorful and turned hard after a day or two.",Baking Products
"I just called Bob's Red Mill customer service (just do a G search for the company, their customer service number is under ""contact us"" on their site), and I was annoyed to learn that NONE OF BOB'S RED MILL BAKING SODA CONTAINS ALUMINUM. I've been paying $10-15 (with shipping) for this magical 'aluminum free' baking soda only to learn that the Bob's Red Mill 'premium baking soda' at my local grocery is the same exact thing. Call for yourself if you don't believe me. Ugh.",Baking Products
"Neither myself nor my husband can have any type of corn products, but we love cornbread.  This mix makes biscuits that taste just like corn bread to us.  Nice to find an alternative that tastes so great!  Appreciate having this order size option as well since it's often missing from grocery store shelves.",Baking Products
"After doing some of research, both taste testing and strictly from a nutritional standpoint, these Kashi Golean bars in Chocolate/Caramel seemed to rise to the top of my list.  There were definitely some bars that offered more protein or fiber or even less calories or fat, but overall this seemed to be the best all around for me.  It comes in with 150 calories(less than most of competitors), 3 grams of fat(less than a lot of competitors), 8 grams of protein(more/on par with many of its competitors), and 6 grams of fiber(more than a lot of competitors). Oh yeah, and they taste pretty awesome as well.",Snack Bars
"Tastes amazing, good for you, small, 170 or so calories.  You can eat this on the go or at home for a morning snack or at work in between meals.  Perfect in every way, and organic!  The only ""con"" i have is the price, it's almost 2 dollars a bar, which is kinda high for buying in bulk (it is a small bar after all).  The organic protein bars I usually use contain almost twice the calories, are still raw and organic (though not as good tasting as this strawberry bar), comes in at about the same price.  It can be used as a meal replacement, which makes it worth the value.  If amazon could offer this as a subscribe and save option and get the price down to 16-18 dollars, I would highly recommend this, and subscribe to get new ones delivered to my house twice a month.  These things are AMAZING",Snack Bars
"I am a marathon runner and diabetic.  I have spent years tinkering with different energy/meal bars and eventually settled with ClifBar--which is not bad, though it has many sugary ingredients like rice syrup, etc.  I was extremely excited to discover LaraBar, it is delicious, contains no added sugars and provides an excellent source of energy for training.  Definitely the best bar on the market!",Snack Bars
"I love these bars. The nuts with white chocolate are also great; not too much white chocolate so it's perfect. The creamy peanut butter is so good. It tastes great, smooth inside, and filling.  My kids love these too!",Snack Bars
"These aren't the healthiest things a person could eat, but they are better for you than a lot of the breakfast bars available. My 2 year old loves them, so we have them on subscribe and save. She asks for these whenever she wants a snack.",Snack Bars
"I love these bars. The nuts with white chocolate are also great; not too much white chocolate so it's perfect. The creamy peanut butter is so good. It tastes great, smooth inside, and filling.  My kids love these too!",Snack Bars
"I love these bars. The nuts with white chocolate are also great; not too much white chocolate so it's perfect. The creamy peanut butter is so good. It tastes great, smooth inside, and filling.  My kids love these too!",Snack Bars
"I was a little wary trying these because I don't like dense, chewy bars that hurt your jaw to eat, and that's what I really thought this was going to be. I couldn't have been more wrong! I bit into it and got a crunch from the almonds on top and (I had to check the ingredients) soy crisps inside! I received one bar as a sample and went out and bought an entire box that same week! However, even though on the package it says that it tastes great heated up, I didn't like it. Heated up it lost the crunch and seemed to become that dreaded chewy bar. I still give this product 5 stars though because heating it up is definitely not something that you have to do!",Snack Bars
"So far these have become my favorite granola bar from Nature Valley or anywhere else. I just discovered them a few months ago, and since my supply was getting low, I went to Wally world today and bought them out except for one box that was way in the back and beyond my reach.  Sometimes I'll have one in the morning and don't feel hungry for hours. They are very crunchy, and take awhile to chew since I don't want to do any damage to my teeth, and also  have high fructose corn syrup~ wish it was honey instead, but I like them.",Snack Bars
"Cliff Bars stopped making my FAVORITE foodbar - Organic Nectar Cocoa & Walnut.  Dates was one of the main ingredients.  I have multiple food allergies and this was one of the only foodbars I liked and was ok for me.  I wrote to Cliff expressing my sadness about discontinued item and was even more disappointed to not receive any response.  So, thanks to the internet and bloggers, I was able to come up with a receipe to make my own Cliff Bar knock offs :)  Thank you!!  I have bought these dates several times and have always been pleased.  Hope Amazon.com continues to carry!",Snack Bars
"I'm very picky when it comes to chips. I've gone through so many, but this one really hits the spot. It has just the right amount of crunch, with just the right amount of flavor. It's also great to know that you're not eating something that's bad for you. With 100 calories a pack, it's definitely the ideal snack!",Chips
"I was so excited thinking they had my favorite discontinued Kettle flavor, but was disappointed when I opened the box and found this substitution. I am keeping them but would not have ordered 15 bags of this flavor. It is a very good bbq chip but I could get this flavor at the grocery store. Why oh why do my favorite food items always get discontinued??? The one star is for the substitution. The country bbq is a 4 start chip, but not the chip I longed for.",Chips
"This was a very pleasant surprise. I was a bit hesitant when I read through the ingredients. Sure, it sounded healthy, but would it taste good?  In a word, outstanding! Good crunch, flavor and just the right amount of salt. Great to see that there's snack foods available that are a lot better for you than the usual chips and nachos.  The only problem is that everyone likes them, so they disappear quickly!",Chips
"I have loved ketchup flavored potato chips since I was a kid and spent my summers at my grandparents in Canada. This is a very popular flavor there and seems to be always available. I recently got back from a trip to Montreal, where I ate at least a pack a day. I decided I really wanted some around and was happy when I found these on Amazon. Unfortunately, the flavor is nowhere close to the brands I've tried before. There's a sort of smoky, barbeque sauce thing going on. Not that they're as good as BBQ potato chips (which I love), they just don't taste like ketchup. I tried to get through a bag over a couple of weeks to see if they would grow on me, then just threw them all out. Yuck!",Chips
"I have purchased these in the past from other websites and love them.  I was excited to find such a deal on the price per bag by purchasing the case through amazon, although that is a lot of chips!  I ordered one plain and one spicy.  The plain were delicious and fresh.  The spicy were stale.  So now I have a case of stale chips and a case of fresh chips...thus the gamble with ordering in quantity I suppose.  The chips themselves are wonderful, nutty and a much healthier and lower carb/higher fiber alternative to tortilla chips.  I eat them plain, with salsa or make nachos with them.  We even crumble them over taco salad.",Chips
"I have loved ketchup flavored potato chips since I was a kid and spent my summers at my grandparents in Canada. This is a very popular flavor there and seems to be always available. I recently got back from a trip to Montreal, where I ate at least a pack a day. I decided I really wanted some around and was happy when I found these on Amazon. Unfortunately, the flavor is nowhere close to the brands I've tried before. There's a sort of smoky, barbeque sauce thing going on. Not that they're as good as BBQ potato chips (which I love), they just don't taste like ketchup. I tried to get through a bag over a couple of weeks to see if they would grow on me, then just threw them all out. Yuck!",Chips
"I have loved ketchup flavored potato chips since I was a kid and spent my summers at my grandparents in Canada. This is a very popular flavor there and seems to be always available. I recently got back from a trip to Montreal, where I ate at least a pack a day. I decided I really wanted some around and was happy when I found these on Amazon. Unfortunately, the flavor is nowhere close to the brands I've tried before. There's a sort of smoky, barbeque sauce thing going on. Not that they're as good as BBQ potato chips (which I love), they just don't taste like ketchup. I tried to get through a bag over a couple of weeks to see if they would grow on me, then just threw them all out. Yuck!",Chips
"The quality of these dates is fantastic, however they need to be chopped smaller and more uniformly. Most people probably used chopped dates for recipies, and I cannot imagine a recipe that would call for dates that are this coarsely chopped.",Chips
"Good flavorful chips - too bad the selection does not include jalape&ntilde;o or paramsan garlic. Packaging is difficult to open, but they fresh.",Chips
"My kids loves Chips Ahoy! and I will have them once in a while as well.  But the kids refuse to eat them from this Family Size package.  Once I tasted them, I knew why.  They have an awful medicinal taste.  Really bad.  I don't what the problem is, but if you like Chips Ahoy, you will not like these.  Go elsewhere.",Chips
Kona tastes just as great as always. I'm so glad to find a site that I can buy from and not be burned.,Keurig Coffee Products
I was so hoping that Starbucks would come out with a mild blend for k cups. Starbucks has exceeded my hopes. This coffee is delicious. THANKS STARBUCKS,Keurig Coffee Products
"I purchased this item as an alternative to traditional K-cups in an attempt to save money; however, this product did not work well in my machine. I followed the directions and read reviews to see what works best, but was not able to use the K-cups effectively. The cup itself is too weak and warps in my machine. I compared the shape before and after and there is a big difference; this K-cup seems to expand horizontally and vertically because the plastic is not strong enough. Also, the K-cup is shaped differently from the traditional K-cup. This is neccessary because it does not use foil as a topper, but does not seem to work. In the end, I had to clean up several coffee explosions in my kitchen to figure out how it works, but still could not use it effectively. Maybe I am not doing something correctly, but I'm sure there is also an issue with the product itself. While I do like the idea, I would not suggest purchasing this product until the bugs are worked out.",Keurig Coffee Products
I was so hoping that Starbucks would come out with a mild blend for k cups. Starbucks has exceeded my hopes. This coffee is delicious. THANKS STARBUCKS,Keurig Coffee Products
I was so hoping that Starbucks would come out with a mild blend for k cups. Starbucks has exceeded my hopes. This coffee is delicious. THANKS STARBUCKS,Keurig Coffee Products
"Nice price, and glad to see a subscribe & save option on k-cups. However this was undrinkable in our opinion. Didn't seem to be too watery like another reviewer said, just a bad off taste.",Keurig Coffee Products
This is great convenience to have on my counter next to my Keurig and Kcups! I really think this is a great value too!,Keurig Coffee Products
This is great convenience to have on my counter next to my Keurig and Kcups! I really think this is a great value too!,Keurig Coffee Products
"I bought this for my hubby, he loves dark rich coffee & Dark Magic offers it. Great convenience of the Kcup makes it that much nicer.",Keurig Coffee Products
I was so hoping that Starbucks would come out with a mild blend for k cups. Starbucks has exceeded my hopes. This coffee is delicious. THANKS STARBUCKS,Keurig Coffee Products
"My wife doesn't like chocolate, but she likes granola. I love chocolate and I'm fine with granola. Here's a granola snack we can agree on. She tasted it and pronounced it ""pretty good."" I'm a big fan of chocolate bars with add-ins, like bacon or fruit or chili, so chocolate with berries is right up my alley. I like it, and I don't have to feel guilty when I eat it. Now if I can just get our 5-year-old to try some, I can share the whole family's opinion.",Cereal
"I didn't think I would like chocolate in my granola, but this is awesome stuff. When a craving for something sweet hits, now I know I am eating a healthy alternative to the chocolate I usually eat. The walnuts and cranberrys are just gravy. Really good snack when you want something sweet.",Cereal
"If you're into healthy living, you'll love this product - high in protein and fiber, sugar-free, all natural.  Just add milk and your favorite fruit and you have a tasty breakfast cereal.  Good for a snack too, although it can get messy if eaten dry.",Cereal
