Text,CustomName
"I prefer pu'erhs that are earthy, slightly smoky, and finish smoothly. While this tea doesn't completely fit this profile, it will do. It isn't as good as some pricier pu'erhs but it's as good an everyday tea as I have found. Other tea lovers in my family have adopted it as their regular morning tea even though they are not the pu'erh aficionados that I am.",Tea
"I drink tea everyday and was excited to find such a great deal on this tea.  Regrettably, the only good part about this tea was the price.  The tea tastes somewhat bitter and earthy and not in a good way and is weak also.  I will not buy this again and will stick to PG Tips or Yorkshire Gold.",Tea
"I often buy products like this to use when traveling, because it is cheaper to buy a case of water and use a drink mix than to buy sodas and drinks on the road.  This tasted like fresh-brewed tea and disolved completely.  I wasn't stuck with a residue on the bottom.  Just the right sweetness level and a tasty mix of strawberry flavor.",Tea
"I had this tea first a few years ago on vacation. I had it again on my vacation last week and fell in love with it again. As soon as I got back home, I ordered a box and love it. This tea is sweet and delicious. A definite buy for parents and even their kids.",Tea
"As far as English Tea's go it is at the top of my list. Very beautiful dark red color and incredibly flavourful. I drink about 3 cups of this Tea a day, though sometimes I will mix the day up with a cup of Barry's Gold blend. also a fantastic tea, though i feel Yorkshire gold is better by just a hair.",Tea
"I have found this product to be a good quality, organic tea that you can drink everyday without breaking the bank.  I like to vary the types of tea I drink throughout the day, so this one is just fine by my standards and enjoyable to drink.",Tea
"We have been looking for a cracker for our daughter whom we have just put on the GFCF diet. The Glutino cracker is about as close to a ""normal"" cracker that we have come across. The rest of us who are not on the diet even think these are good. They have a yummy buttery and salty taste to them. We bought them here on amazon.com in a case of 6 boxes for $24. Very reasonable. Highly recommend to anyone on the GFCF diet who misses their crackers. Makes a nice snack to pack in the car for road trips or flights.",Chips
"I have purchased these in the past from other websites and love them.  I was excited to find such a deal on the price per bag by purchasing the case through amazon, although that is a lot of chips!  I ordered one plain and one spicy.  The plain were delicious and fresh.  The spicy were stale.  So now I have a case of stale chips and a case of fresh chips...thus the gamble with ordering in quantity I suppose.  The chips themselves are wonderful, nutty and a much healthier and lower carb/higher fiber alternative to tortilla chips.  I eat them plain, with salsa or make nachos with them.  We even crumble them over taco salad.",Chips
"I have purchased these in the past from other websites and love them.  I was excited to find such a deal on the price per bag by purchasing the case through amazon, although that is a lot of chips!  I ordered one plain and one spicy.  The plain were delicious and fresh.  The spicy were stale.  So now I have a case of stale chips and a case of fresh chips...thus the gamble with ordering in quantity I suppose.  The chips themselves are wonderful, nutty and a much healthier and lower carb/higher fiber alternative to tortilla chips.  I eat them plain, with salsa or make nachos with them.  We even crumble them over taco salad.",Chips
"one of the best chips that you can buy...and i've tried all the kettle varieties, and many others.  There's only a slight taste of jalapeno, and they are delicious. Perfect with a sandwich or alone. If you like being addicted, these are the chip for you. ...See you at addicts anonymous...",Chips
"I have purchased these in the past from other websites and love them.  I was excited to find such a deal on the price per bag by purchasing the case through amazon, although that is a lot of chips!  I ordered one plain and one spicy.  The plain were delicious and fresh.  The spicy were stale.  So now I have a case of stale chips and a case of fresh chips...thus the gamble with ordering in quantity I suppose.  The chips themselves are wonderful, nutty and a much healthier and lower carb/higher fiber alternative to tortilla chips.  I eat them plain, with salsa or make nachos with them.  We even crumble them over taco salad.",Chips
"Pirate's Booty, Aged White Cheddar tastes very similar to Cheetos white cheddar snacks without all of the calories and fat.  Even my teenage son (who hates anything healthy) loves them!  They're great when you crave a salty snack and don't want a b-zillion calories.",Chips
"one of the best chips that you can buy...and i've tried all the kettle varieties, and many others.  There's only a slight taste of jalapeno, and they are delicious. Perfect with a sandwich or alone. If you like being addicted, these are the chip for you. ...See you at addicts anonymous...",Chips
"I first purchased these at an area supermarket and fell in love with them right away.  Very pleasant taste and perfect blend of spices.  If you enjoy Cool Ranch Doritos, then I think you'll enjoy these chips.  I do not eat gluten free foods exclusively, however, these are the only chips I eat.",Chips
"Pirate's Booty, Aged White Cheddar tastes very similar to Cheetos white cheddar snacks without all of the calories and fat.  Even my teenage son (who hates anything healthy) loves them!  They're great when you crave a salty snack and don't want a b-zillion calories.",Chips
"These work great with s'mores - I was so shocked. They are a little thicker and not as cloyingly sweet as non gluten free grahams, but I found that refreshing. Because they are thicker, they stand up to smushing the marshmallow and chocolate in between each cracker better than regular grahams, which can fall apart. I'd highly recommend!",Chips
"This is the best dog food I have ever purchased, and having been a dog training for over 4 years, I've purchased A LOT! We first tried this food when our new addition (an 8-week old German Shepherd) joined the family, and we wanted to keep him on a natural dog food. With any purebred dog, health can be an issue, and you don't want to fill your dog with by-products and plant fillers from day one. This food is praised by unbiased pet food reviewers, and I don't understand why there isn't more publicity for this product. Our other dog, a 5-year old English Bulldog with constant skin/allergy issues, was switched over when we discovered this brand, and she has not had an allergic reaction since! We didn't realize how much it had to do with diet. Her hair used to fall out in spring (not just normal shedding, but actual balding from hair loss), but this has alleviated that problem as well. Now our shepherd is a year and a half old, and he's eating this Large Breed Adult Lamb & Rice flavor. He's not a big eater, but he loves this food! Will definitely keep him, and all future pets, on this brand as long as they keep their standards as high as they are now!! Kudos Diamond for making a wonderful natural dog food.  SIDE NOTE: I would never buy regular Diamond brand food. If the bag doesn't say ""Natural"" on it, the standards they are kept to are WAY lower and the quality suffers immensely. Stick with Natural (it's a couple dollars more at most!) and your dog will be happier and healthier and live a longer life! Isn't that what we all want?!?",Dog Food
I was giving my shihtzu the Fromm Adult Gold dog food. She didn't seem to want to eat it though so I thought I would try something different. I found the Harmony Farms and thought I'd give it a try. She actually liked it. It's cheaper then the other food and it seemed to contain really healthy ingredients. I couldn't believe how she gobbled this up. BUT after having her on this for a week she developed a rash on her stomach. Took her off and the rash went away completely in 2 days. Her hair also wasn't as soft. This kibble did not do well for her.,Dog Food
"My puppy, a 14 week Bernese Mountain Dog, has a very sensitive stomach and frequent diarrhea, so she was on an expensive vet-prescribed diet for the first two weeks that I had her...eventually she needed a more growth-oriented food, so I switched her over to Eukanuba Large Breed Puppy (on the recommendation of the vet), but she still rarely had solid stools.  Also, each day, her coat seemed less shiny, she had a ton of dandruff, and scratched like crazy.  After only a week on Canidae (I'm gradually mixing more and more of it in, and decreasing the Eukanuba)-- she's stopped itching, and her poop is way more solid and far less frequent.  I know there's no perfect pet food, but if you have a dog with a sensitive stomach and/or possible allergies (I'm thinking corn or another filler that Eukanuba and Iams uses?), Canidae could be a godsend.  It has  been for me.  Every dog deserves a better quality food than one with by-products and a ton of fillers, and some (like my pup) simply can't handle that low-quality stuff.",Dog Food
"rye oats wheat rice and barley are not part of a dogs evolutionaly history so why feed unnatural foods. Dogs are carnivors. Green Cow is a good value and will extend your pets healthy life. i started feeding green cow to my 13 year old Golden 18 months ago. this is my 7th golden and number 8 will get tripe from the start. also it should be noted that she gets 45 minutes of hard exercise daily. dont let age slow your pet down. if you have an older large dog with hind leg and back arthritis you may want to try Pyhcox, I double the recommended dose. my observation is these 2 products have decreased my pets pain and stiffness increased her muscle mass and improved her daily life.",Dog Food
"I was very pleased when this arrived at the door - opened it immediately & dug in - wasn't till later when my wife got home & told me it was for the dog, not me.  Just kidding - our dog does like this Beneful, we get many compliments on her smooth coat, she's fit, full of fun & energy & very healthy. Dry dog food has added advantage if you have to curb your pet. Dogs do like variety too, Beneful has several different flavors, you may want to change it up every other bag or so. This 15.5 lb bag lasts about a month for our 50 lb Lab.  Sounds funny for a dog to be eating corn, tomatoes & other veggies, the reality is these ingredients are fillers to keep the cost down. Other brands may be 'healthier' but are going to be more expensive. We selected this brand because that is what the rescue center fed her and our vet said this was fine.",Dog Food
"rye oats wheat rice and barley are not part of a dogs evolutionaly history so why feed unnatural foods. Dogs are carnivors. Green Cow is a good value and will extend your pets healthy life. i started feeding green cow to my 13 year old Golden 18 months ago. this is my 7th golden and number 8 will get tripe from the start. also it should be noted that she gets 45 minutes of hard exercise daily. dont let age slow your pet down. if you have an older large dog with hind leg and back arthritis you may want to try Pyhcox, I double the recommended dose. my observation is these 2 products have decreased my pets pain and stiffness increased her muscle mass and improved her daily life.",Dog Food
"rye oats wheat rice and barley are not part of a dogs evolutionaly history so why feed unnatural foods. Dogs are carnivors. Green Cow is a good value and will extend your pets healthy life. i started feeding green cow to my 13 year old Golden 18 months ago. this is my 7th golden and number 8 will get tripe from the start. also it should be noted that she gets 45 minutes of hard exercise daily. dont let age slow your pet down. if you have an older large dog with hind leg and back arthritis you may want to try Pyhcox, I double the recommended dose. my observation is these 2 products have decreased my pets pain and stiffness increased her muscle mass and improved her daily life.",Dog Food
"A dog trainer suggested we switch to grain free dog food for our two dogs. The young Jack Russell mix not picky at all, but the elderly Shih Tzu will sometimes refuse to eat. The trainer also suggested we steam the dry food with boiling water so the dogs, especially the Shih Tzu, could smell it. We've been using this brand for some time now, and both dogs love it. Steaming it produces a bit of a gravy. It also softens the food which is helpful for the Shih Tzu. We've tried different types and flavors of dog food in the past, but this one is still a huge hit with the dogs. They also seem quite healthy and active on it.",Dog Food
I wish I had come to the Amazon site before purchasing this product at my local Wegman's. The 'Product Of China' was printed so small it was easy to overlook. I am a little shocked that Wegman's (a local chain store known for quality) was selling these 'treats' in a big display. The half open package is going in the trash and unopened bag is going back to Wegman's for a refund and a piece of my mind.,Dog Food
"You can find these here with free shipping and it will save you a trip to the bumper car parking lot of the mall.  This is higher quality dog food. I know you may not care, but most brands they sell in the supermarket are really bad for your dog shaving off years of their life.  I buy the weight control formula for Becky the Beagle and she has lost enough wieght to actually run! And she did so without starving if that's even possible for a Beagle.  Worth every penny if you can get the free shipping. I have a $500.00 deductable on my car and hate going to the mall bumper car parking lots.",Dog Food
Only three jars came in a form edible to babies.  The rest of them were filled will a clump of spongy mush that would not mix with the water.  It also had a brown color and not the yellowish brown like the jars that had the good mixture. Pretty disappointing and a waste of money.,Baby Food/Canned Food
"I bought this product from Target after I had done what I thought was enough research on baby food makers.  I was originally going to get the baby bullet, but the reviews were not good at all so I went with the brezza instead.  Mistake.  I remember that a few people had written about the poor quality and bad customer service (of the company itself, not amazon).  When I opened it, the tape used to secure it within the plastic bag was melted so there was sticky stuff all over the bottom of the thing.  I had to scrub it as soon as I took it out of the box, after it had gotten sticky melted tape all over my kitchen counter.  That was annoying. The plastic covering over the buttons looked like it was lifting (as if it had been used or something...even though it was brand new).  I tried the motor and it worked, it wasn't terribly loud, I'd probably rate the noise a 4 on a 1-10 scale.  When I went to wash it (prior to first use of course), the directions said to remove the driveshaft prior to washing.  It said all you had to do was to turn the canister over, find the knob, and turn counter clock-wise.  That driveshaft must've been welded in there bc it took me and my husband over an hour to loosen it enough to get it out of there.  I was honestly scared to put it back in for fear that I'd never get it back out again!  I got over it and prepared to make my first meal (carrots).  I followed the directions and cut up the carrots to the appropriate size but when I went to put the water in, there was a discrepancy.  The directions said to put in ""160ml of water"" and that the canister had a premeasured line that could be used so the amount of water would be correct.  Normally that wouldn't be a problem...except that the measured line read 180ml.  Seriously?!?  So, I'm left trying to figure out which one is correct.  I ended up going with the premeasured canister...and I think that it was too much water bc the carrots came out ridiculously watery.  There were also still chunks of carrot in the mix.  It wasn't easy to get the food out around the blades, either.  I can see how people would say that it might be a time saver.  If it worked and was of decent quality then it WOULD save time.  You just set it and walk away.  But the end result leaves much to be desired.  And for the price, you'd expect to at least get your money's worth.  You're honestly better off just getting a really nice food processor and going the old fashioned way.",Baby Food/Canned Food
"Wow, i am shocked to find clear plastic pieces in the jars. The other posters say they notified Earth's Best about this in August and they are still selling it without checking or recalling!! No more earth's best for my little guy. I am taking my business elsewhere and I am very sad that organic company is selling baby food with plastic and bpa in their jars. They gotta do better than this to get my business.",Baby Food/Canned Food
"I am very happy with this product. It tastes really yummy and doesn't have lots of ""extra"" ingredients. I love the variety in the Ella products and that my baby is getting lots of healthy foods in one meal. Also, it is very easy to just squeeze it onto a spoon to feed. No mess!",Baby Food/Canned Food
"I bought this product from Target after I had done what I thought was enough research on baby food makers.  I was originally going to get the baby bullet, but the reviews were not good at all so I went with the brezza instead.  Mistake.  I remember that a few people had written about the poor quality and bad customer service (of the company itself, not amazon).  When I opened it, the tape used to secure it within the plastic bag was melted so there was sticky stuff all over the bottom of the thing.  I had to scrub it as soon as I took it out of the box, after it had gotten sticky melted tape all over my kitchen counter.  That was annoying. The plastic covering over the buttons looked like it was lifting (as if it had been used or something...even though it was brand new).  I tried the motor and it worked, it wasn't terribly loud, I'd probably rate the noise a 4 on a 1-10 scale.  When I went to wash it (prior to first use of course), the directions said to remove the driveshaft prior to washing.  It said all you had to do was to turn the canister over, find the knob, and turn counter clock-wise.  That driveshaft must've been welded in there bc it took me and my husband over an hour to loosen it enough to get it out of there.  I was honestly scared to put it back in for fear that I'd never get it back out again!  I got over it and prepared to make my first meal (carrots).  I followed the directions and cut up the carrots to the appropriate size but when I went to put the water in, there was a discrepancy.  The directions said to put in ""160ml of water"" and that the canister had a premeasured line that could be used so the amount of water would be correct.  Normally that wouldn't be a problem...except that the measured line read 180ml.  Seriously?!?  So, I'm left trying to figure out which one is correct.  I ended up going with the premeasured canister...and I think that it was too much water bc the carrots came out ridiculously watery.  There were also still chunks of carrot in the mix.  It wasn't easy to get the food out around the blades, either.  I can see how people would say that it might be a time saver.  If it worked and was of decent quality then it WOULD save time.  You just set it and walk away.  But the end result leaves much to be desired.  And for the price, you'd expect to at least get your money's worth.  You're honestly better off just getting a really nice food processor and going the old fashioned way.",Baby Food/Canned Food
"I am very happy with this product. It tastes really yummy and doesn't have lots of ""extra"" ingredients. I love the variety in the Ella products and that my baby is getting lots of healthy foods in one meal. Also, it is very easy to just squeeze it onto a spoon to feed. No mess!",Baby Food/Canned Food
"I am very happy with this product. It tastes really yummy and doesn't have lots of ""extra"" ingredients. I love the variety in the Ella products and that my baby is getting lots of healthy foods in one meal. Also, it is very easy to just squeeze it onto a spoon to feed. No mess!",Baby Food/Canned Food
The product was recieved in a timely manner. The product was in good condition and the item was in good shape.  Quality was good. Great price,Baby Food/Canned Food
The product was recieved in a timely manner. The product was in good condition and the item was in good shape.  Quality was good. Great price,Baby Food/Canned Food
"We love these baby food things in a little pouch. Sooooo much easier to feed to a baby or toddler on the go. Our son loves sucking the fruit out and we are pleased that it is both organic and healthy with nothing added - just fruit. For smaller ones, not good to let them handle it themselves, because they love to squeeze it, which gets things everywhere. But older ones can feed to themselves. I like the 3.17 size rather than the bigger one that Plum Organics has for some of the other flavors. It assures that he will eat all or most of it in one sitting rather than having to save some for later. You can also take this size on airplanes without having to have it tested for explosives - not the case with the bigger pouches. I also like that it is BPA free. If your little one likes them, ordering in bulk and with subscribe and save makes them much cheaper than at the store.",Baby Food/Canned Food
I get it from my grocery store for $1.50 a box and 3 boxes will be $4.50. I love the flavor. This is ridiculously over-priced.,Delivery
"I found this exact same product, same size at our local grocery store (QFC and Safeway) for $2.99. So, am not sure why this product is priced so much higher.",Delivery
"I used to order this item regularly. Six jars was $14. However, it's now more than $24. That comes out to more than the single jar price in the supermarkets. I emailed to ask them if this was the correct price. They never responded. No reason to order it in bulk anymore online.",Delivery
"I found this exact same product, same size at our local grocery store (QFC and Safeway) for $2.99. So, am not sure why this product is priced so much higher.",Delivery
"this item is over priced.  I but the 12oz pack ""Sunsweet One California Prunes"" individually wraped for $3.88 a bag (carried at most Walmarts).  If I buy 6bags @ $3.88, I spend only $23.28. i give the product rating a 5, but your charge if definitely over prices.  ~Gwen",Delivery
"this item is over priced.  I but the 12oz pack ""Sunsweet One California Prunes"" individually wraped for $3.88 a bag (carried at most Walmarts).  If I buy 6bags @ $3.88, I spend only $23.28. i give the product rating a 5, but your charge if definitely over prices.  ~Gwen",Delivery
"Same thing I buy in the grocery store, but 1/3 cheaper and I didn't have to use my expensive gas to go get it.",Delivery
"This ends up being about half the price that I would pay at any store and it tastes exactly the same as the packets!  Dont be fooled by people saying ""its cheaper at Walmart"" because they are referring to the 8oz sizes.  Walmart doesnt even carry these 16oz sizes, not even online.  I bought 4 of these containers and I recommend you do the same!",Delivery
"HI YOUR PAYING 1.94 PER CAN ON THIS OFFER. SUPER WAL-MART 1.28 A CAN, MOST OF THE SOUP THERE IS 1.28. PROGRESSO IS CHEAPER ALSO. WATCH OUT FOR THE LAUNDRY DETERGENT ON HERE. ALL DETERGENT PODS ON HERE 32.00 FOR 72 COUNT, WAL-MART 10.47 SAME AMOUNT SAME BAG. THEY WORK GREAT TO. I'M 70 YEARS YOUNG AND IT SAVES A LOT OF CARRY CONTAINERS IN THE HOUSE. GRANTED THEY COST MORE THEN THE BOTTLES, THE SPACE U SAVE AND THE CARRYING IN. WE LIVE IN A SMALL APARTMENT AND IT WORKS FOR US. I ALWAYS SEE, ""GOD BLESS AMERICA"", HE HAS AND LOOK WHAT WE'VE DONE TO IT. IT AIN'T GOING TO GET ANY BETTER THINK ABOUT IT. GOD BLESS YOU ALL, ENJOY IT WHILE YOU CAN. SOME WILL DISAGREE WITH ME, OH WELL. HAVE A GREAT LIFE",Delivery
Shame on you! These are great mixers and the 5-packs are on sale at Target for just under 8 bucks each!,Delivery
"I love all different types of beef jerky, but not this one.  It has the flavor of grocery store bought beef jerky once you get over the overwhelming taste of salt. These sticks are cut thin making them tender and easy to chew, but they're just way too salty and definitely not worth $20",Processed Food
"Since being put on a low-sodium diet, this has been the best seasoning I've found!  It adds lots of flavor and has NO sodium.  Hurray!  I love it in rice, grits and potatoes.",Processed Food
"I grew up in Portugal eating the real thing, fresh, grilled sardines, and these are very close to that.  They're the best that I have found in this country.  Highly recommend. PLus, it's great that they are in olive oil.",Processed Food
"Since being put on a low-sodium diet, this has been the best seasoning I've found!  It adds lots of flavor and has NO sodium.  Hurray!  I love it in rice, grits and potatoes.",Processed Food
"Since being put on a low-sodium diet, this has been the best seasoning I've found!  It adds lots of flavor and has NO sodium.  Hurray!  I love it in rice, grits and potatoes.",Processed Food
I really like lentils so I gave this a go. Good balance of veggies and lentils. A bit too salty though. Overall a great product. I would definitely buy again.,Processed Food
"I buy jerky all the time, always willing to try something new. I've even made my own at home. I agree with the review that called these salt sticks, they are way too salty for my taste. Also, being a jerky eater for 40+ years, I eat it because i like the toughness and chewiness of jerk. But the tube I got was nearly un-chewable. I have bit into some hard jerky in my time, but jeez louise, these were literally like chewing leather, many of the strips would not yield to my super powered bite.",Processed Food
"I buy jerky all the time, always willing to try something new. I've even made my own at home. I agree with the review that called these salt sticks, they are way too salty for my taste. Also, being a jerky eater for 40+ years, I eat it because i like the toughness and chewiness of jerk. But the tube I got was nearly un-chewable. I have bit into some hard jerky in my time, but jeez louise, these were literally like chewing leather, many of the strips would not yield to my super powered bite.",Processed Food
"Since being put on a low-sodium diet, this has been the best seasoning I've found!  It adds lots of flavor and has NO sodium.  Hurray!  I love it in rice, grits and potatoes.",Processed Food
"Very flavorful and gives amazing taste to salads and food in general. Just a pinch make a huge difference in the way your food tastes like.  This is the only type of salt I am using since I discovered it. I put it on meat, fish, veggies, salads, soups,etc. Everything tastes better with this salt. I wish they would offer it in bigger sizes. I usually order 4 at a time so they last for a while since the size is small. You will not be sorry for ordering this salt.",Processed Food
"My cat is used to eating Weruva and Tiki Cat, so I wasn't sure how he would take to this brand. This doesn't look at all like the previous two brands (which actually look like people food) whereas BFF brand looks like typical cat food. Lou isn't normally picky, but he doesn't eat this food quite as quickly as Tiki or Weruva. I bought two cases of 10 (Tuna & Bonito and Tuna & Shrimp) and while it's a good price, I think next time we'll stick to Weruva for big cans of food and Tiki for small cans (he gets one big can in the am and one small can in the pm!) I'd buy this stuff again in the future if I was in a pinch, as it's not a bad food...I just like my cats food to look more like real fish or chicken vs over processed ""stuff"". But good ingredients and grain free at a good price!",Cat Food
