,Text,Labelled_topic
47,I needed some of these in a rush and ordered online. There is no difference between this and the ones I get in the store locally except the price which is 10 times more.,4
53,"We travel to VA frequently. I used to buy these there as favors for neighbors and then have the hassle of getting them back home. Now I just order from Amazon to arrive on the day we get home - the price is much less and no shipping hassles. The quality is excellent, I've tried the Costco version and they are just not as good and nowhere near as good as Planters or others.",4
57,"This is an outstandingly good cereal. It is not too sweet, is delicious, and healthy, too. A nice choice for anyone wanting to live a healthy life.",4
67,"This product is well worth the money.  Others carry a similar product that's cheaper, but the quality is way cheaper also.",4
72,"I have a tried a few of these Wasa crisp breads.  This one was by far the worst.  It was in essence entirely flavorless.  It tasted to me the way that I expect that those little packing Styrofoam peanuts would taste.  Don't get me wrong it didn't taste bad, hence the 2 stars, it just didn't taste like anything.  Looking for a low-cal snack type cracker?  Try the Wasa Sourdough Rye crackers.  Now those are heavenly!",4
74,"I tried a pack randomly today at Starbucks.  I wanted something different from the banana bread or chocolate-covered graham crackers that I would otherwise buy.  This is some solid trail mix.  I highly recommend.  As a matter of fact, I am on amazon now to buy more of it so I can let friends try.",4
77,"I purchased my 1st order of Miracle Noodle directly from: [...]. I got them for my Mother because she needs to switch to a diet of less carbs and far less calories overall. I purchased the 10 pack of 7oz ""Angel hair"" noodles for $21.99 w/10.89 for shipping for a total of $32.76. A few days later I received the package. I was VERY surprised to find out that each 7oz package of Miracle Noodles ACTUALLY contained OVER 6 3/4 ounces of WATER and LESS THAN 1/4 oz of Noodles!!! While their marketing material does BARELY mention Water content, they are neither CLEAR nor particularly forthcoming about this fact nor the fact that it accounts for OVER 85% of the purchase product and considering the fact that they instruct you to IMMEDIATELY RINSE the Noodles before use, it's not as if your supposed to prepare the noodle using this WATER! - Well for a couple of reasons (including but not limited to the WATER volume) I decided to return them without opening even 1 package so they were COMPLETELY UNUSED). I was instructed (during a PHONE CALL to their main office) to MAIL THEM BACK  (AT MY EXPENSE) and WAS TOLD THAT I WOULD RECEIVE A FULL REFUND. Well it cost me approx another $10 to ship them back (due to the WATER WEIGHT)and a few days later I received a refund of $21.99. I PAID SHIPPING BOTH WAYS!!! So BASICALLY I PAID $20 in shipping to get a $22 so called REFUND - I PAID $42.00 and GOT BACK ONLY $21.99 !!! This may be legal but it is UNETHICAL and WRONG and when I spoke to the rep on the phone this was never mentioned! Especially for a company that claims to STAND BEHIND IT's PRODUCT 100%!!! When I contacted them by email they informed me that ""THIS IS OUR POLICY"" and cited the requisite schpeal on their website. I was NOT informed of this ON THE PHONE CALL at all! This so-called POLICY should be CHANGED! It may be legal but it's hardly ETHICAL or RIGHT! When is OK to get back ONLY HALF of what you spend when you return a product? IT'S NOT!! Not to MENTION THE FACT that YOU're getting LESS THAN 1/4 oz of Noodle in a 7 OZ ""Package!!! RIDICULOUS!! Oh and to make matters worse: When I COMMENTED on their Shipping Policy and Water Weight on their FACEBOOK Fan page; instead of addressing the issues OPENLY, HONESTLY and DIRECTLY they IMMEDIATELY and REPEATEDLY DELETED my COMMENTS and then BLOCKED ME from making comments at all! What's that tell you???",4
78,"Had this fabulous oil at my daughters wedding at Frankies in Brooklyn, NY... just had to order some. Extremely fast delivery and they even included a personal note.... highly recommend.",4
80,One of the few soy milks my slightly milk allergic kids will drink consistently.  Easy to carry and just the right amount per box.  Price on Amazon is quite a bit cheaper than the pice in our local stores.,4
82,"I love the quantity and flavor of this tea. It's a little messy opening the pouches, the matcha can get all over your fingers and counter, but oh well. I purchase this at Costco, because the price is WAY better. My only complaint, is that I wish it were Organic.",4
83,Living in the city it is hard to find pectin at the local grocery so this is a great price and delivered right to my door!,4
95,"It's Splenda, and at a good price.  Forget about the individual packets, the cost will kill you.  If you use the product, this is the way to buy it.",4
98,"The pricing is quite a bit higher than in the grocery stores.  It is not available in all stores, but I have found it conveniently enough for my purposes.",4
100,"I received these pistachios as a Christmas present. They are fantastic! I can't seem to stop eating them, and neither can anyone else in the family. My adult son had never tried pistachios before eating these, and now loves them, too. I will definitely be ordering more of these.",4
102,"Great to have a sugar that tastes great, cooks with everything, and has not yet been cooped by the GMO crowd of producers.  We'll order again, and enjoyed the speedy delivery.  We wish this came in larger bags, for truly bulk orders.  25 lbs bags would be great.",4
105,"I have long haired dachshunds which like to dig out.  In the beginning the fido 525cs worked but was not powerful as it would not shock through the long haired coat of my dachshunds. They had to hit it with the face or shorter haired (skin exposed) underbelly areas in order to get a good reaction on them. I had the fido 525cs set up for maybe 2 months before it stopped working completely and the dogs were back to getting out again.  No, it did not get wet as my husband built a wood box for the charger ""house"" of protection.  It just stopped working and by that time I had thrown away my receipt which was from a small garden center on an old type register so that it didn't list the product name anyway.  Thus no warranty proof nor refund available.  I am looking for a better quality charger which will hit harder through the long haired coat. I have had stronger chargers which worked better and lasted longer than this model the fido 525cs.",4
109,I had these when in the Phillippines and then when I came had to have some more.  Even though this a large bag we go through these fast in about two weeks.,4
113,"Aweful! They arrived immediately and still were as hard as cement! The bags' supposed re-sealable zipper,didn't re-seal once and maybe the large amount had something to do with it but again, I cannot believe how stale and terrible the candy inside was!",4
117,Product has a shelf life of two years and was labeled as produced in December of 2009. Product leaked from seal in carton.,4
142,It really rastes great. No real aftertaste either like some other energy drinks. Color is fun as well and makes for a great mixer. I will order again.,4
151,This company is VERY accommodating and was quick to re-ship my missing UPS shipped order.  The general manager took care of the problem personally and quickly.  This company definitely has my future business.  They have a fantastic product and even better customer service!,4
154,"I opened this product to find that the lollipops were all broke, I was very disappointed.  They did not package this product in a way that would help keep it from breaking.  You are better off buying them from a store around your area.",4
161,"I first purchased this product at BJ's wholesale club. This is the best flavored carbonated water I've ever had. Like other reviewers, BJ's discontinued in favor of another product, what a mistake! I wrote to Talking Rain and their new president requesting this product have an online outlet...and it seems they delivered. Yes, it is more expensive, but with super saver shipping and subscription service (15%) savings, I'm in for a few cases each month. Try it, you will love it.",4
166,"This is excellent quality caster sugar, very fine.  Great price.  Is a must have for making shortbread cookies.",4
172,"These little things are delicious! I didn't expect much. My wife bought them apparently, and they were just sitting on the kitchen table. She must not have told me about them because she figured I'd eat them all. If that's the case, she's probably right. These things definitely exceeded all my expectations, and were good enough for me to immediately come here and right a review. They do seem pretty pricey here though, but I'm not sure what they run in the stores since I didn't buy them personally.",4
179,"I purchased this item to celebrate the birth of my grandson.  I should have opted for real cigars, they might have tasted better. These cigars were very hard and hurt my teeth to chew. Not to mention that these gum cigars were much too sweet.",4
180,"Super tasty and super easy to make, healthy too! I can only recommend this one to anyone who wants organic yummy pancakes with healthy fibers in too.",4
181,"These taste great and are pretty addictive, but this same box was about $5 at my local Ralph's supermarket. Don't buy this from Amazon!",4
182,"This is the second best bar I've ever had, just after Labrada's Cinnamon Bun Cookie Roll. Perfect for hiking as it stays soft and delicious when it's cold out and doesn't melt in the sun. Love these things.",4
183,"I purchased this via Amazon, because I am NEVER sure I will be able to find it locally, and not have it cost an arm a leg and firstborn male child.  You cant beat the price, and the knowledge I will not have to comb the grocery stores looking made it a win win!  Not only that but each container I received had a 50 cent coupon attached, so if I DO find it locally I can enjoy a great discount!",4
185,"This jam tastes as if it was made of anything but roses.  No aroma at all. By the time you pay for the shipping, may as well buy something else in the local grocery store.",4
187,"I enjoyed the taste of No Fear, but I can't say that it gave me any more energy than the other energy drinks on the market today.  Since I do, occasionally, indulge in a few energy drinks from time to time, I can say it delivered as much energy as other supplement brands. The four stars were mainly for the taste.",4
188,I was weary of buy food through the mail. This was a great purchase. Great taste and great price. I will be looking for other great deals.,4
199,"i ate the graham crackers and they were delicious.  i shared the graham crackers with lana and she said also that the graham crackers were delicious.  both lana and i agreed on the strong oats taste and a lingering graham cracker taste, less subtle than other graham crackers.  i asked lana if this was a cracker she would use for the crust of a banana cream or key lime pie.  with no hesitation she said yes.  this is a wonderful alternative snack to cookies and chips.  lana is with me in highly recommending BACK TO NATURE GOLDEN HONEY OAT GRAHAMS.",4
208,"I got a call from my mother-in-law last night thanking me for her birthday present I ordered here. She thanked me for the surprise and also had to comment how terrible they tasted. She asked me if it was supposed to be a joke on her. I said no and felt bad a 93 year old lady ate some bad jelly beans.  Won't buy again,  Steve Baker",4
214,I was a bit disappointed in these.  They crumble very easily and have an unusual texture.  My son (6) does not like them.,4
216,I am new to coconut oil....the cost is what kept me from trying it sooner.  This is the best deal I've ever run across and the product is excellent!,4
217,"These are better than ""regular"" pretzels. They are light and crunchy with a buttery taste. I am so glad to have found these. They restored hope that I can have good food without the ""aftermath"" that typically comes with eating.  My mother, who has no problem with gluten, tried them and liked them. She even packed up some to take with her after tasting them. She was surprised, because she thought they were going to be salty - like ""normal"" pretzels.",4
218,"GoPicnic is a wonderful option for my college aged daughter.  She never really stops to eat, and when she does finally give into hunger it's usually not good food.  She loves the convenience of the packaging and the freshness of  GoPicnic.  I appreciate the nutrition in each package.  The new Salmon and Crackers is one of her favorites.",4
220,These are fantastic! I've gone through about 20 bags in the last couple months.  Try putting out a bowl of these rather than pretzels or chips.  They've got a hint of saltiness to them so they go great with beer.  The bulk box of 15 bags is also the most economical purchase I've found.,4
231,"I am really enjoying this coffee. It tastes excellent, was nicely priced and the company has gone out of their way to provide excellent customer service after some initial problems.  I am going to get this monthly on subscribe and save and I do recommend it now. the brooklyn bridge and breakfast blend are very nice!",4
233,"These things are better than steak.. filet mignon! It was well worth the purchase of this package. It saves you a couple bucks versus buying them in the store. Go ahead, splurge yourself and get some.",4
234,I used these to make several small batches of vanilla sugar for Christmas presents. Worked great and very affordable. Thanks!,4
235,I take 5 a day and will update when my bloodwork is done again.  I am hoping for the best!  The taste is better than I thought it would be.,4
236,"Anyone shopping for chives in the grocery store knows how expensive chives are. I'm almost surprised restaurants don't charge extra for them. These chives are a ""steal"" compared to the grocery, and taste as good as McCormick's at probably a 1/4 of the price. Also the shipping was very fast. I would buy again without a doubt.",4
237,"First off, I didn't purchase this product through Amazon, but at a local grocery store, so my review only reflects the product itself, not Amazon in any way.  I bought this last week never having tried coconut water before, but I heard good things.  The taste of it was almost like the smell of lawn clippings that had been damp and out in the sun for a long time.  Tasted off and had a faint mold smell to it.  I didn't know if it was supposed to taste like that or not as I never tried it before, but paying as much as I did I felt obligated to finish it off.  I've been ill for about a week after drinking it.  I don't know if it was just a coincidence or the cause of it.  I did email customer service at O.N.E. the day I drank it asking if it was supposed to taste like that or if I got a bad batch, and they still haven't replied to me.",4
239,"Overpriced beans, they are packed in a glass tube that is not air tight.  The beans were thin and almost dry.  Get the cheaper options at amazon instead, they are much better and way cheaper...",4
243,"This is much too watery. It tastes very much like the tasteless hot cocoa one gets out of a vending machine.  After receiving the box and reading the list of ingredients,  I've decided not to order again.  This product if definitely not worth the money.",4
244,"I purchased this product to lure black bear to the bait pile. The product has no sweet smell as one would expect. I have asked for a refund or exchange from the supplier, no response.",4
249,This was the second time I've ordered the 5lbs bag from Amazon. Both times I've gotten the freshest Good & Plenty's I've ever gotten. I get them at the store or at the movies and they are tough even hard. I loved them and thought that's just how they came until I had them soft and chewy. Awesome!,4
250,"My wife and I absolutely love these snacks.  They're somewhat ""healthy"" and they're very tasty.  After we purchased these we found them cheaper at Wal-Mart.  Since then though, Wal-mart went with a cheaper ""clone"" from another company.  It comes in a plastic container, has the exact same ingredients, and the price is a lot less than the name brand item.",4
260,"Item appears to be Keurig brand by title & description (big $$$).  However upon receiving it, it is an off brand ""My Perfect Kitchen"" sold at Bed Bath & Beyond and at HALF the price. I was disappointed in the jading and sent it back. Signed up for BBB email promos and got a 20% off coupon for use in the store so I bought this EXACT item for $20 (reg only $24.99 in store).  I mean EXACT!  Do your homework and save yourself some money.  Oh and the item itself is great...we have the larger Platinum B70 and it does have an issue with the cupboards but I just pulled it forward about 3.5in and it's perfect.  I am fortunate enough to have a lot of counter space and I may move it to an open top area so for us it's all good :)",4
261,"My daughter cannot get enough of these delicious snacks and I have a pretty hard time telling her no since they are made of nothing but pure, organic, pureed fruits!  The packaging is fantastic to toss into your bag for on the go too.  All the flavors are great and if you want to try them before committing to a bulk amount Starbucks now carries the line in-store.  ;)",4
264,"These individually packed milk is great for on-the-road.  Does not need to be stored in the frig.  This item came in 6 packs of 3.  Then shipped in its original box and then another Amazon box over it.  The content was securely packed and I was not worried that the milk got 'dirty' during shipping.  The price is the same as in local grocery store but shipping to the house saved me from dragging them from the store while my toddler is jumping up and down the store aisle. The only reason that I did not give it 5 stars is because of the expiration date.  It is Mar 2012 which is not too far away.  I just bought one from Target(because I forgot to bring one and my toddler was restless) and it has an expiration date of Sept 2012.  Overall, I would still recommend to buy from Amazon.",4
274,These are tasty.  Great Strawberry flavor.  Nice and crisp and only 100 calories.  I buy these on the subscription plan to save even more money.  I even ship these to my daughters!,4
283,These are tasty snacks that are healthy for you.  They're a bit pricey unless you buy them on sale and in bulk.,4
286,"Product is ok, but I consider it very expensive for a small plastic item!  If I had seen the product in person, I never would have paid that much for it.",4
287,My husband loves these. They are easy to make and yield consistent results. Easy to customize the strength by just using more or less water. We bring a few packets when we go away on weekend trips. Buying in bulk here is definitely cheaper than buying at the store. Cheers!,4
298,"The pancakes were delicious, but they weren't as fluffy as the ones I normally make.  Next time I use this, I'm going to whip the egg whites and see if that helps.",4
301,"My 7 months old enjoys all earth's best products so I decided to get this one too. He really likes it although I think his favorite is apples and apricots. Like all the other products I bought from this brand, I wasn't disappointed.",4
304,Dogs love the taste and I love the company. Especially convenient to have it delivered rather than me lugging it home.,4
309,Justin's individual nut butter packs are delicious and perfect for back packing trips! I bring them every time without dissatisfaction. Highly recommended product.,4
312,Product was just as promised. I would purchase it again. They are good. They are great. I sugest them. That is all I can write about this product.,4
322,"I should've done my research first. Basically over a $1 per jar. I can get a WAY better deal by going to the store. Total ripoff!  I will continue to buy Beech Nut, just not from this person.",4
324,"The exact same brand of rice is available at our local store for a 1/4th of the price. The current price on here is a whopping $73.15 not including shipping. Yikes! :o It's decent rice, the last time I bought it, it lasted over a year, we kept it in the closet, just folded the top part up, and put something decently heavy on it since it's not really easy to seal back up after you've opened it.",4
325,"These cherries arrived promptly, taste great, and were completely as advertised.  We broke the package down into smaller quantities and froze them.  Would buy again, and will when the need arises.",4
331,Taste is much better than competing brands and has a good shelf life.  Subscribe and save lets you be sure to always have the right amount on hand at the best price.,4
334,This is my new favorite coffee!  And the price is a great value too.  I first tried this coffee from a local grocery store and was thrilled that I can purchase it through Amazon in 80 ct package at a great price.,4
345,I love this soup. Very hard to find in Florida. Thank You Amazon for stocking it,4
349,"I received my shipment today, and tried to microwave four bags using different time settings. Only one or two out of each bag microwave correctly. I even put the unpopped on a plate as someone suggested and nothing. I carefully followed directions for each bag. If I could rate this, a zero I would.",4
351,You can buy the same bag of chocolate at any Michaels store for $2.99.  I got a ton of bags on sale for $1.99 there!  Don't waste your money or your time waiting for this bag,4
352,These are incredibly good. I can't seem to keep a package of these around very long. My family and friends seem to get to them if I don't.,4
353,Good quality product.  I was having difficulty finding Hungarian Paprika in the local markets.  Amazon offered a wide variety of this product.  The multi-container offer was set at a good price.  I'm quite satisfied.  I would order it again.,4
355,This tea is very good.  I discovered it while visiting in California. The moment I got home I searched local stores for it and I was not able to find it.  Finally I decided to see if Amazon had it and they did and I bought two boxes.  As long as they make it I will buy it.,4
360,"These were really tasty, some might even say habit forming. The only thing is that they are a little expensive. My family loved them so I'll likely purchase them again.",4
361,"Just received my shipment - ""best by"" date is June of 2012 and it's mid-March.  Even though it's only me, I'm pretty sure I'll use most of it by the time June rolls around.  Tasted just like the Starbucks pods I've purchased locally (before the stores stopped carrying them).  Definitely no complaints.",4
371,I'm so excited to see Bobo bars here.  They are my favorite of all the healthy snack bars and usually have a hard time finding them where I live. Hooray for Bobo's!  PS....Amazon DOES need to work out some of their shipping problems.,4
373,Caused a fight over who was getting what lol. Perfect gift and have told many others to check out this box and the others they have available. Very quick delivery,4
374,I bought this brand and it was just horrible. Amazon needs to source and offer 3 Ladies brand wrappers as they are just superior to anything out on the market today.,4
380,"""I am so impressed. This is the best price I have ever seen for this product, The quality is awesome, and they had it shipped to me so fast that I had it within a week. Fantastic price, quality and service. Don't get no better than that !!"" ( My husband and I are hooked, this is delicious. After eating this you will never go back to rolled, processed, 1-minute oatmeal !!)",4
384,"I have enjoyed Big Franks for years.  Now that Amazon carries them I can get them delivered to my door at a price (including shipping, subscription plan) that is lower than I can find anywhere else.",4
386,"I have a gluten allergy, so I am always looking for an alternative to cookies, muffins, granola bars, and other sweet snacks that I can no longer eat.  The Kind Bars are great - I have not found any that I absolutely don't like, but some I like better than others.  The Fruit and Nuts in Yogurt is definitely my favorite - I like the combination of nuts, raisins, and yogurt - it does not seem as overpoweringly sweet as some of the others. I originally discovered Kind Bars at Starbucks, but they were VERY expensive to buy on a regular basis. That was when I checked out Amazon's Subscribe and Save program, signed up for the Kind Bars, and cut my purchase cost by more than half - with no shipping cost!  What a cool program - especially for those of us with allergies who need regular access to products that are usually expensive and/or hard to find!",4
391,"I bought this pack from Amazon as I had one of the flavors at the local market and wanted to try some new ones. It tastes great. Make sure to follow the recommendations. Some flavors say ""do not shake"" and some flavors say ""shake slightly"".",4
395,"I ordered several products from Superior Nut Company including these Milk Chocolate Covered gummy bears. I was skeptical ordering something like chocolate over the mail but they arrived unscathed and very fresh. I do alot of baking and I will definitely be buying from this seller again. Fair prices, excellent product.",4
401,"I am a Dolce Gusto user for a long time, and this was the best price I could find for this product. So, I would recommend that due to that.",4
402,"These are very good, and a bargain depending on whether they are on sale. Came packed well, I don't taste the oil that other reviewers mentioned. A great snack or addition to salads.",4
403,"I would never have ordered this had I known I was only going to be sent 12, and one of them was open and leaking powdered spice out. I complained to Amazon, and I know from experience that they always have awesome customer service. Since I just got my package today and just opened it now, I have to wait a bit to hear back from them on this issue...will keep you updated. I just wanted you guys to know that even though it states 144 packets, it is NOT. Must be a misprint? Double check with Amazon before you order this. What sounds like an awesome deal is a meh deal if you are getting only 12 of them.",4
404,"Good Product, good price, just be prepared to eat a lot of grits, lol.  I kind of got tired of grits and donated 6 boxes to a food pantry, however, it had nothing to do with the quality of the product.  12 boxes is a lot of grits to eat.  Next time I think I will spring for the variety pack with the cheese flavors in them.",4
406,"I like almost everything about this jerky, the toughness and chewiness. But it is just too salty. If you nibble it, you may enjoy it but that is not how i eat. Also, it is not good for my health to eat something this salty. I have run into too many of salty beef jerky patches recently. This review is for the wood smoked, but if other flavors contains the same amount of salt per serving, they will be just as salty. Why everything is either too fatty, sweet or salty??? Are they trying to get us addicted?",4
409,"I was surprised at the size of these potatoes. I have bought them at my local grocery store before and was disappointed that they were so small. These are perfect!! Tasty, cook just right. Love 'em!!",4
416,"This is a very tasty products, I love the crunch and the favor it gets four thumbs up from me",4
419,"I originally purchased these to use as a fun gift for a 'secret sister,' and happened to be starving when they arrived in the mail today.  The crackers, cheese spread, and pepperoni were incredibly tasty!  The dried fruit complimented the trio well and the chocolate toffee was a perfect top-off.  I immediately got online to order another variety to try!  It seems like a small meal, but it has kept me full all afternoon.  I'm going to package two in a gift basket along with a bottled drink and some napkins--seems a napkin is the one thing the GoPicnic folks forgot!  They'll be perfect for an early fall afternoon in the park.  Hope the other 5 meals will make it to the gift wrapping stage!",4
424,"What's not to like?  Delicious smokehouse almonds in the perfect size package.  I keep them in my locker at the gym for a post workout snack.  They are very smokey-don't leave an open package in your car, like I did...It made my car smell like cigarettes.  However, this is unlikely to happen as it is hard to only eat part of the package as they are so good.",4
428,"I don't generally care too much for the healthy alternatives, especially when it comes to coffee. However, after trying Truvia at a hotel, I am now hooked. I usually get it at the grocery store, but it is good to see that it is available on Amazon, and now that I have Prime, I might just be getting it online instead.  This sweetener tastes really good, and in addition to coffee, I have had it with desserts and it tastes great. I think it even tastes better than sugar, and definitely tastes better than splenda.  I cannot comment as to the health aspects related to artificial sweeteners, but I'm sure that there is plenty of information available on the Internet related to that.  As a casual coffee drinker, I highly recommend Truvia! - However, definitely try out a sample before purchasing such a large box!",4
432,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.",4
433,"when i was first introduced to this product and business opportunity i was a little skeptical about it, but after i started drinking it i really like it i experienced good things. i didnt get any coffee jitters and crashes, plus i lost some weight like most people experience. so i decided to sign up as a representive so i can get it the products at wholesale. then as time goes i check my website and there were alot of people as my downline, then i relized that this business is really growing whether i do anything or not so i decided to purchase the bronze promotional package and i started getting on this business. my upline and leaders are a great help and im pretty much just trying to duplicate their success and its working. ive just upgraded to the silver promotional package to really get my business growing. ive made all my investment money back and some in the short time that ive been involved in og, considering that i dont do much, i just give people samples and show them the business opportunity. if you like to know more about this business give me a email at zang-xiong@hotmail.com. im more then happy to share this opportunity with anyone that is interested and looking to change their lifes.",4
439,"The Jack Link's 30 Jerky Strips were verrrryyyy SKINNY! Some were only about 1/8 inch wide and counted as one strip. If I had known this, I would NOT have ordered the beef jerky strips - tasty, but totally not worth the money!!!!",4
442,This Nori is a true bargain! 10 sheets of Nori at local grocery stores ran for as much as 1$ per sheet. 50 sheets at less than $10 is hard to beat. Really glad I got this as I am now making sushi several times a week!,4
451,I got this for my kids easter basket just to have something different and they loved it.  It tastes great and even travels well.  This is a great treat to take in the car or stick in a purse for that time when you are craving ice cream but can't have it.,4
458,the flakes are like eating twigs and straw I contacted company and they said would send coupons to replace my product but I never got any thing in the mail ever,4
473,"Instead of a black graduation cap, a top hat was sent instead.  Not great for a graduation gift!  Also, I think any buyer should be aware that by ""Godiva 4 Pack"", they mean ""4 pieces of candy""!  Very confusing description especially when you consider that the picture shows at least 5 pieces of candy! Definitely not worth the price!!",4
475,"I bought this for cooking; from whipping egg whites to making my own baking powder, this cream of tartar is great.  I put some in a small jar in my cupboard for everyday use, the remainder I keep sealed tightly in the freezer.  It will last quite a long time, and buying it this way is exponentially less expensive than buying the small, over-priced jars in the grocery market.",4
480,"I started buying this cereal at the store after reading a recommendation about how much healthier sprouted grains are. Since it is rather expensive, I found that I could save a couple of dollars per box by buying it from Amazon. To my taste the cereal doesn't need any added sugar or anything to taste good and I like the consistency too. I also buy the almond flavor for variety.",4
483,"Thanks for the speedy shipping, got the products right on time. Very high quality Maple syrup, I will definitely buy Coombs brand Maple syrup from Amazon again.",4
484,"Tastes great, and it's a quality product at a price a few dollars cheaper than the alternatives, even at our local supermarkets.  It's tough to find Grade A medium amber syrup in pints.  I'll probably just keep ordering these a few times a year.",4
485,The whole family loves these crackers. I like that they aren't very salty. My kids love them - we eat both the bunnies and goldfish and they've never mentioned that they can tell the difference.,4
488,"Beware of what you are being charged .... it says that it's $9.99 but 911Drugstore is charing you $39.99 plus $14 in shipping. (I've found this to be true for several other items on this site.) I'm not sure if this is a misprint .... Amazon doesn't seem to think it's an issue since the seller can charge whatever they want for the item.  I disagree, and think it's Amazon's responisbility to get to the bottom of this.",4
489,"Taste exactly like what you can get from store in Asia, beats all the US made products in the taste department.  Also great for making bread, not sure why not more US grocery stores carry them?!",4
495,These are excellent. They taste great and are just the right size.  Two can make an on the go breakfast that is tasty and good for you.  The larger size breakfast cookies are just too big. 2 of these are perfect.  My husband had gotten out of the habit of eating breakfast- too much trouble- but since I bought these he is good about grabbing one or two on the way out the door.,4
497,I was just introduced to these olives on a United flight this week. Probably the best tasting green olives I have ever had (I usually never eat green olives). I was so happy with them I purchased two snack pack boxes with the Olove packs on my return flight to share with my wife and kids. I'm thrilled I am able to purchase these on amazon and really suggest them to anyone looking for a great snack.,4
508,I know that you're taking a chance - after all they are flops but I think they're are overpriced.,4
511,"Good quality rice. Cooks well, and has a good overall flavor. No need to rinse first as with most Asian rice.",4
515,"Update: Was great at less than $6 with subscribe and save. Now, it's 16.99? Holy heck! No way!  One of the few crunchy cookies that taste homemade. So much better than Chips Ahoy, you'll completely forget about them. No yucky after taste like Chips Ahoy. Plenty of chocolate chips made with real chocolate. Gasp. I love the mini size. Perfect for putting a few in a condiment bowl and covering with milk. My secret midnight snack, every now and then, of course. Comes in a huge 40 oz. bag that will last my family of 6 for a month. Hence, I set this up for monthly delivery and at their subscribe rate, who can beat that?",4
516,Great healthy breakfast option for both kids and adults!  My 2 yr old son loves all flavors and the ingredients are much healthier than the commercial brands. :),4
520,"I found this snack to be tasty, healthy and satisfying! When I microwaved it, it was delicious.  Also very convenient for snacking on go.",4
526,We have a standing order for the beef sticks but always run out before hand and must order sooner. Love them.,4
531,"I have been a marzipan fanatic for over 55 years. While there are finer and fancier marzipans, in my opinion, for the money, this is a very nice, dependable product. I buy a 5 pound wedge every year, and make candy gifts for family and friends, and always get compliments and cheers. If you are a serious gourmet, you might not care for it, but for most people, for general use, it is quite nice.",4
533,"Used it a couple of times over the course of a month, and it worked great! Third time, high pitched noise, and no mic signal coming through. Not too surprising, given how flimsy this thing feels. This is apparently a known issue, just look at other 1-star reviews of this product. 'Nuff said!",4
535,"It tastes like Jack Links brand, not Wild Bill's.  Even the texture is totally different from Wild Bill's.  Not recommended!",4
537,"I absolutely love this stuff, but I pay $2.00 to $2.50 for a 6-pack in the grocery store.  Why is this price so HIGH?",4
541,Stocked up for work when it was on sale @ 1.73 per package. Good for emergencies but wouldn't buy it otherwise.,4
555,The product was and is fantastic.  The people who made this possible by helping me be able to order this were absolutely fantastic!!!!!,4
561,I would never buy this cake. It looks horrible. Some of the fondant work on this seller's other cakes is shabby the piping is horrible...worse than a cake you would buy at the grocery store. The flowers look like red and green blobs. How can you possibly think you should sell these to people?,4
567,I order this tuna for my daugter who is in Afganastan every few months.  She loves it!!  They are limited what is available to eat and this usually makes her day.,4
570,I used to order this product at 25 per box of 12 cans and now it turned into 50 dollars??? how did it double out of nowhere??,4
