Text,Topic label
"I do not drink ""energy"" drinks on a regular basis, but I do enjoy them while outside exercising.  Energy drinks usually have sugars and caffeine in order to claim to be ""energy"" drinks, and this stuff also has taurine in it.  One can also taste the sucralose.  It also contains Vitamin C,B3, B5, B6, B12 and electrolytes.  The taste is a citrusy punch delight, and the fact that this comes out of a squeeze bottle that is measured to yield 24 servings means it's easier to allow for more or less liquid according to taste.  I prefer my drinks on the weak side because I drink more of it and strong red drinks tend to leave a red ""moustache"" on my upper lip.  The red dye in this mixture can stain countertops, so be careful when pouring this!  Liquid easily comes out of the bottle and returned to the frig afterwards.  For the occassional drinker who would need a month to finish off the contents, this isn't a bad-tasting mixture.  I haven't felt a ""zing"" after drinking this, though.",flavored drinks
"I drink Crystal Light like it was ...water!  This is a good flavor when you want to break out of the ordinary berry/orange/grape, etc.  It is not too tart like lemonade can be nor too bitter as pomegrante can be.  I do not drink this flavor every day but it is a nice change from my regular flavors!",flavored drinks
"Ugh....I tried this as a replacement for the Coconut Water with Pineapple that was available before in the automatic ship program.  This stuff is awful.  It's got added sugar, which is not needed at all and actually makes the drink taste pretty gross.  Never getting this stuff again.  (And I do love coconut water, in general, as it is a fantastic hydrator and tastier than Gatorade...well, usually.  Not this stuff.)",flavored drinks
My family loves maple syrup on pancakes and by far this is one of the best we have tasted. We love it!,flavored drinks
I am very happy to have found this product. It adds so much flavor to many dishes. i am very pleased with it.,cat_dog_baby
"We love Pop Tarts (the name brand ones) but wanted to get away from all the chemicals, food dyes, and especially HFCS that those are loaded with. These are a great substitute!",cat_dog_baby
These taste fantastic!! And Amazon sells them for a less expensive price than my local health food store! Thank you Amazon!,cat_dog_baby
I can't believe anyone is buying this stuff at Amazon!!!  Go to Keurig.com and pay half of this price.  Spread the word because this is rediculous!,cat_dog_baby
With the economy so tight I feel fortunate to have found the cat food my cats like for a price I can afford.  Thanks!,cat_dog_baby
I purchased this food on Amazon then saw it at Babies R Us for 30 cents less per jar.  I like the product but AMAZON is overcharging!,cat_dog_baby
"Great price for a quick and healthy side! Wasn't sure if I liked ""whole wheat"" couscous, but it tastes great.",cat_dog_baby
"I received this Bonomo turkish taffy assorted 4 flavors it was tasty not too sweet but perfect flavors too.I shared mine with my family my son he really liked it kept asking for more,and I also took some to my parents house my brother and his family were there too that day so are my sister and her family they all ate some and liked it too ,told me where I bought it my son and my daughter told them amazon she is at their website every day looking what amazon has new stuff so she can grab some and share with everyone they were looking at me with their smile on their face so they said amazon website is your second home you are there all the time I said sure I don't want to miss a great deals.",cat_dog_baby
"I have made potato bread before with great results but this Hodgson bread-mix is way too dry, it needs some more moisture-don't buy it unless you want really dry bread.",chips
"I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though, they just don't taste good to me personally. My grandmother loved them though and I gave the rest to her.",chips
"Tried the BBQ Popchips for the first time and loved them so got the value pack to try more flavors. Loved them all except the salt and pepper chips which weren't that great. Good healthy snack without giving up the taste. So glad I discovered these! Salt and vinegar are my favorite! 100 cal/bag, 3.5g fat/bag",chips
"These are one my favorite kind of Sun Chips. They have a zesty taste that is not too sharp or bland, with just the right ""kick"",  and a nice crisp texture. While these are not a health food, their sodium and fat content is much better than other snack foods. These chips work really well with a dip and vegetables for a pre-dinner snack.  Shop for price. The price printed on the 10.5 oz bag that I buy at my local supermarket is $3.79 (and I pay less on sale), so the price on Amazon is higher than the manufacturer's suggested retail price.",chips
"We have ordered Uncle Rays BBQ chips many times before. Always been pleased, except this order!  Just NOT the same Seasoning as usual. Generally lacked much for taste! Not sure if they have reduced the seasoning, in their processing? But out of case we bought, we have opened and thrown away 3 bags already, VERY disappointed with this order!",chips
"I needed these for my toddler granddaughter who has allergies to dairy, egg, and peanuts.  This product is free from all that worry.  The chips are small, love that, b/c I even use this in my cannoli filling and can pipe it out of a star-tip pastry bag w/o clogging up the works. They taste absolutely identical to any other chocolate chip, not 'off' tasting. In the health-food stores, this is about $5 a bag.  At this price I can bake with it and use more w/o worry of being a spendthrift. I made allergy-safe chocolate chip cookies with these yesterday and I had to stop myself from eating them all...a great product.",chips
What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers.,chips
"I love pineapples and these are wonderful.  They taste great, are easily portable and need no refridgeration which is good during the summer.  I also like the apple and Asian pears.  Not so cray about the strawberry bananas and the potato crisps",chips
"the item is awesome, but the 6 pack is about $30 at babies r us, this is a rip-off",grocery
"I bought this same brand from an online Indian grocery store that usually has excellent products.  I was able to turn it into cream/butter, using my super blender and adding some water, but it barely had any flavor.  I usually buy the Chao Kah brand of coconut cream (which is quite tasty and flavorful) and read another review for a different product for making your own coconut cream.  My complaint is not the shreds or texture.  Mine was just virtually tasteless.",grocery
"I am thorougly disgusted with Betty Crocker for this product (Gluten-free Bisquick), which is a shame, because I do applaud them for their excellent cake, cookie, and brownie mixes.  I'm not upset with them for for coming out with a gluten-free baking mix, but for:  #1) marketing it as though it's an equivalent to Bisquick and #2) for pricing it so ridiculously high.  Ingredients for regular Bisquick: Enriched flour, Partiallly hydrogenated soybean and/or cottonseed oil, leavening, dextrose, salt.  Ingredients for gluten-free Bisquick:  Rice Flour, Sugar, Leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), Modified Potato Starch, Salt, Xanthan Gum  Notice anything missing from the ingredients of gluten-free Bisquick? Yup, that's right--there's no shortening (or oil).  That was the whole point of the original Bisquick--a baking mix that ALREADY HAD THE SHORTENING MIXED IN.  That avoids the longest and messiest step of baking things like biscuits  That is why people buy baking mixes--for that specific convenience.  Betty Crocker has decided to leave out the shortening (or oil) altogether, even though shortening (or oil) is always naturally gluten-free. So they can't pretend it's a safety-for-celiacs factor.  It's a cost-savings to them, pure and simple.  Here's the breakdown of what you're paying $5 a pound for: rice flour (99 cents a pound at my local Asian store), sugar ($2.88 for a 5 pound bag at Walmart) , potato starch (also 99 cents a pound at the Asian store), baking powder ($3.19 a pound at Emergency Essentials), salt ($2 for 26 ounces of Morton's), xanthan gum ($10.45 for 4 ounce on Amazon).  Yes, xanthan gum is expensive--but very, very little is needed; a 16-ounce box of gluten-free Bisquick would contain about a teaspoon of xanthan gum--maybe 20 cents' worth of xanthan gum.  Betty Crocker is charging over 5 times what it would cost you to make their ""mix"" at home, while eliminating the major convenience factor (and cost to themselves, but not to you) of their regular baking mix.  I don't mind their making a fair profit, especially if the product really WERE the equivalent of regular Bisquick.  But they're gouging us, and being misleading about the product.  MAKE YOUR OWN, EASILY, AND FOR LESS THAN 20% OF WHAT THEY CHARGE!  Since there's no oil in gluten-free Bisquick, you can easily stir up an equivalent, make 5 pounds (or more!) at a time, with very little effort, and it will keep for several months.  Or, if you want a REAL Bisquick substitutes, betterbatter.org has a recipe on the site for a cup-for-cup substitute for Bisquick that DOES use shortening and non-fat dry milk powder.  Or you can use buttermilk powder, or even Vance's dairy-free powder.  It makes 10 cups at a time, stores well, and you don't have to use their gluten-free flour--you can use any gluten-free flour replacement you want (like rice flour and potato starch from your local Asian store, mixed with an appropriate amount of xanthan gum, about 1/2 teaspoon for every two cups).  To find the recipe, do a google search of ""betterbatter Bisquick Substitute Master Mix.""  Boo on Betty Crocker.",grocery
"Love this product, and the price was great as long as I purchased enough to qualify for free shipping.",grocery
"I should've done my research first. Basically over a $1 per jar. I can get a WAY better deal by going to the store. Total ripoff!  I will continue to buy Beech Nut, just not from this person.",grocery
"Slow As Molasses, Light and Mild, 11-Ounce Containers (Pack of 6)by Slow As is a great product . I love the taste and smell of this Molasses.",grocery
"Provided you use clean (preferably purified) water to cook this, it can be a great tasting hold over to a main meal. Far superior to most instant noodle packages out there and for the most part, gluten and meat free (except for the shrimp flavor).  While some people have remarked on the ""over-sized"" packaging, this actually allows for a good and thorough mixing of the flavor packets and noodles with little chance of spillage.  While the coconut ginger variety tastes good, it may be a bit too subtle for those looking for an actual ""taste of THAI."" I'd recommend the Thai Peanut noodles for those seeking something with a bit more of a pronounced Thai flavor and highly recommend The A Taste Of Thai Peanut Salad Dressing (added to salads, meats or the Peanut Noodles) for a very spicy Thai experience.  Overall for the taste and quantity, the subscribe and save offer provides the best deal. Comparatively speaking in terms of price, Wal-Mart offers most of these noodles a few cents cheaper (compared to the subscription price) but do not seem to carry the Coconut Ginger Variety. At least not at the store near me.  If you haven't tried this brand of instant noodles yet, I think you'll be in for a treat.",grocery
"I gave half of the 6 pack to my friend visiting from Tokyo. We both love them. Although, it would be nice if they came in bigger cans.",grocery
Great taste.  Almonds are high in overall fat but low in saturated fats that most contribute to weight gain.  Buy a case; they stay pretty fresh when sealed for 6 months,snacks
"I really enjoy these bars, I usually will have 1/4 to 1/2 of bar at a time, gives me energy until next meal, love the taste and crunch.  :)",snacks
"I purchased these bars as a meal replacement after a job during lunch.  The texture is a bit hard (moat if not all protein bars are hard) but these Special K Protein Bars tastes great!  With 10 grams of protein per bar, it is a much better alternative then other snacks out there.  I only have other protein bars that I use as meal replacements after a workout or job and these Special K bars tastes the best to me.  I will be buying more!",snacks
"Good choice for healthy protein, satisfying and delicious. Interesting sweet and spicy taste! Portable protein for on the go energy!",snacks
"I tried these for my two sons since they need to bring their own snacks to school every day and needed something made in a facility without peanuts.  They are healthy and not too high in sugar.  My sons think they taste ok, but not great.",snacks
"Easy to make without a bread maker and very tasty.  It's good with everything, but we especially like it for breakfast toasted with butter and honey.  Very good value.",snacks
"These little buggers are tough to find so I was happy to get a big pack at a good price online.  My daughter is content with these as a reward for doing something well and at 2 calories a piece, not all that unhealthy.",snacks
"I used to be allergic to peanuts as a child, and I have a strong taste aversion to peanuts and peanut butter, but I love almond butter. After hearing rave reviews for Barney Butter, I decided to try out their version. I don't know how they do it, but somehow Barney Butter tastes EXACTLY like peanut butter! I know that this is a plus for some, but if you like peanut butter, why wouldn't you just buy peanut butter? Why make perfectly good almonds taste like peanuts? If I buy almond butter, I want it to taste like almonds.",snacks
"I am by no means a granola connoisseur, but this stuff is pretty darn tasty.  This product is made with all natural ingredients. There honestly isn't a lot of chocolate in it -- just the right amount. It's dark chocolate but isn't too bitter or too sweet. Overall it's just a very nice blend and tastes delicious. Maybe a little pricey, but not a dealbreaker when considering it's made with real ingredients. I'd say 5/5 for taste, 3/5 for value. Recommended.",chocolate_milk
"These are some awfully tasty donuts.  They consist of a fairly dense golden cake coated in chocolate.  They're small, but rather dense and rich.  They're always moist- probably because of some additive, but it's the additives that make them tasty.  This is something I can only stand to eat every so often, but on occasion, they are really delicious.",chocolate_milk
"It was pleasant to receive these in good condition. The cups were inside a cardboard box while inside another main cardboard box with bubble padding, none of the cups broke.",chocolate_milk
"I regularly order this soy milk product and use it with granola cereal. It is great by itself as well. Be sure to serve chilled. It has a strong vanilla flavor, which I like. I keep thinking that I'm going to get tired of it, but it still tastes great each and every carton.",chocolate_milk
"Great milk, my 4 year old loves it.  We used to drink the kirkland brand but can't get that where we live now.",chocolate_milk
"I was a little bit hesitant to order this many boxes of potato dumplings without knowing the brand. It turns out that the taste and texture is very similar to the brand names,excellent! For an off-brand the price is too high, but altogether a great product for those who miss their Knoedel on the plate next to the roast and gravy!",chocolate_milk
"I stumbled upon these cookies while shopping at Target and instantly fell in love with their amazing chocolate taste, not to mention their healthy ingredients. I was so disappointed to find that Amazon does not carry these and they have to be bought through another seller. If they were on Subscribe and Save I can promise you I'd be the first to set up a monthly order!! Come on Amazon-give these delicious cookies a chance!!",chocolate_milk
"I've got to believe these other reviewers haven't actually looked at the list of ingredients that make up these chips. Here they are:  INGREDIENTS: SUGAR, PARTIALLY HYDROGENATED PALM KERNEL OIL, COCONUT OIL, LACTOSE, WHEY, NATURAL AND ARTIFICIAL FLAVORS (INCLUDING BARLEY PROTEIN), NON-FAT MILK, BUTTERMILK SOLIDS, SODIUM CASEINATE, SOY LECITHIN-AN EMULSIFIER, SALT, ARTIFICIAL COLORS (YELLOW 5 LAKE, YELLOW 6 LAKE, BLUE 2 LAKE)  Now I must admit that I didn't look at the label either.  I've been using Nestle's chocolate chips for years, and I thought it was a name I could trust.  Apparently not.  So let me tell you how I discovered what the ingredients were.  I was making brownies for the kids for a semi-special occasion so I bought the premium white morsels --thinking they were white chocolate-- and these butterscotch ones.  I dumped them in my batter and noticed when I took the brownies out that the chips didn't seem to have melted.  I didn't think anything of it until I sampled some of the white morsels for a snack.  Very waxy on the tongue.  Not nice like good chocolate would be.  So I tried the butterscotch ones.  Where the heck was the flavor?  Well I was shocked when I read the label.  I had no idea that the white chocolate had been reformulated to be Chocolate Free, and I assume that in the past these chips actually had some sort of natural butterscotch element to them, instead of being made of barley protein and artificial flavorings.  I mean look at the ingredients; there's more artificial flavors by volume than butter and milk.  And there's a whopping 8 grams of sugar in 1 teaspoon of these things.  Which would be acceptable for cooking sweets if it wasn't for the 4 grams of Trans-Fats laden goo that was also in them.  In any case, I've thrown out the rest of these two bags.  If the health concerns weren't bad enough, they don't taste good.  Really sweet more than flavorful, and waxy on the tongue when you eat them au naturel.  Pam T~ mom/blogger/brownie baker",chocolate_milk
"I love this item, the pork cooks very tender and the shake n bake adds a great flavor, rather than eating plain pork.  A butcher recommends this to his customers.  A nice break from steak, chicken and fish.",bag_packaging_meat
I have used this product many rimes and it is the Best tasting product for cole slaw.  I am now having a hard time finding it again but I asked Walmart if they are going to sell it again and told me to check after Feb.  I have used it for parties and my guest think that is really great and I never have any left overs.  Thanks for a great tasting slaw mix.,bag_packaging_meat
"I love Popchips. They may take some time getting used to if you're used to the oiliness of potato chips, but they're only 100 calories per bag. Buying a 24 pack saves you money per bag, but you're sooo tempted to eat them with so many bags around!",bag_packaging_meat
"I don't know if I got a bad batch or something, but I could'nt get these to cook right. I followed the instructions and after about two minutes, the bag stoped expanding. I opened it and found everything badly burnt. the next bag I waited about one and a half minutes. I opened it and found half the chips uncooked. I never could find a time that either left some uncooked or some burnt. (I shook the bags and scattered the chips inside them well before microwaving each time)",bag_packaging_meat
"These nuts are the best, great large size bag for partys.  Really the best nuts i have ever eaten, highly reccommend!",bag_packaging_meat
"The label on the little bag says 1 serving is 120 calories. But one serving is 1 ounce. The little single serving sized bag is 1.5 ounces! So there are 180 calories in the bag. This is sneaky. No one is going to open their bag and measure out one ounce, then save the other half ounce...  EDITED TO ADD: I ordered these again because the price went down momentarily (is now back up) and the product is now changed. Although Amazon still had it listed at 12, 1.5 ounce bags, what I got is 12, 1.2 oz bags. So now yes, one bag is a serving but the nutrition facts do not add up to what was listed before. Now a bag has 120 calories and 15g carbs. Another sneaky move, you get less for the same price.",bag_packaging_meat
"I will definitely order this again. It melts in your mouth. The texture is light. When I brought it to work, the whole bag disappeared in minutes.",bag_packaging_meat
Nice assortment.  One cheese got molded (before opening) about 10 days after arrival.  I GOURMET REPLACED IT PROMPTLY.  Nice grouping for a wine tasting party.,bag_packaging_meat
"THESE CHEWS ARE TASTY AND CHEWY. THE PRICE IS EXCELLENT FOR WHAT YOU GET. WE HAVE PLENTY AROUND FOR OURSELVES AND TO SHARE WITH FAMILY. GREAT TREAT FOR LITTLE KIDS. PLUS THEY ARE GOOD FOR YOU WITH NO ADDED JUNK. JUST LICORICE. GREAT BUY, GREAT TASTE.",dog
I have been giving these chews to my Mini-Pincher and Mini-Dauchand for the past 3 years to help support their joints and hips.  The last batch I bought is darker in color to the point of almost being burnt and smells a lot more.  It made my Mini-Pincher sick to the point of vomiting and liquid stools.  I am going to shop for a better product that is made here in the US . . . I have been looking at GNC products for Dogs and that is probably the route I will take.,dog
I'm very pleased with this dog food.  Haven't ordered anything else for my dogs since I bought this.  My lab and my malti poo both eat it happily and I'm happy that it is healthy for them.,dog
"I tried this product because I have relatives who are diabetic and I'm always looking for low carb alternatives. The muffins have a somewhat cornbread kind of taste, and were a little dull in taste. I added a few frozen blueberries and this helped a lot.  My only complaint is that these mixes are quite expensive, and I may not be able to order as many as I would  like. They will have to be a treat rather than a staple....too bad.",dog
"I felt really good about being a good cat mommy and buying something of such quality for my sweeties... Too bad none of the would eat it, no matter what I did.  Donated it to the local SPCA -- maybe a dog will eat it.",dog
"The treats were ok,my main complaint is they were small about the size of a lifesaver.Which made it hard to give them to my medium size dog as a treat.One treat just di not do it.This package should be labeled for toy or small dogs.",dog
"I have long haired dachshunds which like to dig out.  In the beginning the fido 525cs worked but was not powerful as it would not shock through the long haired coat of my dachshunds. They had to hit it with the face or shorter haired (skin exposed) underbelly areas in order to get a good reaction on them. I had the fido 525cs set up for maybe 2 months before it stopped working completely and the dogs were back to getting out again.  No, it did not get wet as my husband built a wood box for the charger ""house"" of protection.  It just stopped working and by that time I had thrown away my receipt which was from a small garden center on an old type register so that it didn't list the product name anyway.  Thus no warranty proof nor refund available.  I am looking for a better quality charger which will hit harder through the long haired coat. I have had stronger chargers which worked better and lasted longer than this model the fido 525cs.",dog
"My chihuahuas like this treat, but they do not eat it with enthusiasm. They hesitate and let it sit quite often.",dog
