,Text,Tokens,Labelled_topic
122,"Planter's Big Nut bars are just that:  Big and full of nuts (honey roasted peanuts, almonds, and cashews)  I often have issues with this kind of snack, since they so often try to position themselves as a healthy choice and they so often are not one.  Aside from calling itself a granola bar, this snack does not make any particular health claims, yet it actually is a relatively good choice - VERY preferable to a candy bar (which is really where these types of snacks belong).  It contains 12 g of fat, but almost none of it (1.5 g) is saturated.  Each bar contains no cholesterol, a reasonable 230 mg of sodium, and 220 calories, while providing 7 g of protein, 3 g of fiber, calcium, iron, vitamin E, and phosphorous.  Like most of these bars, there's quite a lot of sugar, but again, when compared to other candy bars, it's not a bad choice, and they easily taste as good as most candy bars.  I wouldn't hesitate to have one of these as an occasional treat.","['planter', 'big', 'nut', 'bar', 'big', 'nut', 'honey', 'peanut', 'almond', 'cashew', 'issue', 'kind', 'snack', 'position', 'healthy', 'choice', 'aside', 'granola', 'bar', 'snack', 'particular', 'health', 'claim', 'choice', 'preferable', 'candy', 'bar', 'type', 'snack', 'g', 'fat', 'bar', 'cholesterol', 'reasonable', 'mg', 'sodium', 'calorie', 'g', 'protein', 'g', 'fiber', 'calcium', 'iron', 'vitamin', 'e', 'phosphorous', 'bar', 'lot', 'sugar', 'candy', 'bar', 'bad', 'choice', 'candy', 'bar', 'occasional', 'treat']",4
131,"Pasta Knorr Sauce Parma Rosa Creamy Tomato / B000I2OOPW  Pardon me while I rave about how incredible this pasta mix is, but I'm just totally in love with this sauce. I love to eat pasta, but I am usually confined to the higher-fat alfredo sauces and cheese sauces because acidic tomato sauces irritate my acid reflux. That means no spaghetti and meatballs, which has been frustrating for me, but that's life, eh?  Then, while I was browsing the sauce aisle for Knorr alfredo packets, I found this Parma Rosa sauce. I have no idea what 'vodka sauce' is that the other reviewers reference, but whatever this is, it is GOOD. If I had to describe it, I'd call it a creamy tomato alfredo, but even though it is creamy, it is also very light and pleasing to taste, not cloying. The tomato taste is exquisite, and the acid content is low enough to prevent stomach pains. The taste itself is absolutely wonderful - I can actually talk myself out of impulse eating by promising myself Parma Rosa later - it's that good!  The Knorr sauces are fairly easy to make (the instructions are serious when they say to 'stir constantly', though, and I think it helps to preheat the milk before adding the powdered mix) and they store indefinitely in these dried packets (another reason to buy packets, besides the smaller carbon footprint in shipping versus jars!). Oh, and buying them on Amazon means I get them for half the price of the local market! For the Parma Rosa, I also add about a third of a pound of seasoned, browned ground beef as easy 'meatballs'. The portions are such that I can easily get two full meals out of one sauce packet, and the sauce stores perfectly in the fridge - this coming from a person who generally hates leftovers.  ~ Ana Mardoll","['pasta', 'knorr', 'sauce', 'parma', 'rosa', 'creamy', 'tomato', 'incredible', 'pasta', 'mix', 'love', 'sauce', 'pasta', 'higher-fat', 'alfredo', 'sauce', 'cheese', 'sauce', 'acidic', 'tomato', 'sauce', 'acid', 'reflux', 'spaghetti', 'meatball', 'life', 'eh', 'sauce', 'aisle', 'knorr', 'alfredo', 'packet', 'parma', 'rosa', 'sauce', 'idea', 'sauce', 'reviewer', 'creamy', 'tomato', 'alfredo', 'creamy', 'light', 'tomato', 'exquisite', 'acid', 'content', 'low', 'stomach', 'wonderful', 'impulse', 'eating', 'parma', 'rosa', 'knorr', 'sauce', 'easy', 'instruction', 'milk', 'powdered', 'mix', 'packet', 'reason', 'packet', 'smaller', 'carbon', 'footprint', 'versus', 'jar', 'mean', 'price', 'local', 'market', 'parma', 'rosa', 'pound', 'seasoned', 'ground', 'beef', 'easy', 'portion', 'meal', 'sauce', 'packet', 'sauce', 'store', 'fridge', 'person', 'leftover', 'mardoll']",4
152,"There is a lot of variability in the quality of macadamians, even from the same producer.  I've only received one bag of these, but they are perfect.  I've run across many that have had varying degrees of bitterness, usually accompanied by an unnaturally hard consistency, as though they had been harvested too early.  Not these.  They have perfect consistency and flavor.  The vast majority are whole as opposed to halves or smaller pieces.  [Update:  I've now ordered about 8 bags over a period of about a year.  The quality has be consistently excellent.}  I use macadamia nuts as a regular part of my diet.  They preferentially reduce bad cholesterol due to their high content of monounsaturated fats.  They are low in carbs, and have very few simple carbs, so they will not only take the edge off your appetite, they will help keep it off.  Unlike most nuts, they are low in oxalate, which means regular use will not increase the risk of kidney stones.  (Pistachios and walnuts are also low in oxalate.)  The only catch is that their high healthy fat content means high calorie count per unit volume.  To dodge that bullet, I just ration them out as opposed to absentmindedly eating from a large container.  This is a great product.  I'm happy to give them yet another 5-star review.","['lot', 'variability', 'macadamians', 'producer', 'bag', 'perfect', 'degree', 'bitterness', 'hard', 'consistency', 'early', 'perfect', 'consistency', 'flavor', 'vast', 'majority', 'half', 'smaller', 'piece', 'bag', 'period', 'excellent', 'macadamia', 'nut', 'regular', 'diet', 'bad', 'cholesterol', 'high', 'content', 'fat', 'low', 'carbs', 'simple', 'carbs', 'edge', 'appetite', 'nut', 'low', 'oxalate', 'regular', 'use', 'risk', 'kidney', 'stone', 'pistachio', 'walnut', 'low', 'oxalate', 'catch', 'high', 'healthy', 'fat', 'content', 'high', 'calorie', 'count', 'unit', 'volume', 'bullet', 'large', 'container', 'happy', '5-star', 'review']",4
164,"We were pleasantly surprised at how good these tasted.  The %DV for sodium is 15, so while not excessive, we limit ourselves to ""one at a time.""","['dv', 'sodium', 'excessive', 'time']",4
171,"This Chipotle Sauce is very tasty, and it can be used with many different things. However I loved it the most with vegetarian meat (I'm a vegetarian, living healthy and all *grins*), and this sauce is amazing in a veggie sandwich, or with cooked vegetarian meat. However this sauce is very fattening, hence why I took one star out, it contains 11 grams of fat in 2 tbsp. So one needs to be careful to have it in very small portions, or make sure to have a good workout session after indulging in a good hearty meal containing this sauce.  Overall I love this Chipotle sauce, very tasty.","['chipotle', 'sauce', 'different', 'thing', 'vegetarian', 'meat', 'vegetarian', 'living', 'healthy', 'grin', 'sauce', 'veggie', 'sandwich', 'cooked', 'vegetarian', 'meat', 'sauce', 'fattening', 'star', 'gram', 'fat', 'tbsp', 'careful', 'small', 'portion', 'sure', 'workout', 'session', 'hearty', 'meal', 'sauce', 'overall', 'chipotle']",4
175,"I like to eat these for breakfast or in between meals for a quick healthy snack. I like the almonds and flax included in these bars. The texture is really nice, a little chewy, but a little crunchy. There  is a good balance of complex carbs and proteins to give me enough energy to get to my next meal. These are not too sweet. There are no chemicals or artificial ingredients in these. Give them a try.","['breakfast', 'meal', 'quick', 'healthy', 'snack', 'almond', 'flax', 'bar', 'texture', 'little', 'chewy', 'little', 'crunchy', 'balance', 'complex', 'carbs', 'protein', 'energy', 'meal', 'sweet', 'chemical', 'artificial', 'ingredient', 'try']",4
180,"Super tasty and super easy to make, healthy too! I can only recommend this one to anyone who wants organic yummy pancakes with healthy fibers in too.","['super', 'super', 'easy', 'healthy', 'organic', 'yummy', 'pancake', 'healthy', 'fiber']",4
184,"I bought this product because I am on a medically supervised liquid diet. This product was recommended for adding low-calorie, low fat flavor to the shakes I am drinking. It is very tasty and adds great flavor. I have heard that you can add water and make a sort of peanut butter, but I have not tried that. I think it would also be excellent in baked goods too. This product also comes in a chocolate flavor, which is very good also.","['liquid', 'diet', 'low-calorie', 'low', 'fat', 'flavor', 'shake', 'flavor', 'water', 'sort', 'peanut', 'butter', 'excellent', 'baked', 'good', 'chocolate', 'flavor']",4
204,"Mexican spices are so good on many foods...this chipolte sauce has a great flavor, unlike other hot sauces...not very hot, quite mild, but intense... I have put it on everything, not just tacos...","['mexican', 'spice', 'food', 'chipolte', 'sauce', 'flavor', 'hot', 'sauce', 'hot', 'mild', 'intense']",4
228,"The Switch Watermelon/Strawberry was a good drink. I thought it was a little too sweet for my taste, but not by much. One serving size was 8.3 fluid ounces. It contains 35 grams of sugar and 36 grams of carbs per serving, and each serving was 140 calories. According to the label, it contains 100% of the recommended daily allowance of Vitamin C. The drink has a slight carbonation to it that was a lot less than soda. The small and skinny can makes it good for inclusion in a lunch box.  Although I liked it, I don't think it's worth the price of nearly $1 a can. But for the convenience of size, it might be worth the trade-off on occasion.","['switch', 'drink', 'little', 'sweet', 'size', 'fluid', 'ounce', 'gram', 'sugar', 'gram', 'carbs', 'serving', 'calorie', 'label', 'recommended', 'daily', 'allowance', 'vitamin', 'drink', 'slight', 'carbonation', 'lot', 'small', 'skinny', 'inclusion', 'lunch', 'box', 'price', 'convenience', 'size', 'trade-off', 'occasion']",4
240,"These crunchy snacks are healthy, addictive, and tasty. I love the crisp texture, the flavors, and the perfect size for a snack. Much better than the Apple Chips that have all that added junk and sugar. These Sensible Foods Snacks are just dried fruit! Love the apple harvest flavor best, then tropical blend. A favorite snack item!","['crunchy', 'snack', 'healthy', 'addictive', 'crisp', 'texture', 'flavor', 'perfect', 'size', 'snack', 'apple', 'chip', 'junk', 'sugar', 'sensible', 'food', 'snack', 'fruit', 'apple', 'harvest', 'flavor', 'tropical', 'favorite', 'snack', 'item']",4
245,"Ironically, I am an Amazon seasonal worker.  I discovered these tasty treats while working on the sales floor...I kept thinking, ""Wow, I sure ship alot of these things; WHAT are they?""  So I went home and checked them out on line for myself...I am a very active and healthy person.  I am ALWAYS looking for wholesome breakfast options; I have a hard time eating in the AM...These cookies are so filling and delish!!  I eat one at around 8 am and I am FINE until lunch...Healthy ingredients to fuel your busy day/lifestyle...I can't wait to put them in my back pack when I go hiking next!!!!","['seasonal', 'worker', 'treat', 'sale', 'floor', 'wow', 'sure', 'ship', 'alot', 'thing', 'home', 'line', 'active', 'healthy', 'person', 'wholesome', 'breakfast', 'option', 'hard', 'time', 'cooky', 'filling', 'delish', 'fine', 'lunch', 'healthy', 'ingredient', 'busy', 'pack']",4
252,I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.,"['chip', 'healthy', 'snack', 'work', 'vending', 'machine', 'sustenance']",4
255,"This Taco Bell Chipotle sauce is quite enjoyable and has the tangy yet not very spicy taste you would expect. I have used it on burritos and as a dip. There is no question that if you like the flavor of Chipotle sauce you will enjoy this. But it is high in calories which I expected and did not mind for you do not need a lot too enjoy the flavor.  Yet two tablespoons of this sauce contains 100 calories from fat and a total of 110 calories per serving size. The serving size is the aforementioned two tablespoons. It taste great just be aware of its high fat content and calories. When serving size is measured by the spoon full you know the calories are high. And even so, I would get this product again.","['taco', 'bell', 'chipotle', 'sauce', 'enjoyable', 'tangy', 'spicy', 'burrito', 'dip', 'question', 'flavor', 'chipotle', 'sauce', 'high', 'calorie', 'lot', 'flavor', 'tablespoon', 'sauce', 'calorie', 'fat', 'total', 'calorie', 'size', 'size', 'aforementioned', 'tablespoon', 'aware', 'high', 'fat', 'content', 'calorie', 'size', 'spoon', 'calorie', 'high']",4
257,"This is a great tasting hot drink. It is not chocolate base like Milo or ovaltine. When added to milk the color of the milk barely changes. It gives the milk a smooth texture and a creamy taste. I mix 2 tbs with warm milk, sometimes I use sugar and sometime I don't. Without sugar added it still has a good taste. The only thing is the 300g container is very small I was expecting something a little bigger for $10. If I knew 300g was so small in size I would have order the larger size.  Here is the Nutritional fact base on 1 serving 25g  Calories 189 Sodium 1 mg Total Fat 4 g Potassium 0 mg Saturated 3 g Total Carbs 27 g Polyunsaturated 0 g Dietary Fiber 0 g Monounsaturated 0 g Sugars 19 g Trans 0 g Protein 10 g Cholesterol 0 mg Vitamin A 36% Calcium 88% Vitamin C 28% Iron 19%","['tasting', 'hot', 'drink', 'chocolate', 'base', 'milo', 'ovaltine', 'color', 'milk', 'milk', 'smooth', 'texture', 'creamy', 'mix', 'tb', 'warm', 'milk', 'use', 'sugar', 'sugar', 'thing', 'container', 'small', 'little', 'bigger', 'small', 'size', 'larger', 'size', 'nutritional', 'fact', 'base', 'calorie', 'sodium', 'mg', 'total', 'fat', 'g', 'potassium', 'mg', 'g', 'total', 'carbs', 'g', 'g', 'dietary', 'fiber', 'g', 'g', 'sugar', 'trans', 'protein', 'g', 'cholesterol', 'mg', 'calcium', 'vitamin', 'c', 'iron']",4
271,"Very tasty.  It's hard to find something which has as much protein (6g) as sugars (6g).  I just wish that the sugars were really sugar instead of corn syrup; also, it would taste even better (in my opinion) if it had 2/3 as much sugar.  but still the best snack bar out there.","['hard', 'protein', 'sugar', 'sugar', 'sugar', 'corn', 'syrup', 'opinion', 'sugar', 'best', 'snack', 'bar']",4
276,"Fiber one products actually don't have real fiber.  They contain inulin (from chicory root) which is technically fiber because the body can't digest it.  Unfortunately fiber is defined by anything that can't be broken down easily.  These products do not contain REAL fiber. (The real fiber usually found in whole grain breads and bran cereals) So if it says ""chicory root"" or ""inulin"" in the ingredients, you can be sure you aren't eating the fiber your body can actually use.  So if you want lots of sugar and fat without fiber, this product is for you.","['product', 'real', 'fiber', 'inulin', 'chicory', 'root', 'fiber', 'body', 'product', 'real', 'real', 'fiber', 'grain', 'bread', 'bran', 'cereal', 'chicory', 'root', 'inulin', 'ingredient', 'sure', 'fiber', 'body', 'lot', 'sugar', 'fat', 'fiber']",4
283,These are tasty snacks that are healthy for you.  They're a bit pricey unless you buy them on sale and in bulk.,"['snack', 'healthy', 'bit', 'pricey', 'sale', 'bulk']",4
306,"It is great to be able to get a healthy snack in the mail here in Afghanistan!  Appreciated that the mango has not additives or preservatives, just natural and delicious.  Thanks!","['able', 'healthy', 'snack', 'mail', 'afghanistan', 'mango', 'additive', 'preservative', 'natural', 'delicious', 'thanks']",4
314,"Great portion control, nice that you dont have to keep it in the fridge or freezer. I'm reordering some right now :)","['portion', 'control', 'fridge', 'freezer', 'right']",4
335,"I live in Indianapolis an have paid as much as $3.65! The low side is $2.75, but they sell out fast at that locition. So believe me this is worth it, pluse a very good product! I love them!","['indianapolis', 'low', 'locition']",4
344,I found these at BJ's Wholesale Club and really liked the taste.  They are very crunchy and chocolaty and the portion size is good.,"['bj', 'wholesale', 'club', 'crunchy', 'chocolaty', 'portion', 'size']",4
347,"Very welcome addition to the kitchen cupboard...these USDA organic small black lentils Westbrae Brand come packed to the top in a 15-ounce can and are ready to eat. The ingredients are water, organic black lentils, and sea salt.  Nutrition info is: Servings per container: 3.5 Serving size: 1/2 cup (or 130 grams) Calories per serving:  90 Fat (trans, saturated) 00. Zero Cholesterol: 0.  Zero Sodium: 125 milligrams Total carb: 16 grams Dietary fiber:  8 grams Sugars: 1 gram Protein:7 grams Since Beluga black lentils are said to have a higher protein content (24 grams per serving?)You can see that these small black lentils are different from Beluga... I was glad to see that nice blue label on the website  for Heirloom Beluga lentils, glad to learn about them and would like to order them.  What I received from this webpage was small black lentils, not Beluga.  Instead of belugas,I received Vegetarian organic black lentils.  Not that I'm sorry about it; the can label has a wonderful recipe for soup, and a vegetarian diet pyramid for nutrition.  These small black organic lentils are delicious and nourishing.  I recommend them to you to try, and I'd like an opportunity to order and try the Heirloom Beluga lentils as well sometime.  You'll like the small organic black lentils, many ways to serve them.","['welcome', 'addition', 'kitchen', 'cupboard', 'usda', 'organic', 'small', 'black', 'lentil', 'brand', 'come', '15-ounce', 'ready', 'ingredient', 'water', 'organic', 'black', 'lentil', 'sea', 'salt', 'nutrition', 'info', 'serving', 'container', 'size', 'cup', 'gram', 'calorie', 'fat', 'trans', 'cholesterol', 'sodium', 'milligram', 'total', 'carb', 'gram', 'dietary', 'gram', 'sugar', 'gram', 'beluga', 'black', 'lentil', 'higher', 'protein', 'content', 'gram', 'small', 'black', 'lentil', 'different', 'beluga', 'glad', 'blue', 'label', 'website', 'heirloom', 'beluga', 'glad', 'webpage', 'small', 'black', 'beluga', 'beluga', 'vegetarian', 'organic', 'black', 'wonderful', 'recipe', 'soup', 'vegetarian', 'diet', 'pyramid', 'nutrition', 'small', 'black', 'organic', 'lentil', 'delicious', 'opportunity', 'heirloom', 'beluga', 'small', 'organic', 'black', 'lentil', 'way']",4
354,I'm on a low sodium diet and this still has plenty of taste without salt,"['low', 'sodium', 'diet', 'plenty', 'salt']",4
364,"Great simple snacks for those who are watching calories. At 100 calories a bar, these have an amazing blueberry flavor and all natural texture. There is no doubt that these will get you through your hunger to your next meal without packing on the pounds. These bars are a step up in the granola/breakfast/snack bar catagory. Highly reccomended!","['simple', 'snack', 'calorie', 'calorie', 'bar', 'amazing', 'blueberry', 'flavor', 'natural', 'texture', 'doubt', 'hunger', 'meal', 'pound', 'bar', 'step', 'bar', 'catagory']",4
371,I'm so excited to see Bobo bars here.  They are my favorite of all the healthy snack bars and usually have a hard time finding them where I live. Hooray for Bobo's!  PS....Amazon DOES need to work out some of their shipping problems.,"['excited', 'bobo', 'bar', 'favorite', 'healthy', 'snack', 'bar', 'hard', 'time', 'hooray', 'bobo', 'p', 'shipping', 'problem']",4
372,I had brought this as a dipping sauce for dumplings and egg rolls I made at home. It taste's great and I think it the same sauce I get at some Thai places cause it tastes the exact same.,"['dipping', 'sauce', 'dumpling', 'egg', 'roll', 'home', 'sauce', 'thai', 'place', 'exact']",4
386,"I have a gluten allergy, so I am always looking for an alternative to cookies, muffins, granola bars, and other sweet snacks that I can no longer eat.  The Kind Bars are great - I have not found any that I absolutely don't like, but some I like better than others.  The Fruit and Nuts in Yogurt is definitely my favorite - I like the combination of nuts, raisins, and yogurt - it does not seem as overpoweringly sweet as some of the others. I originally discovered Kind Bars at Starbucks, but they were VERY expensive to buy on a regular basis. That was when I checked out Amazon's Subscribe and Save program, signed up for the Kind Bars, and cut my purchase cost by more than half - with no shipping cost!  What a cool program - especially for those of us with allergies who need regular access to products that are usually expensive and/or hard to find!","['gluten', 'alternative', 'cooky', 'muffin', 'bar', 'sweet', 'snack', 'kind', 'bar', 'better', 'fruit', 'nut', 'yogurt', 'favorite', 'combination', 'nut', 'raisin', 'kind', 'bar', 'starbucks', 'expensive', 'regular', 'basis', 'subscribe', 'program', 'kind', 'bar', 'purchase', 'cost', 'half', 'shipping', 'cost', 'cool', 'program', 'allergy', 'regular', 'access', 'product', 'expensive', 'hard']",4
400,These are my favorites and I have reordered more than once.  Perfect for desert without all the calories and is soooo good.  Cant find these locally so go to Amazon for my candy fix.,"['favorite', 'perfect', 'desert', 'calorie', 'soooo', 'candy', 'fix']",4
422,this is an ideal bar for someone that wants the taste of a nutty candybar but with 30grams of protein! Tastes like a Payday. High fat and sugar content are the downsides though.,"['ideal', 'bar', 'nutty', 'candybar', 'protein', 'taste', 'payday', 'high', 'fat', 'sugar', 'content', 'downside']",4
464,"Love this Sauce. Taste is perfect, I use this Sauce with so many food but mostly with macaroni cheese so Go for it. Best Sauce...!!!","['sauce', 'perfect', 'sauce', 'food', 'macaroni', 'cheese', 'best', 'sauce']",4
470,"Taste fantastic!  Somewhat hot if you consume a lot of it at once, but nothing to be fearful of.  It's the perfect hand-made taste hot sauce to replace your over-the-counter Cholula/Tapatio for all of you meal choices.","['fantastic', 'hot', 'lot', 'fearful', 'perfect', 'hand-made', 'hot', 'sauce', 'over-the-counter', 'choice']",4
473,"Instead of a black graduation cap, a top hat was sent instead.  Not great for a graduation gift!  Also, I think any buyer should be aware that by ""Godiva 4 Pack"", they mean ""4 pieces of candy""!  Very confusing description especially when you consider that the picture shows at least 5 pieces of candy! Definitely not worth the price!!","['black', 'graduation', 'cap', 'hat', 'graduation', 'gift', 'buyer', 'aware', 'godiva', 'pack', 'piece', 'candy', 'confusing', 'description', 'picture', 'piece', 'candy', 'price']",4
487,"This is a great snack! It tastes great and it's healthy and tasty --a nice alternative to nuts and dried fruits--perfect for tossing into a backpack before a hike, watching the game, or for an on-the-go snack. The 8-packs will tide me over until there's a family-size pack available.","['snack', 'healthy', 'alternative', 'nut', 'fruit', 'backpack', 'hike', 'game', 'on-the-go', 'snack', '8-packs', 'family-size', 'pack', 'available']",4
520,"I found this snack to be tasty, healthy and satisfying! When I microwaved it, it was delicious.  Also very convenient for snacking on go.","['snack', 'healthy', 'delicious', 'convenient']",4
524,"This one by far is my favorite as far as taste is concerned.  I use this as a snack to get me through to my next actual meal.  There is a good amount of fiber, low in sugar and very few net carbs.  I really like the taste too.","['favorite', 'use', 'snack', 'actual', 'meal', 'fiber', 'low', 'sugar', 'net', 'carbs']",4
528,these chewables are delicious. Do not know about the results of lowering cholesterol...I will have to wait until the next Dr. exam. yum,"['chewables', 'delicious', 'result', 'cholesterol', 'exam', 'yum']",4
538,"This 100% whole grain is very tasty.  The clusters are small enough you can toss it into yogurt or eat as a cereal, but they are also large enough you can eat them as a snack.  Lightly sweet, full of texture and cholesterol free, these blueberry vanilla clusters are very healthy.  With a high source of fiber, 750mg of omega-3 fatty acids and 16g of whole grain, you can feel good about eating this.  It's very economical and convenient.  I look forward to trying other flavors!","['grain', 'cluster', 'small', 'yogurt', 'eat', 'cereal', 'large', 'snack', 'sweet', 'texture', 'cholesterol', 'free', 'blueberry', 'vanilla', 'cluster', 'healthy', 'high', 'source', 'fiber', 'omega-3', 'fatty', 'acid', 'grain', 'economical', 'convenient', 'flavor']",4
540,"These banana nut bars are soft and chewy, with a nice banana bread flavor. They go great with a cup of coffee for a quick, light breakfast or an afternoon snack.","['banana', 'bar', 'soft', 'chewy', 'banana', 'bread', 'flavor', 'cup', 'coffee', 'quick', 'light', 'breakfast', 'afternoon', 'snack']",4
557,"If this is as healthy as it is tasty then a great product.  A little pricey for only 15 servings, but that Organic Red Dutch Cocoa is delectable.","['healthy', 'little', 'pricey', 'serving', 'organic', 'red', 'dutch', 'cocoa', 'delectable']",4
565,"Very tasty bacon, smoky sauce for eggs, hamburgers, non bacony items that could use some ""bacon goodness"". Hubby is thrilled. Not a spicy hot sauce. Cool that it's veggie friendly.","['bacon', 'smoky', 'sauce', 'egg', 'hamburger', 'bacony', 'item', 'bacon', 'goodness', 'hubby', 'spicy', 'hot', 'sauce', 'cool', 'friendly']",4
569,It is what I wanted. Loaded with tender dried fruit and nuts. I'll order again.,"['tender', 'fruit', 'nut']",4
