Text,Topic label
"First, you can either soak or spray this product.  If you're lazy like I am you can put it in a spray bottle, spray your produce in a colander in the sink, and rinse a bit later. I've never had it affect the taste or appearance of food in any way (with the exception of when it starts to clean the wax from apples & the wax turns whiter & starts to chip off).  When I've used the soak method, I've seen the dirty water after, so I do feel like this does a nice cleaning job.  I love this stuff and many grocery chains don't carry it reliably, so it's great that Amazon has it!",snacks_water
Amazon has a hell of a nerve charging $60 for a case of 6 happy bellies cereal when anywhere else it is $3.19 each can!!,snacks_water
"I have tried lots of different protein bars but the main problem is always the same, they taste like protein bars. This is my favorite because it tastes like eating a normal chocolate waffer candy bar. Chocolate is my favorite, followed by peanut butter. Great for a snack, I take one with me when I go out with friends so I have a tasty healthy treat.",snacks_water
"Well, at least they live up to their name. These nuts are definitely hot, too bad that's all the positive I have to say about them. Other than that, they taste like cardboard, and not very good cardboard either.",snacks_water
"I ordered these lollipops for a friends Wizard of Oz themed shower. The arrived packaged well but I noticed the box said they're from ""Oriental Trading Company"".  If I wanted a cheap product that I knew was low quality and from China then I would have bought them directly from their site at $7 for 38 of them!!! However, from the picture these looked well made. The picture is very deceiving and so is the description. They show 16 same-colored lollipops...mine came in a variety of colors. They also gave dimentions that the lollipops were 6""x2"". I noticed they looked a bit small and when I measured they didn't even come to 5"" long, not any of them...even though they're all differnet lengths.  This was very disappointing since I planned to stand them up in a vase of lemon drops. Overall, I'm very disappointed in this product and the seller for not being honest about the product they're providing to consumers.",snacks_water
I bought Blue Diamond Natural Chocolate almonds before & 100% Natural almonds it was good but this one made me feel sick i only eat 10 for the day & i dont know if it's the salt or something else with this but i have to throw this away. i cant even move to workout im hoping i can sleep this off. but i guess im the 1 in 1 million that this happens to.,snacks_water
"FOR A NON-ORGANIC OR NON-GOURMET ITEM THIS TASTES AMAZINGLY FRESH, CRUNCHY AND YUMMY. BEWARE: CALORIE COUNT, FAT AND SALT CONTENT IS CONSIDERABLE. BUT ONE BAG UPON OCCASION SHOULD NOT EXPLODE YOUR CHOLESTEROL COUNT. crunch! fresh! yum! salty!!!! and a good deal -- free with some other stuff I bought.",snacks_water
"It is a slim packet with mostly tuna meat and not much water.  Make sure you bring a small spoon to get every bits out.  It was a little hard to use my fingers to eat.  I bought it primarily for backpacking and hiking.  It is light weight, healthy, and fulfilling as a part of my lunch.  The calorie count is good (80 per packet) and the taste is not bad when the body screams for fuel.  I can also see it being added into rehydrated TVP, rehydrated instant refried beans, and canned soup, etc..  I also put a few packets in my cubicle in case i get hungry.  it's a super healthy snack (if u prefer savory snack).  Overall I am very happy to have it in my pantry so that I can grab it whenever i need one or two.",snacks_water
"These individually packed milk is great for on-the-road.  Does not need to be stored in the frig.  This item came in 6 packs of 3.  Then shipped in its original box and then another Amazon box over it.  The content was securely packed and I was not worried that the milk got 'dirty' during shipping.  The price is the same as in local grocery store but shipping to the house saved me from dragging them from the store while my toddler is jumping up and down the store aisle. The only reason that I did not give it 5 stars is because of the expiration date.  It is Mar 2012 which is not too far away.  I just bought one from Target(because I forgot to bring one and my toddler was restless) and it has an expiration date of Sept 2012.  Overall, I would still recommend to buy from Amazon.",grocery
I used to order this product at 25 per box of 12 cans and now it turned into 50 dollars??? how did it double out of nowhere??,grocery
"2.0 out of 5 stars Read this article first, August 11, 2009 By  Pregbaby (Florida) - See all my reviews I thought I was doing the right thing by buying organic and thought Similac was a brand I could trust to be good for baby. That is, until I came across this NY Times article about the sugar they use... [...]  From the article:  Parents may be buying [Similac Organic] because they believe that organic is healthier, but babies may have a reason of their own for preferring Similac Organic: it is significantly sweeter than other formulas. It is the only major brand of organic formula that is sweetened with cane sugar, or sucrose, which is much sweeter than sugars used in other formulas.  No health problems in babies have been associated with Similac Organic. But to pediatricians, there are risks in giving babies cane sugar: Sucrose can harm tooth enamel faster than other sugars; once babies get used to its sweeter taste, they might resist less sweet formulas or solid foods; and some studies suggest that they might overeat, leading to rapid weight gain in the first year, which is often a statistical predictor of childhood obesity.",grocery
"These lollipops are a wonderfully healthy option over regular store brand suckers/lollipops.  My children and I are very happy with the taste of these.  The flavors we have tried so far are tasty and strong, and the size is perfect for a special treat.  The 5 pound bag should last us a very long time.",grocery
this is a great price and the delivery was super fast i first found these in yosemite at a much higher price & limeted QTY.,grocery
These cookies taste fantastic!  Even my picky children love them and ask for them every time we go to the grocery store!,grocery
"This steak rub is awesome. We have tried many different ones and came across this one in a grocery store. It quickly became our favorite. After that, we couldn't find it in any local stores so having the 6 pack is great.",grocery
"With the exception of home-made, these are my favorite egg noodles. They always cook up just right -- firm and tasty. I got them on an Amazon Warehouse deal so the price was better than getting them at a warehouse club (and far better than the grocery store). These are the medium ones which are pretty narrow in size. Good for adding to soups, casseroles, or just tossing with some butter and veggies.  Came well packed with no discernable breakage in the packages.",grocery
"We love this vegetable pouch for our 18 month old, and more importantly she likes it too. I like that it has sort of a dry texture compared to basic blended vegetables. I stir a touch of milk into it each time and it makes it really creamy. She always finishes it, and its one of our favorites.",mains_spread
"these are not DOP they're just ""certified"" which means nothing significant. they should go a step further with a little more nonsense and write ""department certified"". real dop tomatoes are much better.",mains_spread
This apple butter has a great taste but the price is so I would not purchase again. I know it can not cost this much to produce such a small jar,mains_spread
Dark Chocolate cookies taste great!  I have just tried the peanut butter and those are good too.,mains_spread
"How nice it is to no longer be deprived of pasta and noodles. If you follow a low carb lifestyle, then House Foods Shirataki (Tofu) Noodles are heaven sent. I've been enjoying this product for well over a year and I'm so very happy to have found it. I heard about it on the Dr. Oz show and ran right out and bought some. I've tried the fettucine and spaghetti noodles also, but the angel hair is the most versatile. People who found them too rubbery probably did not follow the package directions. For best results, they have to be thoroughly rinsed and parboiled for at least three minutes. I am also amazed at how forgiving this product is. Once I got distracted and let the noodles simmer for almost 20 minutes and they STILL turned out fine. Maybe even better! If you want that ramen-like flavor do this: after parboiling and drying, saute them over high heat in a skillet with peanut oil and/or sesame oil, or hot chile oil. Add a few shakes of salt, onion & garlic powder and toss. Then just carry on with your recipe. They're very much like rice noodles so you won't miss a beat with stir-frys and noodle soups. I've also had great success with Italian dishes. I've used them with meatballs or Italian sausage in Marinara sauce. Also, with shrimp & scallops in a cream & wine sauce, just to name a few. Topped with grated, melted cheese, I got ALL of the joy and practically none of the carbs. However, one package really only serves one. This is an excellent, healthy alternative to pasta and noodles that will not wreak havoc upon your glycemic index. Good cooks will have no problem incorporating this into their menu planning.",mains_spread
"This is my first Manuka honey and I must say that it tastes very nice.  Toast a slice of bread (e.g., Arnold's Ancient Grains) Spread honey Spread peanut butter  Enjoy!",mains_spread
Of the Plum tots pouches I have had this is by far the best tasting. These are a little pricey but when they are on sale they are worth every penny. Great for throwing in a diaper bag or purse.,mains_spread
What I enjoy most with this variety pack is the 11 varieties. I don't get bored with just 1 flavour and there are some flavors I cannot find locally.,mains_spread
"With no extra salt, it tastes a lot like fresh corn.  You can add the salt after if that is to your taste.  Everybody's will be different.",chips_corn
"These chips are very spicy to say the least, my tongue burned too much to finish the small individual serving bag. They have an overpowering amount of some Asian spice, perhaps ginger, but it is way too strong and you are left with a very unpleasant taste. I bought 24 of the small size bags but could not bring myself to like the flavor, it all ended up in the trash.  This is definitely a chip that will appeal to only certain palates. I do like the sweet onion flavor of this brand but this Asian flavor was too much of a good thing!",chips_corn
"We tend to eat these straight and/or with hummus as a chip substitute. I've noticed some variation between packages in the texture of the crisps. I prefer them when they're a bit firmer, but they're still nice even when they're softer than I would like.",chips_corn
What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers.,chips_corn
It is a flavorful snack that provides enough flavor but isn't too salty nor that boring of a snack. It's a pretty good alternative to potato chips or any other snack product.,chips_corn
Ok this salt is a must have if you really like to cook. I think it has a good flavor and the price is really good. Even if you don't use it everyday it is good to add to your spices.,chips_corn
I have subscribed these chips. They are so tasty. Not dry or oily. Cannot put it down once open a bag and have to have two bags in a row.,chips_corn
"I bought keenan Farms Pistachios once earlier. That batch appeared to alright.This time around the product is not upto mark at all. I have bought Pistachios from local stores also, which are far better and cheaper than this. I have opened only one bag from the 3 that I have received. If any one from Keenam farms is reading this I can return these to them so that they can see what is in the bags sent to me.",chips_corn
