,Text,Tokens,Labelled_topic
79,"Coconut water with a hint of pineapple, shipped to the US from Indonesia, packaged in (usually) non-recyclable, disposable containers, and catering to the... sports drink market (""good source of electrolytes"")?  I took a  8.5 ounce container and poured 6 servings, for 4 teenagers and 2 adults.  First impression?  The teens (serious athletes) were not told what the drink was, but I did mention that it was being marketed as a potential sports drink.  The result?  No negative votes, but no one would choose it over existing drinks.  Everyone recognized the pineapple flavor instantly.  ""It leaves a strange feeling in my mouth,"" one teen said.  This was probably the coconut water; it had a residual flavor and feel.  There was no straw included with the package, so the opening and pouring needed the assistance of a fork or knife.  It's mostly (cane) sugar water, so why bother?  But the biggest issue is the waste.  Coconut sugar water from Indonesia?  What's the carbon footprint of this product?  And the container has 2 ""recycle"" symbols on it, but, like milk cartons, it is difficult to find a community that will actually keep them out of the landfill.  Bottom line?  It's not that tasty, being little more than sugar water, and the transport and packaging waste really don't fit into a culture (for me) focusing on sustainability.","['coconut', 'water', 'hint', 'pineapple', 'indonesia', 'container', 'sport', 'market', 'source', 'electrolyte', 'ounce', 'container', 'serving', 'teenager', 'adult', 'impression', 'teen', 'athlete', 'drink', 'mention', 'sport', 'result', 'vote', 'drink', 'pineapple', 'flavor', 'feeling', 'mouth', 'teen', 'coconut', 'water', 'flavor', 'straw', 'package', 'opening', 'pouring', 'assistance', 'fork', 'sugar', 'water', 'bother', 'issue', 'waste', 'coconut', 'sugar', 'water', 'indonesia', 'carbon', 'footprint', 'container', 'symbol', 'milk', 'carton', 'community', 'line', 'sugar', 'water', 'transport', 'packaging', 'waste', 'culture', 'sustainability']",3
88,Another great tasting gluten free product.  Has lots of flavor and because they are individually wrapped they are great to include in a packed lunch.,"['lot', 'flavor', 'lunch']",3
94,Great strong tasting gum BUT doesn't last long BUT is still worth it especially if your not allowed to have regular sf gum! The cinnamon taste is very great!,"['tasting', 'gum', 'sf', 'cinnamon']",3
114,"I have CHF with cardiomyopathy.  I have to limit my sodium to under 2,000 mg per day.  Because of great products like this ketchup - I can do that pretty easily most days!  My CardioElectroPhysicist had never heard of no-salt ketchup, he thinks it's great!  Heinz no-salt ketchup tastes wonderful!  It has a slightly stonger tomato flavor, but I wouldn't have guessed it was no-salt.  I use it for homemade BBQ sauce, french fries, etc - it's awesome!  Highly recommended.","['cardiomyopathy', 'sodium', 'mg', 'product', 'ketchup', 'day', 'cardioelectrophysicist', 'ketchup', 'ketchup', 'taste', 'flavor', 'homemade', 'bbq', 'fry']",3
121,"I had coconut trees growing in my backyard in Southeast Asia, and enjoyed drinking coconut water right from the coconut itself. Taste Nirvana Real Coconut Water with Pulp is the closest to the real thing that I've found.","['coconut', 'tree', 'backyard', 'asia', 'drinking', 'coconut', 'water', 'right', 'coconut', 'coconut', 'water', 'pulp', 'thing']",3
126,While it is a bit pricey. I enjoyed this water as a nice alternative to just plain water. I enjoyed the flavoring of the Watermelon. It made it easier to make sure that I am hydrated.,"['bit', 'water', 'alternative', 'water', 'flavoring', 'watermelon']",3
138,"How much can you say about a drink? It tastes pretty good! It's got a nice flavor, sweet, but not overly so and there's a good amount of fizz. There's a lot of sugar for the amount of drink you have, and at only 8.3 fluid ounces, there just isn't much there. What's there is good though!","['drink', 'flavor', 'sweet', 'fizz', 'lot', 'sugar', 'drink', 'ounce']",3
142,It really rastes great. No real aftertaste either like some other energy drinks. Color is fun as well and makes for a great mixer. I will order again.,"['aftertaste', 'energy', 'drink', 'color', 'mixer']",3
145,"I'm always looking for a good energy drink, that will give me a boost, but not a big let down.  I like the glaceau energy water.  This is a good alternative.  This makes 24 8-ounce servings, at $6 a bottle it's only 25 cents a glass vs $1.50 or so for the vitamin water by glaceau or others found in the supermarkets and  convenience stores.   The flavor is like a light fruit punch. You can control how much you want to add to your water for taste.  It has a combination of vitamins B 6, 5, 3, and 12, Vitamin C, Zinc, Magnesium, and Chromium.  It has about the same amount of caffeine as a can of soda, so not too much, no jittery feeling after drinking it.   It is good to get healthy vitamins while I'm drinking water and not just sugar and caffeine from sodas.","['energy', 'boost', 'let', 'glaceau', 'energy', 'water', 'alternative', 'serving', 'bottle', 'cent', 'glass', 'v', 'vitamin', 'water', 'glaceau', 'supermarket', 'convenience', 'store', 'flavor', 'fruit', 'punch', 'water', 'combination', 'vitamin', 'b', 'vitamin', 'zinc', 'magnesium', 'chromium', 'caffeine', 'soda', 'jittery', 'feeling', 'vitamin', 'drinking', 'water', 'sugar', 'caffeine', 'soda']",3
146,By removing the sodium from this drink it becomes a wonderful alternative to citrus juices.  If you prefer more tang add lemon juice or fresh cracked pepper.,"['sodium', 'drink', 'alternative', 'juice', 'add', 'juice', 'pepper']",3
159,"Let me start out by saying that one can of Switch just wasn't enough...at least not when you're sharing it!! In order to properly review this, I had my children join me in a little taste test of this product. Well, the best litmus test of whether something is good or not...is if your kids want more. And mine both did...but I wasn't sharing any more of this delicious drink. No sir, I'm happy to report that the remainder of this libation was imbibed by yours truly.  I'm not generally of big fan of the carbonated juice drinks, but Switch could switch my mind. The kiwi-strawberry taste was just right...not too sweet and blended well with the carbonation for a drink that was tasty and refreshing. In fact, this drink would be great for a hot day or after a workout when you want something with some bite and don't really want or need another soda.  This is good stuff...get some.","['child', 'test', 'test', 'kid', 'drink', 'sir', 'remainder', 'libation', 'fan', 'juice', 'drink', 'switch', 'mind', 'carbonation', 'drink', 'fact', 'drink', 'workout', 'bite', 'soda', 'stuff']",3
184,"I bought this product because I am on a medically supervised liquid diet. This product was recommended for adding low-calorie, low fat flavor to the shakes I am drinking. It is very tasty and adds great flavor. I have heard that you can add water and make a sort of peanut butter, but I have not tried that. I think it would also be excellent in baked goods too. This product also comes in a chocolate flavor, which is very good also.","['liquid', 'diet', 'fat', 'flavor', 'shake', 'flavor', 'water', 'sort', 'peanut', 'butter', 'good', 'chocolate', 'flavor']",3
196,"The sweet tea flavor is very tasty and refreshing without any added sugar or calories.  It is very conveniently packaged for use away from home as well.  I just pop it in my purse and I'm good-to-go.  I get to control how much flavor is added according to my taste and mood.  Because it is a liquid, there is no concern with additive powders that don't dissolve properly.  I'm a fan.","['tea', 'flavor', 'sugar', 'calorie', 'use', 'home', 'pop', 'purse', 'good-to-go', 'flavor', 'mood', 'liquid', 'concern', 'powder', 'fan']",3
201,"This is the first time we bought this tea from Amazon, we used to get it directly from Revolution Tea. I don't know if that made any difference, or if it was just a change in the tea's composition (along with the packaging), but what used to be my wife's favorite tea now has a metallic smell and aftertaste, with much less of a pomegranate flavor and now a strong, almost cheap-generic-green-tea flavor. Really disappointing, especially since we're stuck with six boxes.","['time', 'tea', 'revolution', 'tea', 'difference', 'change', 'tea', 'composition', 'packaging', 'wife', 'tea', 'smell', 'aftertaste', 'pomegranate', 'flavor', 'flavor', 'box']",3
213,"No aftertaste, isn't overpowering, doesn't mask the flavor of the food. We use this on our steel cut oats and protein drinks, no bitter aftertaste like the powders.","['aftertaste', 'flavor', 'food', 'steel', 'cut', 'oat', 'drink', 'aftertaste', 'powder']",3
226,I was really surprised at the taste of the Switch Orange Tangerine drink. It reminds me of carbonated orange juice. It is a little on the sweet side but not too bad in my opinion. This is actually a beverage that I could drink all the time and not get tired of.  The BEST thing about Switch is that it is HEALTHY for you and it doesn't have any added sugars and it has a lot of Vitamin C. Switch is a all natural beverage which is great. You can have the carbonation of a soda without all the unhealthy unnatural ingredients of a soda.  If you want a great tasting drink that is healthy for you then I highly recommend Switch. If you like orange juice then I think you'll really enjoy this. The cans are a little on the smaller side though.,"['switch', 'orange', 'tangerine', 'orange', 'juice', 'opinion', 'beverage', 'time', 'thing', 'switch', 'sugar', 'lot', 'vitamin', 'switch', 'beverage', 'carbonation', 'soda', 'ingredient', 'soda', 'tasting', 'drink', 'switch', 'juice', 'can']",3
228,"The Switch Watermelon/Strawberry was a good drink. I thought it was a little too sweet for my taste, but not by much. One serving size was 8.3 fluid ounces. It contains 35 grams of sugar and 36 grams of carbs per serving, and each serving was 140 calories. According to the label, it contains 100% of the recommended daily allowance of Vitamin C. The drink has a slight carbonation to it that was a lot less than soda. The small and skinny can makes it good for inclusion in a lunch box.  Although I liked it, I don't think it's worth the price of nearly $1 a can. But for the convenience of size, it might be worth the trade-off on occasion.","['switch', 'drink', 'size', 'ounce', 'gram', 'sugar', 'gram', 'carbs', 'serving', 'calorie', 'label', 'allowance', 'vitamin', 'drink', 'carbonation', 'lot', 'inclusion', 'lunch', 'box', 'price', 'convenience', 'size', 'trade-off', 'occasion']",3
256,"One of the only apple drink mixes I found that tastes good. I used to buy the Walmart brand apple drink, but that tasted too fake for my taste. This one contains some sugar so it has some calories, but taste wise it's like light apple juice with a hint of artificial flavoring.","['apple', 'drink', 'mix', 'walmart', 'brand', 'apple', 'drink', 'sugar', 'calorie', 'light', 'apple', 'juice', 'hint', 'flavoring']",3
265,licorice  has  no  flavor very hard  to eat it was in a seal  bag  but  it  hard  not soft like other  licorice,"['licorice', 'flavor', 'bag', 'licorice']",3
272,"The can says it's 100% juice, but the taste is ...powdery.  If you've ever had a glass of Kool-Aid or Crystal Light, you'll know what I mean.  So there's that 'from powder' taste; also there is an aftertaste.  And all comes in a can the size of a Red Bull for 160 calories.  I did not like it.","['juice', 'glass', 'kool-aid', 'crystal', 'light', 'powder', 'aftertaste', 'size', 'bull', 'calorie']",3
273,This a delicious Grape Juice.It is good for anytime of the day and it is healthy for you and your children. I highly recommend this for all kids and adults.Please try this out.,"['grape', 'anytime', 'child', 'kid']",3
274,These are tasty.  Great Strawberry flavor.  Nice and crisp and only 100 calories.  I buy these on the subscription plan to save even more money.  I even ship these to my daughters!,"['strawberry', 'flavor', 'crisp', 'calorie', 'subscription', 'plan', 'money', 'daughter']",3
321,"Like other reviewers, I had low expectations for this gum, but was happily wrong.  I love key lime pie, and lime flavor in general.  When first chewed, this gum has the tangy-bite of key lime, with a creamy sweetness, and a hint of graham cracker crust flavor.  After the initial flavor burst fades, there is that surge of artificial sugary-sweetness that occurs with some brands/flavors of sugarfree chewing gum, but the surge isn't as overwhelming or long lasting as it is with some sugarfree gums.  Once that fades, the gum has a mellow, subtle, lime zest flavor.  I really like this gum.","['reviewer', 'expectation', 'gum', 'pie', 'flavor', 'gum', 'tangy-bite', 'lime', 'sweetness', 'hint', 'graham', 'cracker', 'crust', 'flavor', 'flavor', 'burst', 'fade', 'surge', 'sugary-sweetness', 'gum', 'surge', 'gum', 'gum', 'subtle', 'lime', 'flavor', 'gum']",3
325,"These cherries arrived promptly, taste great, and were completely as advertised.  We broke the package down into smaller quantities and froze them.  Would buy again, and will when the need arises.","['cherry', 'package', 'quantity', 'need', 'arises']",3
327,This liquid vitamin is pretty tasty. I thought it made my water taste like watered down Crystal Light. My kids also liked that it made their water turn pink and gave it a faint sweet taste.  It's not overwhelming in sweetness or vitamin in taste. I could not detect the vitamins at all. The only downside is that it requires refrigeration after opening.,"['vitamin', 'water', 'crystal', 'kid', 'water', 'turn', 'pink', 'sweetness', 'vitamin', 'vitamin', 'downside', 'refrigeration']",3
348,"The Badia Cilantro, 0.25-Ounce (Pack of 12) has very little taste and, what flavor there is, doesn't resemble cilantro.  It is reminiscent of a stale oregano.  This was a very disappointing purchase and I won't be buying any Badia products again.","['badia', 'cilantro', 'pack', 'flavor', 'cilantro', 'oregano', 'purchase', 'badia', 'product']",3
357,"My girlfriend and I are regular drinkers of flavor-pack enhanced water (read:  hate plain water).  I saw ads for this on TV and figured I'd give it a try.  I have to say we both hate the taste and it by far does not add nearly enough flavor to water no matter how much you put it.  I would not recommend[ this product at any price, go with the classic powder flavor packs;  [ASIN:B001EQ4HEE Crystal Light On The Go Fruit Punch Drink Mix, 10-Count Boxes (Pack of 6)]]","['girlfriend', 'drinker', 'flavor-pack', 'water', 'hate', 'water', 'ad', 'tv', 'try', 'flavor', 'water', 'matter', 'price', 'powder', 'flavor', 'pack', 'light', 'fruit', 'punch', 'box', 'pack']",3
369,"Green tea is good for you, loaded with antioxidants, boosts your metabolism, yadda, yadda, yadda, but I never quite warmed up to the taste.  Until now.  The lemon and the ginger give this a very nice flavor.  And it is SO great that I can just add a packet to my water bottle and go, without the bother of brewing it.","['tea', 'antioxidant', 'boost', 'metabolism', 'yadda', 'yadda', 'yadda', 'lemon', 'ginger', 'flavor', 'packet', 'water', 'bottle', 'bother', 'brewing']",3
377,I love simply love it.  It's organic.  It's inexpensive.  It has a wonderful flavor.  This is great hot or cold.,['flavor'],3
391,"I bought this pack from Amazon as I had one of the flavors at the local market and wanted to try some new ones. It tastes great. Make sure to follow the recommendations. Some flavors say ""do not shake"" and some flavors say ""shake slightly"".","['pack', 'flavor', 'market', 'one', 'sure', 'recommendation', 'flavor', 'flavor']",3
392,"I wanted something to fill the new flask I just bought so I scoured the whiskey aisle and this product caught my eye.  Boy am I glad it did.  After one bottle shared with friends over the weekend, I am ready for more.  My new favorite.  I do admit with others that it is a bit sweet but hey, what did you expect from maple syrup?  Try it, you won't be disappointed.","['flask', 'aisle', 'eye', 'bottle', 'friend', 'weekend', 'bit', 'syrup']",3
399,"So healthy and good for you, and it tastes great. I know that's a personal view, but this is my favorite of all the coconut waters I have tried. No added sugar, and so not too sweet.  The pack of six x 33.8oz cartons are great value too.","['view', 'coconut', 'water', 'sugar', 'pack', 'carton', 'value']",3
410,"Mixed with ice water, this has a great taste.  For those of you having grown up in Europe, the taste will bring back memories.","['water', 'europe', 'memory']",3
414,"Really quenches your thirst, but you need to like seltzer water; I do. Top of the line.","['water', 'line']",3
417,"This was their first product.  It is filtered, hence the clear color, and while doesnt have the same nutrients as their unfiltered product, for taste, it can't be beat. I would recommend to those trying to get off soft drinks and something (marginally) better.","['color', 'doesnt', 'nutrient', 'drink']",3
421,"this is my favorite flavor of crystal lite but i couldn't find it anywhere, thankfully i could get a huge batch of it on amazon so it will last me quite a while. thank you!","['flavor', 'lite', 'batch', 'thank']",3
429,"This relatively expensive convenience-packaged item is 100 percent juice and contains 140 calories worth of concentrated apple, grape, tangerine, orange, and acerola juice reconstituted with carbonated water; acacia gum; some soy; and added vitamin C to provide 100 percent of the adult minimum daily requirement. There are no artificial flavors or additives which allows the manufacturer to describe this as a ""natural"" beverage.  I often mix juice with seltzer water, and I like the combination quite cold. The Switch Orange Tangerine tasted more like orange soda with a tangerine chaser than what I am used to as juice flavor.  The carbonation makes the drink seem lighter than juice, but not as light and refreshing to the mouth as juice and seltzer.  The tangerine flavor made the taste seem more appealing than orange soda, but the orange and tangerine flavors don't last as long as soda flavors do on the palate.  I would drink this again on a hot day if I could buy it inexpensively enough.","['item', 'juice', 'calorie', 'apple', 'grape', 'tangerine', 'orange', 'acerola', 'juice', 'water', 'acacia', 'soy', 'vitamin', 'c', 'percent', 'adult', 'requirement', 'flavor', 'additive', 'manufacturer', 'beverage', 'juice', 'water', 'combination', 'switch', 'orange', 'tangerine', 'orange', 'soda', 'tangerine', 'chaser', 'juice', 'carbonation', 'drink', 'juice', 'light', 'refreshing', 'mouth', 'juice', 'tangerine', 'flavor', 'orange', 'soda', 'orange', 'tangerine', 'flavor', 'soda', 'flavor', 'palate']",3
444,"What else can I say, other than this drinking water tastes great. The bottle is quite large, at 1.5 liter, it's almost the size of a 2 liter bottle of soda.","['drinking', 'water', 'bottle', 'liter', 'size', 'bottle', 'soda']",3
450,I love fact that this drink is neither too tangy or tos sweet.The combimation of both is perfect and therefore quenches yor thirst  without leaving an unpleant after taste. t,"['fact', 'drink', 'combimation', 'quenches', 't']",3
454,I love this dressing! It has such a good fruity flavor! I've already recommended it to friends!,"['fruity', 'flavor']",3
460,"For those of you who like/love black licorice, I seriously recommend this product.  i eat it because I love black licorice, and only recently found that what I have observed is now reported by nuitionists as well.  These is evidence that black licorice is an aid to those with constipation.  It comes in other flavors too, but the medicinal effects only come the black.","['licorice', 'licorice', 'nuitionists', 'evidence', 'licorice', 'aid', 'constipation', 'flavor', 'effect']",3
465,"I bought this Vita Coco 100% Pure Coconut Water for my husband. He loves it! He tryed all different kind of coconut drinks, but there were with some preservatives and other junks (there were not tasty at all). This one taste great and is healthy!","['coco', 'pure', 'coconut', 'water', 'husband', 'kind', 'drink', 'preservative', 'junk']",3
466,This product was very tasteless and boring. I felt like I was eating packaging material..awful awful awful awful!!!!!! Very bland!!!,"['material', 'bland']",3
476,"I grew up eating Red Vines and I liked them very much, but it's been ages and ages since I've eaten licorice. I don't why, I do eat candy on occasion, but licorice I just stopped eating, until last week when I tried these. They do kind of remind me of Red Vines. The flavor is different, of course, then I remember. These are pomegranate flavored, but it's been ages and ages plus years since I've eaten a pomegranate, so I can't swear that they've gotten the flavor right, but that being said, these are very tasty.","['vine', 'age', 'age', 'licorice', 'candy', 'occasion', 'licorice', 'week', 'kind', 'remind', 'vine', 'flavor', 'course', 'pomegranate', 'age', 'age', 'year', 'pomegranate', 'flavor']",3
501,"I admit I have a hard time identifying differences in most bottled water, unless they have some funky aftertaste. But this water is different. It tastes exceptionally clean and crisp. No chemical tastes, no salty taste, just very refreshing water. I like the large size of the bottles, as carrying one of these as I go out would guarantee I meet my water quota for the day. I poured some for my five year old granddaughter and she said, ""You have good water at your house, Granny."" so I guess there is a difference. When it's good, it's good!","['time', 'difference', 'water', 'aftertaste', 'water', 'chemical', 'salty', 'water', 'size', 'bottle', 'meet', 'water', 'quota', 'granddaughter', 'water', 'house', 'granny', 'guess', 'difference']",3
529,"I really like this Licorice.  It has a great flavor.  Does it taste like Pomegranate?  I don't really know what a pomegranate is supposed to taste like, so can't really answer if that's the flavor I'm tasting.  But if you're looking for a licorice with a nice berry flavor that doesn't turn your tongue colors, this is it.  I also like that it's from Newman's Own.  I always purchase their products as I know it's going towards charity.","['licorice', 'flavor', 'pomegranate', 'pomegranate', 'flavor', 'licorice', 'berry', 'flavor', 'tongue', 'color', 'product', 'charity']",3
532,"Took me years to find the ultimate chewing gum, but when I found Wrigley's Orbit White peppermint the search ended. I've been chewing this gum for many years now, I occasionally try something else, but nothing ever wins. The peppermint in this gum can wipe out the worst of bad breath, and toward the end of its chewable life, it doesn't start to taste awful or give you worse breath as many gums will do; it simply loses its flavor.  Only drawbacks. I usually chew 2 pieces at a time, so they are a bit small and #2 they just changed the packaging. It used to fit nicely in your back pant pocket, inside suit jacket pocket etc, now its twice as thick and poorly layed out so it's bulky. Not sure why they had to change; probably to do with retail stores layout. This won't prevent me from buying it, but it's really annoying. Wrigley; just never change the flavor!","['year', 'chewing', 'gum', 'orbit', 'peppermint', 'search', 'gum', 'year', 'peppermint', 'gum', 'breath', 'end', 'life', 'breath', 'gum', 'flavor', 'piece', 'time', 'bit', 'packaging', 'pant', 'pocket', 'suit', 'jacket', 'pocket', 'twice', 'store', 'wrigley', 'flavor']",3
542,when i first bought this product i thought instant cornmeal it csnnot be that tasty! wow i cud not believe it it tasted like the real thing. very easy  to travel around with and a small flask of hot water. Very filling.,"['cornmeal', 'wow', 'thing', 'flask', 'water']",3
543,"My husband and I love this ketchup! To me, the taste is better than the regular Heinz ketchup. The color and texture are exactly the same, but the flavor is better. You can't beat Organic!!","['husband', 'ketchup', 'heinz', 'color', 'texture', 'flavor']",3
559,"I tried Samu on a whim, thinking that it would taste like many of the other coconut water drinks out there (perhaps healthy, but not terribly tasty). To my surprise, Samu is FANTASTIC. It tastes fresh, has the right amount of sugar, and brings a subtle pleasantness along with it. The design is pretty cool, and my purchase supported an independent label. I highly recommend this product and am sure that I will continue to purchase it.","['samu', 'whim', 'thinking', 'water', 'surprise', 'samu', 'sugar', 'pleasantness', 'design', 'cool', 'purchase', 'label']",3
581,"This is a mix of apple, grape, tangerine, orange, and acerola juices.  Taste is obviously subjective and that can be seen in the reviews. I like the flavor but will try to describe it rather than raving or ranting about it.  The tangerine is the dominant flavor. However it is the taste of a very ripe tangerine or, perhaps, a clementine. There is that slight alcohol or medicinal overtone to an otherwise good flavor. I could see people not liking it while other do.  Each can has 34 grams of sugar, 100 vitamin C, and 20% vitamin A and not much else. These aren't nutrients that are otherwise hard to get so this isn't necessarily a healthy alternative to regular soda. On some level (e.g. producing fruit instead of sugar cane) it might be attractive to some.","['mix', 'apple', 'grape', 'tangerine', 'orange', 'acerola', 'juice', 'review', 'flavor', 'tangerine', 'flavor', 'tangerine', 'clementine', 'alcohol', 'overtone', 'flavor', 'people', 'gram', 'sugar', 'vitamin', 'c', 'nutrient', 'alternative', 'soda', 'level', 'fruit', 'sugar', 'cane']",3
608,"Not my favorite, but for the price great product and It's handy, stores well and works well in coffee and other foods. I have added distilled water and used in my cereal. Straight is fine, but I am calorie conscious, so I prefer to add a little water. Organic Valley is the best, but for obvious reasons it cost more.","['price', 'store', 'coffee', 'food', 'water', 'cereal', 'straight', 'water', 'valley', 'reason']",3
