Text,Topic label
"I love popchips, The bag now has only 100 calories. and it bit smaller but If you are craving pop chips without the fat and still taste great. These are for you. A bit pricey but worth it.",chips
"Unlike another product I reviewed for Vine, at least this product does not have sugar per se in it. It is carbonated water added to a concentrate mixture of (in this order): apple, grape, tangerine and last - as well as least -- acai concentrate. The first two on the list, apple and grape are two of the most common ""fruit"" sweeteners used in beverages etc. That is why the product tastes sweetened.  It has 140 calories -- quite a lot for 8 oz of flavored carbonated water -- and all of it is from carbohydrates (36 grams) and over 90% of the carbs (34 grams) are sugars. Apple and grapes have some of the highest concentrations of ""fructose"" a fruit sugar that not only commonly appears in commercial beverages because it is sweeter than regular cane sugar and thus it is cheaper to use, but it is also known to cause diarrhea, particularly in children.  So another drink on the hit parade of ""pretend"" healthy drinks- appealing to the masses' concern for their ever-growing girth -- and deluding them that this will help forestall continued growth.  You are better off drinking diet coke. You would be even more better off buying the sparkling flavored waters with no calories. My favorite is Bella Familglia -- in pomegranate, lime, lemon and orange flavors -- and is sold from time to time on Amazon as well as your local supermarket.  Better yet, buy some organic pure fruit juice -- such as pomegranate and pour  1/8 cup in a glass of your favorite sparking water or a quarter cup in a 16 oz bottle of your favorite sparkling water. At least it is the actual juice and not some fructose extract.",drinks
"You can by at Kroger at half the price. Used to be cheaper before recent price hike, just continued from innertia to order until payed attention, people be careful!",grocery
"If you're looking at Choice tea, you're probably already aware that this extraordinary company was a pioneer in the use of organic, fair trade ingredients for tea.  But Choice is also innovative both in design and in creative ingredient combinations. As for design, Lychee White is part of Choice's new line, characterized by an innovative biodegradable pyramid-shaped tea bag which allows for the use of regular loose tea leaves. As for creative ingredient combinations, this healthy white tea is enhanced by the ethereal marriage of natural lychee flavor and sublime organic osmanthus blossoms. The flavor and scent is one to savor and celebrate.",tea
I bought this for my 6yo sound to take to school for his birthday. He is really into space and since he is in kindergarten I wanted his first birthday treat at school to be super special. Everyone loved it and he had a really fun experience.,dog
"This product is a great substitute for sugar in drinks.  It doesn't have a funny aftertaste or change the taste of the drinks I put it in.  Obviously, it's a good alternative for sugar, but another reason I purchased it was because of it's benefit on teeth.  Xylitol is used in other countries (I've read) to fight tooth decay and improve oral health in adults and children alike (You must used 8-10 grams daily for this benefit).  My husband and I both use the toothpaste (also excellent) and gum.  Last week I saw a dentist on primetime TV doing a show on oral health, and he strongly recommended Xylitol for children also.",drinks
I purchased 6 boxes as gifts at $21 per box.  I spent over $120.00 and none could be used.  Every piece was broken and could not be used for the Seder.  Sending a gift that is broken and can't be used is very embarrassing.  Also the return window is April 18th which is ridiculous since the matzo was for the first Seder which was on April 18th at night.,carbohydrates_meal
Coffee is just as good as other Fair Trade coffees that I buy.  I have a One:One pod maker and these fit in them just fine.  I do like my coffee a little on the strong side and can use the pod to make a very big cup of coffee before tossing.  I would recommend this product.,coffee
At the Hodgson Mill website they are seling a case of 6 for the same price.  talk about rip-offs.,grocery
"This product had pretty good reviews so I thought it would be safe to buy 4 packages, so I did. Boy am I full of regret now. I'm stuck with 4 packs of these beans and I can't return any them. The moment I opened the bag, I should've known. It had a stale sour smell to them. But the optimistic side of me said, these beans look fresh and plump, maybe it won't smell like that once I scrape the seeds out. I was wrong. I made two test batches to see if it was the salt I was using to make my vanilla salt but they both have that weird sour, rancid smell. I've made vanilla salt before so I know what it's supposed to smell and taste like. Unfortunately, even after a few days, this smell isn't going away. I was really looking forward to making jars of vanilla salt to give out as cheap gifts. But now I need to go buy more vanilla beans to replace these which is going to end up costing me. I'm so disappointed. I haven't cooked with these seeds so I don't know if the taste and smell transforms with heat or with any other mixed in ingredient. I know for sure though that if you're looking to make vanilla extract, vanilla sugar or vanilla salt, I HIGHLY discourage you from buying this product.",chips
"I've heard people describe horrible food as tasting like cardboard before.  I never quite knew what they meant until now.  This really does taste like cardboard.  I don't think I could give these a way.  They are trash.  Don't waste your money. Here is a better low carb sweet snack  Blue Diamond Almonds Cinnamon Brown Sugar, 8-Ounce Jars (Pack of 6)",snacks
"This sauce has a unique flavor and a decent kick. I like a very hot sauce and this is not as strong as my usual choice. It does, however, have a very unique flavor that I enjoyed. I have used it on a number of dishes and was really impressed with the way it jazzed up my homemade vegetable soup. I will be buying this again.",flavor
"I was anxious to try these cups since they seemed to be sealed like the original K-Cups, but was very disappointed in the product.  Though the cups came with no instructions, it was apparent that you just put the filter in, add coffee, then pop the lid on.  Trouble is, the filters size and shape indicate they should hang over the outside edge of the cup, but when doing that I found it impossible to seal the cups.  So I had to tuck the filter inside to be able to close and seal the lid.  After doing that and trying, the coffee ran VERY slow though the K-Cup and after only about three cups, the Keurig machine seemed to get clogged up and stop working.  I cleaned out with vinegar and tried again, but same result.  I ended up throwing these away as it didn't seem worth the effort to return them.  NOT a good product!",coffee
"I can't believe I didn't check out the ingredients for this.  I never would have bought it if I would have known there was artificial sweetener in it!  First cup though, I got that weird after taste it gives and that was all she wrote.  If you don't have a problem with a chemical taste or concerns about health problems, you may like it.  Not worth it to us.",baby_meal
"I enjoy the flavor and benefits of fresh wheat grass but it is difficult to keep on hand. This powder seems to offer the same ""punch"" as well as tasting good. I'm very pleased with the product and now rely solely on it.",flavor
Not happy with the product.  Once they were cooked the potatoes were flat and didn't look any thing like the product picture that was seen.  The shipping cost as much as the potatoes did!,carbohydrates_meal
"These were freakin awesome. All 10 LBs were top quality, and better than many restaurants.  Ordering my second batch now.  How I prepare them: place several legs in a pot of boiling water for about a minute, or less if you stir em.  They are already cooked so you just want to heat them up. Cooking them further will ruin them. The end piece will piece will take a bit longer.",drinks
Purchased this water at first due to the fact I needed the water bottle to fit into a drink holder/case.  It was a win win situation because it tasted great too!,drinks
"I have tried lots of different protein bars but the main problem is always the same, they taste like protein bars. This is my favorite because it tastes like eating a normal chocolate waffer candy bar. Chocolate is my favorite, followed by peanut butter. Great for a snack, I take one with me when I go out with friends so I have a tasty healthy treat.",snacks
"Right now I own 3 cats that I found outside, a good eight years ago, and I found another cat which I adopted also.  I have always fed them Eukanuba Adult Lamb&Rice dry cat food, and they truly LOVE IT!  When you first open the bag you can smell the savory aroma!  Of the 3 cats that I found outdoor and adopted, one turned out to be a Turkish Angora and the other has markings similar to that of a snow leopard, and the third cat I found out is part Egyptian mau.  I also feed a feral cat who has been living in my back yard for 10 years.  They all love this food, and even when they changed the formula of this food a few years ago, they still eat it and love it!  If you read the ingredients, it is excellently made, and a real plus for their diet!  They've been eating it for years now, and I have yet to see any of my cats turn up their nose to this food.  The other dry foods that my cats love is Fancy Feast Gourmet Filet Mignon Flavor with Real Seafood & Shrimp Dry Cat Food and they've just started eating Eagle Pack Natural Pet Food, Indoor Formula for Cats and a cat food brand called 'Artemis'.  I haven't any problems with them eating any of these dry foods, and I've been rescuing cats for over 30 years now, and have owned as many as 7 cats at one time.  One set of kittens were born outdoor and I brought them indoors with their mother and kept them all until the day they passed on(they all lived to be close to 20 years of age) and they too ate Eukanuba lamb&rice and loved it!  I have had foods that they turned up their nose with like 'Chicken Soup' and 'Taste of the Wild'.  The same way we humans have our likes and dislikes is the same way that these cats have their likes and dislikes.  What's good for one cat might not be good for another.  You just have to learn your cat, and see what they like and just give it to them.  While my cats are in love with Eukanuba lamb&rice, maybe your cat will also or maybe not, but it isn't fair to not try this food because of a review where the owner says that their cat doesn't like it. As previously stated, maybe your cat will not like it or maybe your cat will love it!  I've tried cat foods based on good reviews figuring that the food will automatically be a hit and sometimes it was and sometimes it wasn't!  It's all up to the cat!",cat
"These tomatoes seem very soft for dried tomatoes, which is great! They are also very flavorful. I've been using them in a coconut curry and I don't even bother soaking them to soften them, I just throw 5 of them (five halves) in the vita-mix with everything but the coconut milk, blend for a minute and then simmer together with the coconut milk. Delicious! I originally purchased these because I had some raw food recipes that called for quite a bit of dried tomatoes and these seem nearly perfect for that (the thing that makes them less than perfect to me is that they aren't organic) but 3 pounds is still so much I gave one bag to my boyfriend who thinks I'm weird for giving him a pound of dried tomatoes but once I give him the coconut curry recipe he'll be thanking me.  Oh, and the bags zip lock shut after they're opened, which is a nice touch.",chocolate_milk_nuts_oil
This was the 2nd time I tried Pamela's bread mix & it's the closest to regular bread that I have found.  Great Product.,carbohydrates_meal
The Lowrey's Microwave Pork rinds that I received was unacceptable.  I ordered 36 bags and the bags only popped 1/4 of the bag.  All rinds popped but for the amount of the money that I paid for them I could have gone to the store and bought a $2.00 bag already popped and gotten a full bag.  I feel that it should have popped at least half of the bag.  I understand that everyone is counting their pennies but I also think that the consumer should get something for their money.  I really enjoy this product but I probably will not order any more for this reason.,chips
I'm grateful for my Keurig coffee maker!  The taste of Green Mountain brand Dark Magic is terrific & got used up real fast!,coffee
I needed some of these in a rush and ordered online. There is no difference between this and the ones I get in the store locally except the price which is 10 times more.,grocery
This is probably the best tasting zero calorie flavored water Ive ever had. Becareful though this does have sugar alcohol in it and if you have too much it can cause bowel discomfort.,drinks
"I was a little bit hesitant to order this many boxes of potato dumplings without knowing the brand. It turns out that the taste and texture is very similar to the brand names,excellent! For an off-brand the price is too high, but altogether a great product for those who miss their Knoedel on the plate next to the roast and gravy!",grocery
"My baby enjoyed this flavor when I purchased it at a store.  I ordered a case of it from Amazon.  the whole case arrived moldy.  Each jar popped when I opened it too, showing that it was properly sealed.  I contacted Earth's Best.  They said they would look into it but would not follow up with me.  Given what is going on in our food industry, I will not purchase any more products from this company.  It is to scary when feeding a baby.  Amazon refunded me but did not take it any further.  Be very careful and inform other families too.  UPDATE:  I was so disappointed with the lack of concern from Earth's Best and Amazon.  I contacted the FDA, they referred me to the USDA because the product contained meat.  They took it very serious and had also received several complaints.  They have come to my house and written a report.  If anyone else noticed this problem please contact the USDA (1-888-674-6854). to report your claim/problem.  They will investigate the problem and the Earth's Best Plant to make sure they are following regulations.",grocery
"Bought these to try some new recipies, but have found they are quite tasty straight out of the can, chopped up in my salad!",carbohydrates_meal
"UPDATE JANUARY 2011 I am now a pretty regular drinker of this stuff! In fact, I just ordered some more and I note the price has gone down which makes it very afforable, take in the free shipping, and it's an absolutely delicious  steal!  I am really enjoying this Coffee. I usually drink Folgers at home and have done so for nearly 20 years. This was a pleasant surprise, the aroma as it was brewing was scintillating, the taste (with my regular creamer and sugar) was a treat for my taste buds. I finished two cups and was tempted to drink more because it was such a smooth tasting coffee. I used 6 heaped tea-spoon fulls for make 8 cups (as marked on my coffee maker) and it worked out just about right for me; though some hard line coffee drinkers make like it stronger than that! The package itself was a little hard to open, I found the best way was to cut the top off with scissors and use the metal bands on the package to securely close it as airtight as possible.  This a really nice coffee but the only way to be sure you will like it is to try it.",coffee
"We travel to VA frequently. I used to buy these there as favors for neighbors and then have the hassle of getting them back home. Now I just order from Amazon to arrive on the day we get home - the price is much less and no shipping hassles. The quality is excellent, I've tried the Costco version and they are just not as good and nowhere near as good as Planters or others.",grocery
"I was not impressed with these cookies when I tried them, when they first came out and the company had only one flavor. I did not care for them but I knew that something more satisfying could be had because I'd tried others.  I have found many great paleo cookie recipes on web sites and in paleo cookbooks that I love and they my friends, cooking students, and neighbors have really enjoyed. If you're looking for rock your taste buds paleo cookies, I suggest you check out the recipes for chocolate chip cookies and other flavors of cookies made from blanched almond flour found in The Gluten Free Almond Flour Cookbook, Make It Paleo, and on Elana Amsterdam's web site.",healthy food
"I have been using this for a year now, very good in tea, I use it on anything. My son puts it on his cereal, he is a very picky eater and he has no clue it isn't real sugar. I put it on my pancakes....Yuuuuummyyyy",tea
"Of the Erin Baker products, the Fruit & Nut Mini Breakfast Cookie is my favorite!  I have one mini breakfast cookie (about 100 calories) with a cup of coffee in the morning and I feel satisfied and ready to start the day.  Very healthy, low in caloreis, and super delicious is what makes the product work for me.  Try it, you'll like it.",coffee
"This is an outstandingly good cereal. It is not too sweet, is delicious, and healthy, too. A nice choice for anyone wanting to live a healthy life.",snacks
"We were pleased with this salt. It's actually more salty than regular salt, even kosher salt or sea salt.  A little bit goes a long way!  I don't usually cook with it, but add it to things afterwards. I've been hand grinding it.",carbohydrates_meal
This is the best pre-packaged Wasabi I have found. It has a great texture too. I only buy this now that a friend recommended it and I tried it.wa,grocery
"I love Oreos, especially these new fudge ones. They're now my favorite. I've tried both the mint and the peanut butter versions now, and while the peanut butter are good, the mint is still my favorite. That being said, these aren't bad at all. I still very much enjoyed them. My two kids (5 year old boy and 2 year old girl) both loved them as well. Whenever they could, they were begging for these cookies. In my mind, that's a good sign. If you've got a kid begging for these, you've got a pretty good product.  My one disappointment is that it's not the full cookie. It's just half of it. Maybe they've done that to cut costs, but, as I recall, there was a similar Oreo product at one time that offered the full cookie. Either way, still worth it, and definitely a cookie I'd recommend.",snacks
This is a very good mix at a reasonable price. I snack on trail mix at work and put 1 of these out in the snack area with the standard pretzels and candy. My fellow employees must have liked since it was gone within a day,carbohydrates_meal
"I love this drink. Squeeze a bit into water, lemonade , or club soda. This tastes great. I found it to have a fruit taste a little sweet, and the best part you do not have to use a lot. I found it out to be  better then the Mio. Fits in my bag, no more pricey drinks at stores no more. A few drops and I have a refreshing drink. Everyone in my family really enjoyed it as well.",drinks
My dog LOVES these treats! The ingredients are so good for her and they don't cause any allergies or reactions either. Great product!,dog
"Noamally get a different brand at Costco, which is far superior to Keenan Farms.  Priced copetitively, but not good quaity, would not order again.",chocolate_milk_nuts_oil
"As a hot chocolate lover, I was verrrrry disappointed when I tried this product. I first had the peppermint (disgusting) and then tried the dark chocolate (a little better). The problem is that you can REALLY taste the artifical sweetener. I am a diet soda drinker, so I don't have a problem with artifical sweetener. It's just that the taste was so strong in these hot chocolates that it overpowered the chocolate taste. I definitely will NOT buy again.... I would not recommend these to anyone.",chocolate_milk_nuts_oil
These are fantastic! They are a good price for what you get. I made sugar cookies and the kids drew on them.,grocery
"This product is well worth the money.  Others carry a similar product that's cheaper, but the quality is way cheaper also.",grocery
"I'm of Russian descent and have been eating buckwheat for my entire life. I live in the US and usually buy buckwheat in local Russian or Eastern European stores. This is the first (and last) time I tried American-made buckwheat. Here are things that I found.  1. It takes only 10-12 min to cook this. Normally, it takes 25-30 min. And this item is not branded as an ""instant buckwheat""  2. It tastes quite different than ""usual""  3. There is a strong metallic smell  4. This item is overpriced. Just go to the closest Russian or Eastern European shop and buy the same thing 4 times cheaper.",grocery
I chose this product as I am not crazy about chocolate flavoured products. This goes well with coffee and good if you are in a hurry. It keeps me full till lunch time. I worry about the fat content however. I probably would need an input from a dietician regarding that.,coffee
"Great flavors and crunchiness.  Sometimes gluten free food can be bland, but these are really flavorful.  This is also a great buy if you compare only buying one bag of these to the variety that you get.",healthy food
This is the second time I have purchased this item. No sugar added taste like regular chocolate not like sugar free which is awful. Good night time drink before bed,healthy food
"I have a tried a few of these Wasa crisp breads.  This one was by far the worst.  It was in essence entirely flavorless.  It tasted to me the way that I expect that those little packing Styrofoam peanuts would taste.  Don't get me wrong it didn't taste bad, hence the 2 stars, it just didn't taste like anything.  Looking for a low-cal snack type cracker?  Try the Wasa Sourdough Rye crackers.  Now those are heavenly!",snacks
I personally love this cereal and i know it maybe too plain for some but you have the option of being creative with this.helps me keep calories in check.,snacks
"I tried a pack randomly today at Starbucks.  I wanted something different from the banana bread or chocolate-covered graham crackers that I would otherwise buy.  This is some solid trail mix.  I highly recommend.  As a matter of fact, I am on amazon now to buy more of it so I can let friends try.",carbohydrates_meal
I love the strength and taste of PG Tips. I grew up in England drinking this tea - and when I came to America in 2001 I just could not drink the weak tasteless tea that was being sold on the supermarket shelves - I have introduced my wife and friends to this tea - they now can't drink anything else!,tea
I was looking for all natural flavored coffee (not easy to find) when my college aged son brought some of this home. I could not find it locally at grocery stores or Starbucks locations so I'm glad it's available at amazon. It has a mild vanilla flavor- not overwhelming like some of the artificially flavored coffees. I will continue to order it.,coffee
"I purchased my 1st order of Miracle Noodle directly from: [...]. I got them for my Mother because she needs to switch to a diet of less carbs and far less calories overall. I purchased the 10 pack of 7oz ""Angel hair"" noodles for $21.99 w/10.89 for shipping for a total of $32.76. A few days later I received the package. I was VERY surprised to find out that each 7oz package of Miracle Noodles ACTUALLY contained OVER 6 3/4 ounces of WATER and LESS THAN 1/4 oz of Noodles!!! While their marketing material does BARELY mention Water content, they are neither CLEAR nor particularly forthcoming about this fact nor the fact that it accounts for OVER 85% of the purchase product and considering the fact that they instruct you to IMMEDIATELY RINSE the Noodles before use, it's not as if your supposed to prepare the noodle using this WATER! - Well for a couple of reasons (including but not limited to the WATER volume) I decided to return them without opening even 1 package so they were COMPLETELY UNUSED). I was instructed (during a PHONE CALL to their main office) to MAIL THEM BACK  (AT MY EXPENSE) and WAS TOLD THAT I WOULD RECEIVE A FULL REFUND. Well it cost me approx another $10 to ship them back (due to the WATER WEIGHT)and a few days later I received a refund of $21.99. I PAID SHIPPING BOTH WAYS!!! So BASICALLY I PAID $20 in shipping to get a $22 so called REFUND - I PAID $42.00 and GOT BACK ONLY $21.99 !!! This may be legal but it is UNETHICAL and WRONG and when I spoke to the rep on the phone this was never mentioned! Especially for a company that claims to STAND BEHIND IT's PRODUCT 100%!!! When I contacted them by email they informed me that ""THIS IS OUR POLICY"" and cited the requisite schpeal on their website. I was NOT informed of this ON THE PHONE CALL at all! This so-called POLICY should be CHANGED! It may be legal but it's hardly ETHICAL or RIGHT! When is OK to get back ONLY HALF of what you spend when you return a product? IT'S NOT!! Not to MENTION THE FACT that YOU're getting LESS THAN 1/4 oz of Noodle in a 7 OZ ""Package!!! RIDICULOUS!! Oh and to make matters worse: When I COMMENTED on their Shipping Policy and Water Weight on their FACEBOOK Fan page; instead of addressing the issues OPENLY, HONESTLY and DIRECTLY they IMMEDIATELY and REPEATEDLY DELETED my COMMENTS and then BLOCKED ME from making comments at all! What's that tell you???",drinks
"Had this fabulous oil at my daughters wedding at Frankies in Brooklyn, NY... just had to order some. Extremely fast delivery and they even included a personal note.... highly recommend.",chocolate_milk_nuts_oil
"Coconut water with a hint of pineapple, shipped to the US from Indonesia, packaged in (usually) non-recyclable, disposable containers, and catering to the... sports drink market (""good source of electrolytes"")?  I took a  8.5 ounce container and poured 6 servings, for 4 teenagers and 2 adults.  First impression?  The teens (serious athletes) were not told what the drink was, but I did mention that it was being marketed as a potential sports drink.  The result?  No negative votes, but no one would choose it over existing drinks.  Everyone recognized the pineapple flavor instantly.  ""It leaves a strange feeling in my mouth,"" one teen said.  This was probably the coconut water; it had a residual flavor and feel.  There was no straw included with the package, so the opening and pouring needed the assistance of a fork or knife.  It's mostly (cane) sugar water, so why bother?  But the biggest issue is the waste.  Coconut sugar water from Indonesia?  What's the carbon footprint of this product?  And the container has 2 ""recycle"" symbols on it, but, like milk cartons, it is difficult to find a community that will actually keep them out of the landfill.  Bottom line?  It's not that tasty, being little more than sugar water, and the transport and packaging waste really don't fit into a culture (for me) focusing on sustainability.",drinks
One of the few soy milks my slightly milk allergic kids will drink consistently.  Easy to carry and just the right amount per box.  Price on Amazon is quite a bit cheaper than the pice in our local stores.,grocery
"Great quality, great price!  I'm using this after my workouts instead of sugary Gatorade or similar.  You can even mix in some whey powder after resistance training for an added protein boost -- tastes great.  Organic too... this is the best deal I've found on coconut water so far.",grocery
"I love the quantity and flavor of this tea. It's a little messy opening the pouches, the matcha can get all over your fingers and counter, but oh well. I purchase this at Costco, because the price is WAY better. My only complaint, is that I wish it were Organic.",tea
Living in the city it is hard to find pectin at the local grocery so this is a great price and delivered right to my door!,grocery
I have been eating Medifast meals for a year.  Medifast changed the recipe to their pretzels and they were not as good. To my surprise the cinnamon pretzel that Kay's is a good if not better than Medifast and cost have the price.  The calories and protein were important factor and are pretty much the same based on ounces.,grocery
"I tried these and wanted to like them, but just couldn't.  They did not seem to ""pop"" very well (a lot of wasted product in the bag) and they didn't taste very good.  I will not be buying these again.",chips
My wife is now addicted to this.  She uses it to make her own style of salad dressing and of course it is great for making garlic bread.  This is too good.  We need to buy another one real soon.,chocolate_milk_nuts_oil
We love the Hazelnut coffee in our house! Great flavor and the coffee isn't bitter or too strong. I also love the price! Buying it here in a pack of 50 makes it cheaper than any of the stores in our city.,coffee
Another great tasting gluten free product.  Has lots of flavor and because they are individually wrapped they are great to include in a packed lunch.,healthy food
I bought this to make a sauce and it taste great gives a good flavor.  I really enjoyed it an it lasts a long time.,flavor
"Our family loves these chips, they are light, not too greasy, and the seaweed taste is fantastic. My wife is from Japan so she turned us on to these chips.",chips
"I am not a health nut and I had to keep an open mind with this product... but once I tried it it actually tasted really good. Just a tip, don't eat it by itself (not good). Try it with smoked salmon and cream cheese or make an avocado and turkey sandwich. Also toasting it for a few minutes will soften it a bit.",snacks
"I eat a lot of cereal, and that includes a lot of the high-fiber kinds. Oatmeal, Mini (Frosted) Shredded Wheat and Raisin Bran are usually what I'd eat when I needed to lose a few lbs., but there have been a few instances where I tried the ""healthier"" options. I've tried several of the Kashi cereals, but they weren't very appetizing. The plain one had a cardboard taste. Next, I tried Grape Nuts, which is like a horrendous yeast flavored cat food (though it's closer to kitty litter in texture.) That brings me to FiberPlus Antioxidants.  This Berry Yogurt Crunch is certainly one of the better tasting high-fiber cereals I've eaten. It's like a decent health bar broken apart into cereal. The clusters of yogurt really help, but even the plain cereal is decent enough on its own. Yes, there are 12g of Sugar per serving, but the 10g of Fiber and 170 Calorie parts more than make up for it. Especially if you compare it to Raisin Bran and Frosted Shredded Wheat, which are typically higher in Sugar and Calories, yet lower in dietary fiber. The antioxidants are a nice bonus, too.  The bottom line is that I'll add this to my grocery list whenever it's on sale or the price is right.",snacks
"Lately I've been trying about 20 or more sauces to find just the right one that balances flavor and burn.  But, to put this into perspective, I really go for the insanely hot so this may need to be measured by that.  This sauce is not really that hot, but the taste is awesome.  It definately has heat, but doesn't really have much burn.  In short; if you want something that shames commercial pizza place hot wings in both heat and taste this is a great choice.  In fact I'm browsing the internet to see about ordering a case.  (for those days when I don't want my food to have the last highly pronounced word if you follow my meaning.)",chocolate_milk_nuts_oil
Great strong tasting gum BUT doesn't last long BUT is still worth it especially if your not allowed to have regular sf gum! The cinnamon taste is very great!,healthy food
"It's Splenda, and at a good price.  Forget about the individual packets, the cost will kill you.  If you use the product, this is the way to buy it.",grocery
