,Text,Tokens,Labelled_topic
110,"I love VitaMuffins, but my supermarket sells one box of 4 muffins for $6.29.  Instead I bought the mix, 3 boxes for $16.00, and each box makes 12 muffins. Instead of $1.62 per muffin, the mix only requires water & eggs and works out to about 48 cents per muffin, and very easy to make. That's a great deal.","['vitamuffins', 'supermarket', 'box', 'muffin', 'mix', 'box', 'box', 'muffin', 'muffin', 'mix', 'water', 'egg', 'cent', 'muffin', 'deal']",7
118,"I am a tuna snob!  This tuna is close in quality to the best tuna I have had and works well for making large qauntities when the best tuna is cost prohibitive.  I mix with cannelini beans, olive oil (generous amount) and chopped red onions for a great meal with greens or bread or both!","['tuna', 'snob', 'tuna', 'tuna', 'qauntities', 'tuna', 'cannelini', 'bean', 'oil', 'onion', 'meal', 'green', 'bread']",7
134,Do you want people to think you ran out to the theater to buy popcorn? This product is great and has that theater taste.,"['people', 'theater', 'theater']",7
135,"Works well, taste is good, about to order a new box.  If you are a diabetic this is nice to have around the house or office.","['work', 'box', 'house', 'office']",7
136,"Oil is very pleasant to the palate Fruity with a distint olive taste, which is what I was looking for. Excellent product. Far superior to any Italian EVO I have tried.","['oil', 'palate', 'fruity', 'distint', 'evo']",7
163,Just a little pricy but worth having.  Made from corn much better than the rice  If you haven t tried this I would strongly suggest you give it a  try and by buying it 12 at a time it also saves you money,"['pricy', 'corn', 'rice', 'try', 'time', 'money']",7
164,"We were pleasantly surprised at how good these tasted.  The %DV for sodium is 15, so while not excessive, we limit ourselves to ""one at a time.""","['dv', 'sodium', 'time']",7
177,This stuff is great to make egg dishes special.  It does add a truffle scent but you must cut down on adding other salt.,"['stuff', 'egg', 'dish', 'scent', 'salt']",7
179,"I purchased this item to celebrate the birth of my grandson.  I should have opted for real cigars, they might have tasted better. These cigars were very hard and hurt my teeth to chew. Not to mention that these gum cigars were much too sweet.","['item', 'birth', 'grandson', 'cigar', 'cigar', 'teeth', 'gum', 'cigar']",7
181,"These taste great and are pretty addictive, but this same box was about $5 at my local Ralph's supermarket. Don't buy this from Amazon!","['box', 'ralph', 'supermarket']",7
190,"These are not the York Peppermint Patties that I am accustomed to. They are very noticeably made of lower quality ingredients. After I took a single bite I could tell something was wrong, so I checked the packaging and sure enough these are manufactured in Mexico (I saw on another variety here on Amazon that people were complaining about the quality of the 'Made in Mexico' York Peppermint Patties). This product is a waste of money.","['york', 'peppermint', 'patty', 'ingredient', 'bite', 'packaging', 'mexico', 'variety', 'people', 'mexico', 'york', 'peppermint', 'patty', 'waste', 'money']",7
200,I have been a fan of Pamela's Products baking mixes for awhile now. This bread mix is one of my favorites. It is really healthy and easy to work with. I am always guaranteed good tasting bread when I use this mix. I really think it a good deal for healthy quality food. I don't have a lot of time to bake from scratch but I do like home made break so this is a good compromise.,"['fan', 'pamela', 'product', 'mix', 'bread', 'mix', 'favorite', 'bread', 'mix', 'deal', 'food', 'lot', 'time', 'scratch', 'home', 'break', 'compromise']",7
205,Grove Square Cappuccino Cups were excellent. Tasted really good right from the Keurig brewer with nothing added.  wWould highly recommend.  RCCJR,"['grove', 'square', 'cappuccino', 'cup', 'right', 'keurig', 'brewer', 'wwould', 'rccjr']",7
216,I am new to coconut oil....the cost is what kept me from trying it sooner.  This is the best deal I've ever run across and the product is excellent!,"['oil', 'cost', 'deal']",7
243,"This is much too watery. It tastes very much like the tasteless hot cocoa one gets out of a vending machine.  After receiving the box and reading the list of ingredients,  I've decided not to order again.  This product if definitely not worth the money.","['tasteless', 'cocoa', 'vending', 'machine', 'box', 'list', 'ingredient', 'money']",7
246,"Just the right mix of chocolate, caramel and crunchy popcorn; very tasty. Plus the box is separated into 5 130-calorie packages so you don't sit down and eat the whole box at once.","['mix', 'chocolate', 'caramel', 'crunchy', 'box', 'package', 'box']",7
256,"One of the only apple drink mixes I found that tastes good. I used to buy the Walmart brand apple drink, but that tasted too fake for my taste. This one contains some sugar so it has some calories, but taste wise it's like light apple juice with a hint of artificial flavoring.","['apple', 'drink', 'mix', 'walmart', 'brand', 'apple', 'drink', 'sugar', 'calorie', 'light', 'apple', 'juice', 'hint', 'flavoring']",7
262,"Received these in my Influenster box for Summer, taste great and very soft. Seemed to be a healthy alternative to regular cookies just concerned as to how much they will cost.","['influenster', 'box', 'summer', 'alternative', 'cooky']",7
284,We have purchased at least 20 boxes of David Pumpkin seeds and have not had a bad box in the lot.  Will continue buying this great treat.,"['box', 'seed', 'box', 'lot', 'treat']",7
288,"My wife and I are senior citizens on a fixed income, though not as fixed as it was six months ago. If you are like us and looking for a reasonably priced and tasty source of protein in a well-rounded package with other vital nutrients, look no further! This stuff is delicious. Don't be surprised when unsuspecting dinner guests ask for the recipe. We just reply that it's a family secret. The only con I can think of is having to choose between the beef, the lamb, and the turkey. But why choose? Just buy all three.","['wife', 'citizen', 'income', 'month', 'source', 'protein', 'package', 'nutrient', 'stuff', 'dinner', 'guest', 'recipe', 'family', 'beef', 'lamb', 'turkey']",7
292,This is the best Rum Cake I've ever tasted.  The first time I had this was  in the Cayman Islands. To know I can stay here and still get them is even better!,"['rum', 'cake', 'time', 'cayman']",7
293,"For the price you pay and size of each cup (you can really only make the smallest size) you are getting taken with this purchase. Buy the traditional mix from any other company, you will get a better value, better taste and a richer texture. This snot a horrible mix, it tastes ok, but it is nothing more than a decent cup of chocolate flavored water. It has no thickness to it. Swiss Miss or any other grocery store hot chocolate beats it hands down. All you are getting with this is convenience of using K-cups, which is not much of one to begin with. Avoid it.","['price', 'size', 'cup', 'size', 'purchase', 'mix', 'company', 'value', 'texture', 'mix', 'cup', 'chocolate', 'water', 'thickness', 'miss', 'grocery', 'store', 'chocolate', 'beat', 'convenience', 'k-cups', 'avoid']",7
294,"People who complain about smell need to read and educate themselves. Yes when you open it smells that's how they are packed. All you have to do is rinse, yes read instructions. Then i throw in a skillet for a bit usually with garlic and  seasoning because i did find hard to pat dry. If you throw in a skillet for a few it takes the step where you pat dry away. There is no smell. just eat however you want. Just don`t write negative comments if you don`t read the site or directions. The site alone will answer any questions quickly. M","['people', 'smell', 'need', 'instruction', 'skillet', 'bit', 'skillet', 'step', 'smell', 'comment', 'site', 'direction', 'site', 'question']",7
295,why pay $36 here when you can get the same thing directly at the Honeyville site for $28?,"['pay', 'thing', 'honeyville', 'site']",7
298,"The pancakes were delicious, but they weren't as fluffy as the ones I normally make.  Next time I use this, I'm going to whip the egg whites and see if that helps.","['pancake', 'one', 'time', 'egg', 'white']",7
300,"As my box arrived earlier today, I cannot attest to it's health benefits (I'm not sure if I would be able to anyway)... but I can absolutely confirm that there is no taste.","['box', 'today', 'health', 'benefit']",7
305,"My husband and I have been making a serious effort to change our eating habits and be healthy, which is why I purchased this product. I was concerned about the highly processed vegetable oil we had been using, and the way the oil can become carcinogenic when cooked at high heat. Now, this is true for any oil; it should not be heated past it's "" smoke point "". Avocado oil has a very high smoke point, making it a perfect, healthy choice. It has healthy fats for your heart, and tastes yummy. I also recommend macadamia oil for the same reasons. Amazon shipped these right away, and they were perfect. If you have a Misto, this is a great oil to put in it! We will definitely keep this on hand.","['husband', 'effort', 'habit', 'oil', 'way', 'oil', 'heat', 'oil', 'point', 'avocado', 'oil', 'smoke', 'point', 'choice', 'fat', 'heart', 'yummy', 'oil', 'reason', 'misto', 'oil', 'hand']",7
328,The taste was a little off to me and like with microwave popcorn not all of the bacon skins developed. Some were still very hard on the ends and others not developed at all. I bought a box of these so I tried to perfect the technique several times with not much better outcomes. All in all I will stick with the ready to go variety offered by Frito Lay and Mission.,"['microwave', 'bacon', 'skin', 'end', 'box', 'technique', 'time', 'ready', 'variety', 'lay', 'mission']",7
336,"This is mostly dry croutons with very little flavor. I need to try to find some way to salvage this mix as no one will eat it the way it is right now. I was expecting something more like Chex Party Mix, but was greatly disappointed. It should have much more flavor/spice to be enjoyable as a snack mix. As it is, it has less flavor than a bag of salad croutons or plain pretzels.","['crouton', 'flavor', 'way', 'mix', 'way', 'chex', 'party', 'mix', 'snack', 'mix', 'flavor', 'bag', 'crouton', 'plain', 'pretzel']",7
343,We put this in everything!! It gives an extra kick to everything from sandwiches to egg salad to . . .,"['kick', 'sandwich', 'salad']",7
346,"I add boneless chicken breast, peppers, onions, and string beans and simmer until the chicken is done. I ate this dish over 1/2 cup of brown rice for dinner for 4 months straight when dieting, losing a total of 40 lbs.  I did not get sick of this dish, as it is so tasty!  The calorie and contents of this dish fit the specs of the diet that I was on.  Delicious way to lose weight.","['boneless', 'breast', 'pepper', 'onion', 'bean', 'simmer', 'chicken', 'ate', 'dish', 'cup', 'rice', 'dinner', 'month', 'total', 'lb', 'sick', 'dish', 'calorie', 'content', 'spec', 'diet', 'way', 'weight']",7
354,I'm on a low sodium diet and this still has plenty of taste without salt,"['sodium', 'diet', 'plenty', 'salt']",7
372,I had brought this as a dipping sauce for dumplings and egg rolls I made at home. It taste's great and I think it the same sauce I get at some Thai places cause it tastes the exact same.,"['dipping', 'sauce', 'dumpling', 'egg', 'roll', 'home', 'sauce', 'place']",7
373,Caused a fight over who was getting what lol. Perfect gift and have told many others to check out this box and the others they have available. Very quick delivery,"['fight', 'gift', 'box', 'delivery']",7
375,I got a box of this tea from a bed and bath and beyond kind of store and really liked it so I came here to buy more expecting a good price on a larger box.  $1 a cup?  And a k-cup isn't even an 8-oz cup?!  Nuts.  You can get a box of 108 from a certain B wholesale J warehouse club for $48.99...45 cents each!  The tea was surprising good for not really 'brewing' but buy it elsewhere cheaper!,"['box', 'tea', 'bed', 'bath', 'kind', 'store', 'price', 'box', 'cup', 'k-cup', 'cup', 'nut', 'box', 'b', 'j', 'warehouse', 'club', 'cent', 'tea']",7
378,"This is a must have in my home.  I use olive oil for everything, my skin, hair, cooking, taking off makeup. This is great, quality organic, virgin olive oil and I'm in heaven!","['home', 'oil', 'hair', 'makeup', 'virgin', 'oil', 'heaven']",7
381,"I recommend this instead for the same price:  Swiss Miss Hot Cocoa Mix, Milk Chocolate, 16-Count Envelopes (Pack of 8)   This thing falls short, I found myself adding some milk or my non-dairy creamers to my cup of this to make it taste somewhat creamy.  It more or less tastes horrible otherwise.  After I hated it, I decided to make it with a cup of hot milk, I just decided to pour it into a hot cup of milk, and it tastes so much better.  In my opinion, they need to up the powdered milk in them, or the non-dairy creamer in them.  It would improve this product so greatly.  They are thieves nonetheless, you usually get 10 envelopes of hot cocoa that tastes better than this in the supermarket for less than five bucks, buy two for less than ten, and still be spending less than what I spent with these.  I really thought I was buying quality, this is definitely not unless I use milk which is like cheating myself and spending extra money.  I've drank common hot cocoa from supermarket straight with water that tasted way better than this.  AVOID!","['price', 'miss', 'cocoa', 'mix', 'milk', 'chocolate', 'envelope', 'pack', 'thing', 'milk', 'creamer', 'cup', 'taste', 'cup', 'milk', 'cup', 'milk', 'opinion', 'milk', 'creamer', 'thief', 'envelope', 'cocoa', 'supermarket', 'buck', 'spent', 'milk', 'money', 'cocoa', 'supermarket', 'straight', 'water', 'way', 'avoid']",7
382,"Over the years, this chili powder has gotten harder to find. It has been a staple of our family's chili for decades, and I am very glad to be able to still purchase it. It has a perfect blend of seasonings that requires nothing more than ground beef, onions, and tomato soup to make an outstanding bowl of chili.   Williams Chili Seasoning Bulk Mix 18 oz","['year', 'chili', 'powder', 'staple', 'family', 'chili', 'decade', 'blend', 'seasoning', 'ground', 'beef', 'onion', 'tomato', 'soup', 'bowl', 'chili', 'williams', 'bulk', 'mix', 'oz']",7
412,"Whenever people eat roasted veggies at my house, they ask what I use to season vegetables.  Olde Thompson Callifornia Garlic Sea Salt is a favorite.  The grinder is excellent. It gives any dish that extra zing.  Never tastes salty, just better.  Try it.  You'll love it!!","['people', 'veggie', 'house', 'season', 'vegetable', 'callifornia', 'sea', 'salt', 'grinder', 'dish', 'salty']",7
431,"Tinkyada's brown rice elbow pasta is a great tasting gluten free choice. It is just like having ""normal"" pasta only better! It cooks just like any pasta, and can be used in any pasta dish. I highly recommend this product.","['tinkyada', 'rice', 'elbow', 'pasta', 'tasting', 'gluten', 'choice', 'pasta', 'pasta', 'dish']",7
482,Looking for a quick cook sticky toffee pudding these caught my eye. The only thing that resembles a sticky toffee pudding from this product though is the name. Bland tasting. A disappointment beyond words.,"['cook', 'toffee', 'eye', 'thing', 'toffee', 'bland', 'disappointment', 'word']",7
494,"I thought it was an excellent product and plan on ordering it again.  A little sooner than I anticipated because some mice got into it.  I finally decided t poison the mice, they had gone too far!","['plan', 'mouse', 't', 'poison', 'mouse']",7
497,I was just introduced to these olives on a United flight this week. Probably the best tasting green olives I have ever had (I usually never eat green olives). I was so happy with them I purchased two snack pack boxes with the Olove packs on my return flight to share with my wife and kids. I'm thrilled I am able to purchase these on amazon and really suggest them to anyone looking for a great snack.,"['olive', 'flight', 'week', 'tasting', 'olive', 'olive', 'pack', 'box', 'olove', 'return', 'flight', 'share', 'wife', 'kid', 'snack']",7
498,"What a great thing to wake up to....I feel these k-cups are of medium strength, with just enough of Kahula..","['thing', 'k-cups', 'strength', 'kahula']",7
523,"I am a huge peppermint lover!  I am also a bit of a picky person when it comes to drink mixes.  For me, many end up being powdery and not as creamy and tasty as I would like.  That was not the case with Maxwell House International Coffee Peppermint Mocha Latte mix.  Once you find just the right mixture of powder and hot water, you are good to go.  The container states 4 tsp to 6 - 8 oz of boiling water.  Well, I always have a big mug when I drink, which is about double this.  Not a problem - I usually use 8 tsp for my 16 oz. mug and it turns out great.  The peppermint flavor is amazingly refreshing and so delicious.  It is not overpowering, yet is strong enough that the drinker knows it is peppermint flavored.  For me, this is one of the perfect ways to treat myself after a crazy or hectic day.  Curling up with a mug of this peppermint mocha latte and a great book makes a blissful evening!  I highly recommend this mix to anyone who enjoys peppermint and chocolate.","['peppermint', 'lover', 'bit', 'person', 'mix', 'powdery', 'creamy', 'case', 'maxwell', 'house', 'coffee', 'peppermint', 'latte', 'mix', 'mixture', 'powder', 'water', 'container', 'water', 'mug', 'problem', 'tsp', 'mug', 'peppermint', 'flavor', 'drinker', 'way', 'crazy', 'mug', 'peppermint', 'mocha', 'latte', 'book', 'evening', 'mix', 'peppermint', 'chocolate']",7
527,"I will admit, the Icicle does allow you to plug any mic with an XLR jack to your computer using a USB jack. It does indeed provide phantom power to condenser mics and it will deliver a signal to your recording software.  Beyond that, the usefulness depends on your mic and what you consider an acceptable recording level.  I tried this with an AKG 200, BLUE enCORE 200 and an AKG 4500. All deliver very nice sound when used in a conventional recording chain. I could barely get an audible record level yelling into the enCORE 200, my staple for location voice recording. Normally, I plug the enCORE directly into a digital audio recorder with an XLR cable. No mic preamp, no phantom power, no EQ, and I get a good clean clear sound level near the peak of input level.  This is one very disappointing product. If you route your mic through a preamp, then put the Icicle between the preamp and the USB input of your computer, you can get a decent record level, but that extra equipment is what this light weight gadget is supposed to avoid. Personally, I think you might be better off getting a decent channel strip* or mic preamp and an XLR to to mini jack to go between the channel strip and your computer input and forget the Icicle altogether.  BLUE makes some great products, but this is not one of their better ones.  *For those that don't know, Channel Strips combine several pieces of equipment into one box: typically a mic preamp and a compressor. Higher end units add some EQ capability as well or have other options.","['icicle', 'jack', 'computer', 'jack', 'phantom', 'power', 'mics', 'signal', 'software', 'mic', 'level', 'blue', 'encore', 'akg', 'sound', 'recording', 'chain', 'record', 'level', 'encore', 'staple', 'location', 'voice', 'encore', 'audio', 'recorder', 'xlr', 'cable', 'preamp', 'phantom', 'power', 'eq', 'clean', 'level', 'peak', 'input', 'level', 'preamp', 'icicle', 'preamp', 'input', 'computer', 'record', 'level', 'equipment', 'weight', 'gadget', 'channel', 'strip', 'preamp', 'xlr', 'jack', 'channel', 'strip', 'computer', 'input', 'icicle', 'product', 'one', 'channel', 'piece', 'equipment', 'box', 'preamp', 'compressor', 'end', 'unit', 'capability', 'option']",7
528,these chewables are delicious. Do not know about the results of lowering cholesterol...I will have to wait until the next Dr. exam. yum,"['chewables', 'result', 'cholesterol', 'exam', 'yum']",7
531,"I have been a marzipan fanatic for over 55 years. While there are finer and fancier marzipans, in my opinion, for the money, this is a very nice, dependable product. I buy a 5 pound wedge every year, and make candy gifts for family and friends, and always get compliments and cheers. If you are a serious gourmet, you might not care for it, but for most people, for general use, it is quite nice.","['year', 'marzipan', 'opinion', 'money', 'pound', 'wedge', 'candy', 'gift', 'family', 'friend', 'compliment', 'cheer', 'gourmet', 'people', 'use']",7
551,"Since moving towards a more natural lifestyle, I have found cashews to be in quite a few recipes, so I was so happy when I saw this great deal!","['lifestyle', 'cashew', 'recipe', 'deal']",7
555,The product was and is fantastic.  The people who made this possible by helping me be able to order this were absolutely fantastic!!!!!,['people'],7
564,"Great product, but boy did I waste money buying this from Amazon. It only cost $1.59 in the local asian supermarket.","['boy', 'waste', 'money', 'cost', 'supermarket']",7
570,I used to order this product at 25 per box of 12 cans and now it turned into 50 dollars??? how did it double out of nowhere??,"['box', 'can', 'dollar']",7
573,"It saddens me to say I had to return this item.  The item's page specifically said the Calamares were packed in Olive Oil.  However on the actual boxes the ingrediant showed it was packed in another oil....an unhealthy oil.  That was the bad news.  The good news is Amazon, as usual, was gracious and professional in allowing me to return this item which is considered to be 'not returnable'.  That is why I buy everything online from Amazon.com.  They are the best.","['item', 'item', 'page', 'calamares', 'oil', 'box', 'ingrediant', 'oil', 'oil', 'news', 'news', 'item', 'online']",7
574,"Nice smoky taste, which I like. I am having a hard time eating enough protein, so I thought this might help. It is soft (as commented on in other reviews), not the traditional pull with your teeth kind of jerky. I will be making a few concoctions with it - chopped in a bean salad, and crumbled on a baked potato.  Thanks Amazon for the gold box special so that I could try it.","['smoky', 'time', 'protein', 'review', 'pull', 'teeth', 'kind', 'jerky', 'concoction', 'salad', 'potato', 'thanks', 'gold', 'box']",7
595,Easy mix.  Great taste.  Works well with my bread machine and makes large loaves.,"['mix', 'bread', 'machine', 'loaf']",7
600,The packaging was intact and all but when I opened the box I found that the greenies were stuck together and wouldn't break apart (even when I tried smashing them against the concrete). At some point they must have been moist that they had become so cemented together.  It is a struggle trying to pull one at a time out of the bag and they break apart. Not exactly what I wanted.,"['packaging', 'box', 'greenies', 'concrete', 'point', 'struggle', 'time', 'bag']",7
602,I bought these years ago at Walmart and then they stopped carrying them.  I was searching the internet and found them at Amazon.  We ordered a box of each.  I like the spicy and my husband likes the orginal.  A learning process will be a sure thing until you figure out how many minutes for your microwave.  They are great and we love them.,"['year', 'walmart', 'internet', 'box', 'spicy', 'husband', 'process', 'thing', 'minute', 'microwave']",7
621,"Why in the world would Amazon want to sell an item and say can be ingested,  when it clearly has ingredients that can cause cancer. Wish every state would wake up like California and ban all these cancer causing things.","['world', 'item', 'ingredient', 'cancer', 'state', 'california', 'ban', 'cancer', 'thing']",7
632,"Our kids love them and I've been known to sneak a few here and there too.  All natural/organic ingredients, names you can pronounce and know what these are made out of, no hydrogentated oils or high fructose corn syrup.  It's nice to have the variety of flavours too.","['kid', 'ingredient', 'oil', 'corn', 'variety', 'flavour']",7
633,"You can add ground turkey to this and it tastes wonderful! I wasn't a big ground turkey fan until I tried it with this mix. If you don't have ground turkey, you can boil a chicken breast with skin in the 7 cups of water, then discard the bone and skin and add the mix. I've made it both ways and they're both good. I also tried it with ground beef but like it with turkey the best.","['ground', 'turkey', 'ground', 'turkey', 'fan', 'mix', 'ground', 'chicken', 'breast', 'skin', 'cup', 'water', 'bone', 'skin', 'mix', 'way', 'ground', 'beef']",7
638,"For the past 5 years, my husband has been experimenting with making whole grain pancakes. He is constantly trying new whole grain pancake mixes out on the family. We were visiting some friends in Brooklyn when he discovered the Kodiak Cakes at a small deli. He bought the box and made them for us and we couldn't believe how amazing these whole grain pancakes are. They are super tasty and made with amazing ingredients. Hands down the best whole grain pancake mix I have ever had. We bought 12 boxes to start giving away as gifts when we go to someone's house (instead of giving a bottle of wine)!","['year', 'husband', 'grain', 'pancake', 'grain', 'pancake', 'mix', 'family', 'friend', 'brooklyn', 'kodiak', 'cake', 'deli', 'box', 'grain', 'pancake', 'ingredient', 'grain', 'mix', 'box', 'gift', 'house', 'bottle', 'wine']",7
650,I stopped in the Cayman Islands and fell in love with this rum cake. It makes a great gift too.,"['cayman', 'love', 'rum', 'gift']",7
653,"I had been making my own homemade taco seasoning, but it is time consuming.  Being health-conscious, I didn't want to purchase any more products that contained ingredients I couldn't pronounce.  I am glad I found this taco seasoning as we cook taco/burrito meat generally about once each week, if not more.  Organic is best and the taste is wonderful.","['homemade', 'taco', 'time', 'product', 'ingredient', 'seasoning', 'week']",7
659,Very tasty crackers (especially for GF). Not many crackers in the box but if you're buying GF products you probably already know that. My whole family likes them. I bought a couple of cases last time to save money on shipping. FYI... they make a great substitute for bread crumbs in meatloaf and parmasean chicken.,"['cracker', 'cracker', 'box', 'product', 'family', 'couple', 'case', 'time', 'money', 'fyi', 'substitute', 'crumb', 'meatloaf', 'parmasean', 'chicken']",7
667,"I'm not an expert on macaroni cheese from a box. I love the real thing, but it is time consuming. I've tried Kraft Macaroni Cheese, but I wasn't impressed. I read the good reviews for this Annie's product. I wanted to get the subscription to save money, but 12 packets was too many to buy, when I didn't even know if I would like it.  I went to Walmarts and was lucky to get a packet, they didn't have many. I just compared the prices, in Walmart it costs $1.62 a box. On Amazon with the subscription, a box costs $1.23, that's a big saving.  I made it yesterday, and mixed in a little grated mature cheddar, after it was cooked, then put it under the grill to melt the cheese. I was going to eat half and heat the rest up today, it was quite a lot for one person. It tasted so good, I ended eating all of it! If you like mature cheddar you'll probably like this. It is great with ketchup on or slices of tomatoes added with the cheddar before grilling it. It tastes almost as good as the reat thing.  I ordered it on subscription yesterday, I can't wait to try it again.","['expert', 'macaroni', 'box', 'thing', 'time', 'kraft', 'macaroni', 'cheese', 'review', 'subscription', 'money', 'packet', 'walmarts', 'packet', 'price', 'walmart', 'box', 'subscription', 'box', 'saving', 'yesterday', 'mature', 'cheddar', 'grill', 'cheese', 'half', 'rest', 'today', 'lot', 'person', 'cheddar', 'ketchup', 'slice', 'tomato', 'cheddar', 'reat', 'thing', 'subscription', 'yesterday']",7
672,"This is my family's favorite brand of wheat free gluten free cake mix. This brand is moist, tasty and closer to the traditional cake mixes  people are used to. Namaste products are the best in my opinion of what's available out there in health food stores. Try it! You won't be disappointed.","['family', 'brand', 'wheat', 'gluten', 'mix', 'brand', 'cake', 'mix', 'people', 'product', 'opinion', 'health', 'food', 'store']",7
680,"This is an okay gift box, only if you like mediocre cheese and summer sausage. The items are small, smaller than they appear in the picture. I only paid $30, but I would not purchase it again. On the positive side, the mustard samples that come with it make the items edible.","['gift', 'box', 'cheese', 'summer', 'sausage', 'item', 'picture', 'mustard', 'come', 'item']",7
684,If you love chiles then ancho powder is a must have for any blends you may create. I recommend with chipotle powder. Try different peppers in different amounts for amazing results.,"['chile', 'powder', 'blend', 'powder', 'pepper', 'amount', 'result']",7
685,"With no clear instructions on how to open and close the unit, the first few times are an act of frustration.  When I finally realized that if I grip with my thumb and forefinger over the clear plastic shield, about one third from it's bottom and squeeze the sides, the bottom lip pops out nicely. I will agree that this size is too small for most popular herbs like parsley, basil ect.  The company does now make a larger unit and it looks like it is more user friendly. All in all I like it, I took away one star for the lack of instructions.  3/2012: After a few months I have thrown this thing away.  It became increasingly harder to open and the size was just too small for the herbs I use most.  I have seen some newer, larger units that don't have the issue with opening it like this one has...I'm going to order one of these.  I no longer recommend this unit and have lowered it to 2 stars.","['instruction', 'unit', 'time', 'act', 'frustration', 'grip', 'thumb', 'forefinger', 'plastic', 'side', 'lip', 'size', 'herb', 'parsley', 'basil', 'company', 'unit', 'star', 'lack', 'instruction', 'month', 'thing', 'size', 'herb', 'unit', 'issue', 'unit']",7
694,This waffle mix is so tasteless.  I'm shocked to hear this is the brand that is sold in some hotels. I would not recommend it to anybody.,"['mix', 'brand', 'hotel', 'anybody']",7
730,"I have a delicious recipe for pumpkin muffins that I make again and again, and I am tired of spending too much money on the little supermarket jars of pumpkin pie spice.  The quality and taste of this product is just as good, for a fraction of the cost.","['recipe', 'pumpkin', 'muffin', 'spending', 'money', 'supermarket', 'jar', 'pie', 'spice', 'fraction', 'cost']",7
736,"I've never had Mallomars before.  I live in Wisconsin, and do not know if they make it all the way over here.  The only time I ever remember hearing the name before is in the Simpsons episode ""Hurricane Neddy"" when nice-guy Flanders finally snaps and cusses out the whole town.  Upon getting to the portly Police Chief Wiggum he says, ""The only case you've gotten to the bottom of was a CASE OF MALLOMARS!!!""  I assume by what I've read that they are a fall only type product, like the McRib.  I am also informed by the box that they are a New York kinda thing.  Regardless, I'm glad Vine gave me the chance to try them, because they are SO GOOD!!!  The crunchy dark chocolate coating over a marshmallow lump and thin crunchy cookie gives a s'mores like experience that truly satisfies.  An excellent snack.  Buy a box today.","['mallomars', 'wisconsin', 'way', 'time', 'simpson', 'hurricane', 'neddy', 'flanders', 'snap', 'town', 'wiggum', 'case', 'case', 'mallomars', 'fall', 'mcrib', 'box', 'york', 'thing', 'regardless', 'vine', 'chance', 'crunchy', 'chocolate', 'coating', 'lump', 'crunchy', 'cookie', 'experience', 'snack', 'box', 'today']",7
738,"These were pretty tasty! They dont stick in your teeth like other fruit snacks which is a HUGE plus, but even better they're all natural and good for you. I'll buy them again for sure. Soon-- when this box runs out.","['teeth', 'fruit', 'snack', 'plus', 'box']",7
745,"I got a bag of this free at PAX 2009 and was really surprised how good it was. I mean, gamers generally don't eat well, but I like this better than most trail mix.","['bag', 'pax', 'gamers', 'mix']",7
