,Text,Tokens,Labelled_topic
103,"I will start by being kind, It is a good idea to save money with an item or concept like this. It makes good sense to use your own coffee beans and avoid the cost of the pre-filled commercial K-cups you buy at the store.  Now, I received my DisposaKups over a month after ordering them and put them to use.  I was immediately disappointed, filters did not hold very much coffee, It was a struggle to get the lids to fit together with the filter and outer plastic cup.  The coffee was very weak.  This product actually creates more waste in a landfill than the commercially made K-cups. The body and lids are plastic.  Normal K-cups do not have a plastic lid.  Notice they say 100% disposable....So put them in the trash. They are not recyclable = landfill.  They are not convenient, they are a bit messy, a pain to put together and still expensive.  Not worth it! There are better alternatives out there that will save you money, make better coffee and not go into a landfill.  Sorry, I wish I had better news, I think I will return these.","['kind', 'idea', 'money', 'item', 'concept', 'sense', 'coffee', 'bean', 'cost', 'k-cups', 'store', 'disposakups', 'filter', 'coffee', 'struggle', 'lid', 'filter', 'outer', 'plastic', 'coffee', 'waste', 'landfill', 'k-cups', 'body', 'lid', 'k-cups', 'plastic', 'notice', 'trash', 'landfill', 'bit', 'pain', 'alternative', 'money', 'coffee', 'landfill', 'sorry', 'news']",1
123,"I have tried a number of Senseo pods, and this is my favorite.  It is very smooth.  It tastes like coffee from a coffee house (rather than a Senseo).","['number', 'pod', 'coffee', 'coffee', 'house', 'senseo']",1
127,"I think this is a great tasting product,use in coffee every day.I am saying goo-bye to white sugar!!","['use', 'coffee', 'goo-bye', 'sugar']",1
133,"I'm a big coffee drinker (much against my better judgement), but due to a stomach condition, I've been ""forced"" to drink mostly decaf for the last few years. I usually just get the cheapest coffee I can find near my office; after all, I don't make a lot of money and every penny counts. So it was nice to get this Melitta Cafe ground coffee to sample.  When I made my first cup, I was immediately attacted by the pleasant aroma. I put in a little cream and 4 Splendas as I usually do, and found the taste a little on the light side yet quite bitter. Maybe it's because this is decaf, but what I did like was its pureness, something 50-cent coffees usually lack. I have made two cups a day since my first taste and over the last couple of days I've grown to like this coffee. Granted, to me coffee is pretty much like wine in that all the different varieties taste more or less the same except for the level of bitterness, but even I can tell this is gourmet coffee, much better than the ones I get at my local coffee stands or even at McDonald's (when they give out free cups).  For a pack of 3, the price seems decent. If you drink decaf, I think this is quite worth a try.","['coffee', 'drinker', 'judgement', 'stomach', 'condition', 'decaf', 'year', 'coffee', 'office', 'lot', 'money', 'penny', 'melitta', 'cafe', 'ground', 'coffee', 'cup', 'aroma', 'cream', 'splendas', 'coffee', 'cup', 'couple', 'day', 'coffee', 'coffee', 'wine', 'variety', 'level', 'bitterness', 'coffee', 'one', 'coffee', 'mcdonald', 'cup', 'pack', 'price', 'try']",1
139,"Caused my cuisinart k-cup brewer to leak every time I used it.  Great idea, just needs some adjustments so that the coffee maker works properly with it.","['brewer', 'time', 'idea', 'adjustment', 'coffee', 'maker']",1
150,"Fantastic espresso beans!  I usually drink Illy, but thought I would give this a 'shot'... and I was not disappointed! This has a slightly smokier flavor than the Illy roasts, produces a NICE crema, and is ultra smooth.  In short, give this a try.  Highly recommended for my fellow coffee heads out there...","['espresso', 'bean', 'flavor', 'roast', 'crema', 'smooth', 'try', 'coffee', 'head']",1
168,"If any of you read Kim Harrison - you will know that Al always orders a latte with raspberry syrup and extra cinnamon.  I tried this drink at Starbucks and it was wonderful.  I have an espresso machine at home and thought I could save a lot of time and money making this drink on my own.  This syrup was perfect!  It tastes wonderful, both in my coffee and also on ice cream!","['harrison', 'al', 'order', 'latte', 'raspberry', 'syrup', 'cinnamon', 'drink', 'starbucks', 'machine', 'home', 'lot', 'time', 'money', 'making', 'drink', 'syrup', 'coffee', 'ice', 'cream']",1
176,"My wife likes flavored coffee and this is, by far, her favorite. Great taste. Medium brew. Excellent value too. We order this brew regularly. Guests enjoy this coffee as wel.","['wife', 'like', 'coffee', 'medium', 'value', 'guest', 'coffee', 'wel']",1
194,"If this was called ""Medium Roast"", I would give it 4 stars. It's a good coffee.  But this is called French Vanilla Caramel, and this review is based on the product's name.  Let me say that vanilla and caramel are perhaps my favorite flavors... coffee, ice cream, candy, you name it... if it's vanilla or caramel, I love it.  With the exception of this.  Where's the vanilla? Where's the caramel? And don't get me wrong: I'm not trying to say that the flavors are too mild. I'm saying that they are NON-EXISTENT. And therefore, based on the name, this coffee gets 1 star.","['medium', 'roast', 'coffee', 'vanilla', 'caramel', 'review', 'vanilla', 'caramel', 'flavor', 'coffee', 'ice', 'cream', 'candy', 'caramel', 'exception', 'vanilla', 'caramel', 'flavor', 'coffee']",1
208,"I got a call from my mother-in-law last night thanking me for her birthday present I ordered here. She thanked me for the surprise and also had to comment how terrible they tasted. She asked me if it was supposed to be a joke on her. I said no and felt bad a 93 year old lady ate some bad jelly beans.  Won't buy again,  Steve Baker","['mother-in-law', 'night', 'surprise', 'joke', 'lady', 'bean', 'baker']",1
211,"Like most coffee drinkers, I know Kona is a special coffee bean, and this brand offers great taste. At my local coffee shop, I often pick Kona when it is offered as the flavor of the day. While the coffee shop Kona is better than an average coffee, it did not seem to be anything special, and I could guess they do not sell true Kona, but a blend.  So I decided to try a true 100% Kona and picked Hawaiian Roasters.  I am very happy with this purchase---might be the best coffee I have ever had.  The flavor is strong and there is no after-taste issue.  I picked the medium roast and I plan to try the dark roast next.","['coffee', 'drinker', 'kona', 'coffee', 'bean', 'brand', 'coffee', 'shop', 'kona', 'flavor', 'coffee', 'shop', 'kona', 'coffee', 'kona', 'blend', 'kona', 'roaster', 'purchase', 'coffee', 'flavor', 'issue', 'medium', 'roast', 'plan', 'roast']",1
222,Have been getting this coffee for several months and very much like their bold flavor in comparison to others I've tried. Keep it air tight after opening is not a big deal. great coffee!,"['coffee', 'month', 'flavor', 'comparison', 'air', 'opening', 'deal', 'coffee']",1
231,"I am really enjoying this coffee. It tastes excellent, was nicely priced and the company has gone out of their way to provide excellent customer service after some initial problems.  I am going to get this monthly on subscribe and save and I do recommend it now. the brooklyn bridge and breakfast blend are very nice!","['coffee', 'company', 'way', 'customer', 'service', 'problem', 'subscribe', 'brooklyn', 'bridge', 'breakfast', 'blend']",1
248,"I've long been a fan of the Maxwell House International Coffee line, so I was excited to try this flavor.  If you are a fan of other pumpkin spice drinks at unnamed large coffee chains, you will definitely like this product.  I like that you are able to add the amount that you want, and the mix blends very nicely and evenly.  This is a perfect treat for a cold winter's night!","['fan', 'maxwell', 'house', 'coffee', 'line', 'flavor', 'fan', 'spice', 'drink', 'coffee', 'chain', 'mix', 'treat', 'winter', 'night']",1
251,"We didn't like the taste of this sort. We are from Europe, American style coffee isn't what we like.  After this we tried ""Coffee Bean Direct Brazilian Santos, Whole Bean Coffee, 5-Pound Bag"", this was much better.","['sort', 'style', 'coffee', 'coffee', 'bean', 'santos', 'coffee', 'bag']",1
253,"If you like coffee with overtones of nuts, and are fond of pecans, you need to try this coffee. Mrs. Bryants Southern Pecan Organic coffee is a real treat with a genuine pecan flavoring. Try some with a slice of you favorite pecan pie!","['coffee', 'overtone', 'nut', 'fond', 'pecan', 'coffee', 'coffee', 'treat', 'flavoring', 'slice', 'pie']",1
282,Not nearly as good tasting as the other kcup ciders I've had. My girlfriend hated it too. They are going to find the garbage can.,"['tasting', 'kcup', 'cider', 'girlfriend', 'garbage']",1
285,"Uncle purchase K-Cup Keurig brewer for my office.  My staff and I love it.  No arguments about who is going to clean up the coffee at the end of the day.  Who is to blame for not turning it off and coffee burning at the bottom of the jug.  Plus we can have a selection of different coffees to suite the tastes for anyone.  We love it.  The Gloria Jean's Hazelnut is a very flavorful, but not a strong coffee.  I prefer the ""Jet-Fuel"" brand, but for the tamer coffee drinkers in the office they swear by it.","['purchase', 'keurig', 'brewer', 'office', 'staff', 'argument', 'coffee', 'end', 'coffee', 'burning', 'jug', 'selection', 'coffee', 'taste', 'jean', 'hazelnut', 'coffee', 'brand', 'tamer', 'coffee', 'drinker', 'office']",1
289,I am not a coffee drinker because I dont like the taste. Cafe Mocha tastes great. Now I can warm up and wake up.,"['coffee', 'drinker', 'mocha']",1
329,"If you are a coffee lover, this is the way to go. Grind these fresh beans and make a full strong coffee that is delicious!","['coffee', 'lover', 'way', 'bean', 'coffee']",1
332,"I drink a couple of cups of strong black coffee every day but rarely a fancy drink from a cafe.  This product is convenient- you can just put it in the refrigerator or open the can and pour it over ice - or both. The taste is smooth and well balanced. It has plenty of caffeine and the right amount of milk and sugar.  I have had a very similar product from Starbucks and I really don't sense much of a difference between the two. I would probably buy whatever is a better value at the time. Again, this product and the product from Starbucks seem to taste the same to me and are of the same high quality.","['couple', 'cup', 'coffee', 'drink', 'cafe', 'refrigerator', 'ice', 'plenty', 'caffeine', 'milk', 'sugar', 'starbucks', 'difference', 'value', 'time', 'starbucks']",1
333,I came home from a hot morning in the Arizona sun and opened my illy issimo coffee drink nice and cold from the fridge. I found the expresso taste strong but refreshing and the amount of sweetness just right. Great Product.,"['home', 'morning', 'arizona', 'sun', 'coffee', 'drink', 'fridge', 'refreshing', 'sweetness']",1
337,"I'm not generally a huge fan of Keurig coffee makers because they and their K-cups are so expensive. But my girlfriend has one and she ran out of coffee for it. I looked around Amazon and found this item. It sounded promising so I decided to try it. It is the best K-cup of coffee I've ever had (it has a strong, mellow medium roast flavor). And it's also the least expensive I've found. I signed up for a subscription and will probably keep it going. Yum.","['fan', 'coffee', 'maker', 'k-cups', 'girlfriend', 'coffee', 'item', 'k-cup', 'coffee', 'medium', 'roast', 'flavor', 'subscription']",1
341,"I usually order this product from the actual Gevalia site because this flavor is quite yummy.  I also order the Cafe Sperl, which is also known as Viennese coffee.  When you first open the bag, the nose is tickled with the pungent smell of chocolate and a lighter aroma of raspberry.  The coffee tastes unique because of the raspberry flavoring, but it's enjoyable either freshly brewed or chilled.","['gevalia', 'site', 'flavor', 'cafe', 'sperl', 'coffee', 'bag', 'nose', 'pungent', 'smell', 'chocolate', 'aroma', 'raspberry', 'coffee', 'raspberry']",1
356,"When in Jamaica I drink JBM coffee and have come to develope a fine appreciation for the bean. What I opened this morning was not what I had expected. To be clear, I was greatly dissapointed. I found bits of husk from the bean, which doesn't make coffee, and is considered filler. The flavor left something to be desired as well, it tasted like folgers coffee without all the acid. I was hoping to leave a great review of this product, but honesty forbids it.","['jamaica', 'jbm', 'coffee', 'appreciation', 'bean', 'morning', 'bit', 'husk', 'bean', 'coffee', 'flavor', 'folgers', 'acid', 'review', 'forbids']",1
385,"This coffee doesn't necessarily have brand cachet, but it's as good as other coffee I've bought at 2x the price.","['coffee', 'brand', 'cachet', 'coffee', 'price']",1
389,"What constitutes a good coffee is rather subjective. You can read countless reviews about it, but you don't know until you've tried it for yourself.  Having enjoyed peaberry coffee (I think the spherical shape results in better roasting) from many different parts of the world , I gave this a shot based on the positive reviews posted and the great price.  Boy, was I disappointed!  The beans are light/medium in roast, has a mild subdued smell.  The beans looked dry, but this is not uncommon for light roasts.  I made a fine grind of the beans, and brewed it in a press. Sad to say, it was the most disappointing cup of coffee I have had in a long time.  The flavor was stale, without any fruity characteristic of peaberries, and reminded me of a cheap cup of joe from a dirty diner.  The worst part is I am stuck with 3 lbs of terrible coffee that cannot be returned (Amazon does not accept return of food items).","['coffee', 'review', 'coffee', 'shape', 'result', 'part', 'world', 'shot', 'review', 'price', 'boy', 'bean', 'roast', 'bean', 'roast', 'grind', 'bean', 'press', 'sad', 'cup', 'coffee', 'time', 'flavor', 'fruity', 'characteristic', 'peaberries', 'cup', 'joe', 'dirty', 'diner', 'lb', 'coffee', 'return', 'food', 'item']",1
396,"My husband and I have each tried drinking this coffee a few times and it tastes bad, a real chemical/artificial taste.  Do not recommend it.  We are throwing away the rest of it, which I don't like to do, but I wouldn't try to pass it off on a friend.","['husband', 'drinking', 'coffee', 'time', 'rest', 'friend']",1
405,"I was apprehensive of buying a flavord coffee, I had a bad run-in with a cinnamon flavored coffee recently. This pumpkin spice coffee is very tasty. It smells good and it leaves my dorm room with a plesant aroma. The only downside to this coffee is it is a very light roast.","['coffee', 'run-in', 'cinnamon', 'coffee', 'pumpkin', 'spice', 'coffee', 'dorm', 'room', 'aroma', 'downside', 'coffee', 'roast']",1
408,"I haven't been able to find this in any store lately. I had some a few years ago, and it is REALLY GOOD.  This is more like coffee cake than anything else.  The swirl is a cinnamon sugar with small pecan pieces, and the bread is sort of like yellow cake.  I'm excited to find it on Amazon.","['store', 'year', 'coffee', 'cake', 'swirl', 'sugar', 'piece', 'bread', 'sort', 'cake']",1
428,"I don't generally care too much for the healthy alternatives, especially when it comes to coffee. However, after trying Truvia at a hotel, I am now hooked. I usually get it at the grocery store, but it is good to see that it is available on Amazon, and now that I have Prime, I might just be getting it online instead.  This sweetener tastes really good, and in addition to coffee, I have had it with desserts and it tastes great. I think it even tastes better than sugar, and definitely tastes better than splenda.  I cannot comment as to the health aspects related to artificial sweeteners, but I'm sure that there is plenty of information available on the Internet related to that.  As a casual coffee drinker, I highly recommend Truvia! - However, definitely try out a sample before purchasing such a large box!","['alternative', 'truvia', 'hotel', 'grocery', 'store', 'sweetener', 'addition', 'coffee', 'dessert', 'sugar', 'splenda', 'health', 'aspect', 'sweetener', 'plenty', 'information', 'internet', 'coffee', 'drinker', 'truvia', 'sample', 'box']",1
433,"when i was first introduced to this product and business opportunity i was a little skeptical about it, but after i started drinking it i really like it i experienced good things. i didnt get any coffee jitters and crashes, plus i lost some weight like most people experience. so i decided to sign up as a representive so i can get it the products at wholesale. then as time goes i check my website and there were alot of people as my downline, then i relized that this business is really growing whether i do anything or not so i decided to purchase the bronze promotional package and i started getting on this business. my upline and leaders are a great help and im pretty much just trying to duplicate their success and its working. ive just upgraded to the silver promotional package to really get my business growing. ive made all my investment money back and some in the short time that ive been involved in og, considering that i dont do much, i just give people samples and show them the business opportunity. if you like to know more about this business give me a email at zang-xiong@hotmail.com. im more then happy to share this opportunity with anyone that is interested and looking to change their lifes.","['business', 'opportunity', 'thing', 'coffee', 'jitter', 'crash', 'weight', 'people', 'representive', 'product', 'time', 'website', 'alot', 'people', 'downline', 'business', 'package', 'business', 'upline', 'leader', 'help', 'success', 'package', 'business', 'investment', 'money', 'time', 'people', 'sample', 'business', 'opportunity', 'business', 'email', 'im', 'share', 'opportunity', 'life']",1
434,this is the best coffee if you like a strong cup. a real wake me up,"['coffee', 'cup', 'wake']",1
437,"For those of you who drink coffee black, i think you are going to love this blend of coffee. It is very delicious and has a great bold flavor.","['coffee', 'blend', 'coffee', 'flavor']",1
449,"I bought these for my husband because he occassionally likes a cup of coffee at home and it is a hassle to drag out the coffee maker and grinder when he only wants one cup and it's not everyday.  It also comes in handy when guests come over, because we don't tend to keep coffee in the house.  Each serving comes in a little pouch that you can easily slip into your pocket, briefcase or travel bag.  The flavor was rich and at around $1.00 a cup, much cheaper than going to Starbucks or anywhere else and grabbing a cup on the way to work.  It dissolves completely leaving no grit or residue.  He first tried it in a 12 ounce mug and found it to be a little strong, but was perfect in his 20 ounce travel mug.  [...]","['husband', 'cup', 'coffee', 'home', 'hassle', 'coffee', 'maker', 'grinder', 'cup', 'guest', 'coffee', 'house', 'pocket', 'briefcase', 'travel', 'flavor', 'cup', 'cup', 'way', 'grit', 'ounce', 'mug', 'ounce', 'travel', 'mug']",1
491,"A co-worker of mine went to Jamaica for vacation in Feb. and bought me a 1lb. bag of the ground.  It's expiration date was March.  I brewed it as soon as I got home.  To me it tasted like cheap coffee that had been left out in the open air for a week.  I wonder if it was due to the expiration date, or does this coffee really taste like this.  If so, I will never buy again.  From all the hype, I was expecting much more.","['co-worker', 'vacation', 'bag', 'ground', 'expiration', 'date', 'march', 'home', 'coffee', 'air', 'week', 'expiration', 'date', 'coffee', 'hype']",1
496,"This coffee was delicious! I actually purchased it as a gift, but since I paid $30 for 1 lb of coffee, I tasted the freakin coffee!  It was so good! I meant to purchase the light roast, but accidentally ordered the medium. It was full bodied and delicious, totally lacking the high acidity that you find with most commercial coffees. I can't afford 100% pure Kona all the time and normally buy blends, but this coffee is the delicious gourmet coffee you need to buy and keep for company or to treat yourself now and then.","['coffee', 'gift', 'lb', 'coffee', 'coffee', 'roast', 'medium', 'acidity', 'coffee', 'pure', 'time', 'blend', 'coffee', 'gourmet', 'coffee', 'company']",1
510,"Really enjoyed ordering and using this coffee. Reminds me of expresso in coffee shops throughout italy. I've never really used pre-packed coffee before as I've always preferred freshly ground. However, this taste fresh and yummy. Great head, not bitter, but still has good depth. Will continue to order every time I need more coffee.  [...]","['ordering', 'coffee', 'expresso', 'coffee', 'shop', 'italy', 'coffee', 'ground', 'head', 'depth', 'time', 'coffee']",1
517,I just made myself a cup of this coffee and I think I found a new favorite brand. When I opened the bag I noticed the pleasant vanilla aroma which wasn't too sweet and overpowering like other brands. I used my french press to brew the coffee which I wouldn't recommend. The grounds are extra fine and the filter doesn't completely seperate the liquid from the grounds. I mixed the finished cup of coffee with some milk and it tasted just like flavored vanilla coffee but without the syrup or sugar. I really liked the taste it was mild but without any traces of bitterness. Definitely a good alternative to my usual starbucks coffee.,"['cup', 'coffee', 'brand', 'bag', 'vanilla', 'aroma', 'brand', 'press', 'coffee', 'ground', 'filter', 'liquid', 'ground', 'cup', 'coffee', 'milk', 'vanilla', 'coffee', 'syrup', 'sugar', 'trace', 'bitterness', 'alternative', 'starbucks', 'coffee']",1
525,THE COFFEE MAKER WORKS FINE. I AM NOT IMPRESSED WITH THE TASTE OF THE COFFEE. IT TASTES TOO MUCH LIKE INSTANT.,"['coffee', 'maker', 'coffee', 'instant']",1
544,"If you love the flavor of toasted pecans, this coffee is for you.  Great flavor, good coffee taste.  It was very easy to brew the right strength. What a pleasure to wake up to the smell of toasted pecans and freshly brewed coffee! This is the second time I've purchased this coffee and I'll definitely do it again.","['flavor', 'pecan', 'coffee', 'flavor', 'coffee', 'strength', 'pleasure', 'smell', 'pecan', 'coffee', 'time', 'coffee']",1
560,"I LOVE Green Mountain coffee.  I use it all the time for my k cups.  I got a sample of the Green Mountain Hot Cocoa and thought it would be the best.  I actually threw it out.  I tried several times to drink it.  It tasted bitter and like chemicals.  I have tried samples of the other brands of hot cocoa and this by far was the worst.  I was so surprised because I adore their coffee.  I personally would not recommend this.  Maybe it is the soy I don't know.  It just tasted very, very odd.  I still would recommend their coffees though!  Just to be fair I did add chocolate redi whip.  But I add that to all of my hot cocoa and it always tastes good.","['mountain', 'coffee', 'time', 'k', 'cup', 'sample', 'mountain', 'cocoa', 'time', 'chemical', 'sample', 'brand', 'cocoa', 'coffee', 'maybe', 'soy', 'coffee', 'chocolate', 'whip', 'cocoa']",1
606,If you use the Dolce Gusto machine Amazon is the place to buy the coffee. You'll get the best price and super fast shipping. And if you setup a subscription for the coffee you'll even get a better price!,"['dolce', 'gusto', 'machine', 'place', 'coffee', 'price', 'fast', 'shipping', 'subscription', 'coffee', 'price']",1
614,"I bought this after my local coffee house went out of  business and it helped me so much with the transition to a coffee free world.  The mocha mix has a lot of sugar and ingredients I'd rather not have on a daily basis, but oh, it tastes wonderful, so for an occasional treat, it's awesome.  I add a small amount to a healthier protein shake and it makes for a great desert.","['coffee', 'house', 'business', 'transition', 'coffee', 'world', 'mocha', 'mix', 'lot', 'sugar', 'ingredient', 'basis', 'treat', 'shake', 'desert']",1
619,"Took a while to arrive and the box was kind of dingy, but it was well worth the wait.  Nice kick for coffee, sugar free ice cream, and as flavored sweetener.","['box', 'kind', 'dingy', 'kick', 'coffee', 'sugar', 'ice', 'cream', 'sweetener']",1
629,"I like strong coffee, but I don't want it to taste burnt or have an acidic after taste. Caribou Coffee's Mahogany is full bodied with a nice balance of dark notes and acidity.  It's one of my ""go to"" coffees when my favorites like Coffee People's Wake Up Call are out of stock.","['coffee', 'burnt', 'acidic', 'caribou', 'coffee', 'mahogany', 'balance', 'note', 'acidity', 'coffee', 'favorite', 'coffee', 'people', 'stock']",1
630,"My wife found this coffee in a local grocery store and it is great tasting coffee. However, the local grocery quit carrying it and we were able to find it at Amazon. We started ordering and it has so far been a good experience.","['wife', 'coffee', 'grocery', 'store', 'coffee', 'grocery', 'quit', 'experience']",1
635,"I absolutely love this cappuccino! I had my doubts, but they were proved wrong! I myself have a sweet tooth and I was worried that this product would taste too much like coffee and not enough like a cappuccino. But thankfully, I was worng and it had the right blend of both. I had 2 cups the first day I bought it! Shared it with my family, they loved it too!","['cappuccino', 'doubt', 'tooth', 'coffee', 'cappuccino', 'blend', 'cup', 'family']",1
642,No where in the description does it mention that this is a flavored coffee.  By the name I thought it was a Jamaican Blue Mountain blend but its flavored with a weak tasting hazelnut.  Not very good,"['description', 'coffee', 'blue', 'mountain', 'blend', 'tasting', 'hazelnut']",1
646,Saves us a lot of money getting the refill packs than buying from the local store. we go through a lot of coffee and this is the only kind the boss likes so its a win-win.,"['save', 'lot', 'money', 'refill', 'store', 'lot', 'coffee', 'kind', 'bos', 'win-win']",1
671,this is a really good thing to do if you drink coffee and use creamer. The price with subscrib & save saves you almost a 1.00 a container. try it you'll like it and its deliveried to you,"['thing', 'coffee', 'price', 'subscrib', 'save', 'container', 'try']",1
682,"I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants.  I didn't expect it to taste good, but it actually does!  I've only had it for a few days and for $5 its totally worth it.  My sisters all take ganocafe but now I'm introducing them to this less expensive similar coffee.  I will follow up on this product in a few weeks.  :)","['coffee', 'ganocafe', 'reishi', 'mushroom', 'antioxidant', 'day', 'sister', 'ganocafe', 'coffee', 'week']",1
687,"Sometimes we have a problem ordering the k-cups because they are way too strong for us--even if you order medium blend.  This coffee was great--just right!  It was a smooth blend, and was perfect for a morning cup of coffee--or anytime!  Would definitely order again!","['problem', 'k-cups', 'way', 'medium', 'blend', 'coffee', 'blend', 'perfect', 'morning', 'cup', 'coffee']",1
712,"The coffee itself is great, but how can Amazon be charging $20.05 for a 24 count box when MSRP is $13.95 and you can find it at specialty shops for around $11.00?","['coffee', 'count', 'box', 'msrp', 'specialty', 'shop']",1
733,"First of all, I thought I could save money filling my own Keurig K-Cups. By the time I bought the fillable cups, paid shipping and bought coffee to put in them, I was already in the hole. If all you have to do is fill these little cups all day I guess it will work for you, because you can have the coffee of your choice. The other problem was is they get stuck in the brewer when you try to take them out. I still have about thirty left, and when they are gone I will not replace them.","['money', 'keurig', 'k-cups', 'time', 'cup', 'shipping', 'coffee', 'hole', 'cup', 'coffee', 'choice', 'problem', 'brewer', 'thirty', 'left']",1
744,"I have a One:One Coffee Pod machine and have ordered pods online before.  These looked good and sounded like high quality coffee- albeit a little pricey for 12 pods.  This was the worst cup of coffee I have ever tasted!  It left a bitter taste in my mouth that lingered for hours.  Yuck!  Don't be fooled by the fancy name and packaging. It tastes like rocket fuel.  Fortunately, Amazon refunded my money when I explained how bad it was. Throwing the whole box away!","['coffee', 'pod', 'machine', 'pod', 'pricey', 'pod', 'cup', 'coffee', 'mouth', 'hour', 'packaging', 'rocket', 'fuel', 'money', 'box']",1
