,Text,Tokens,Labelled_topic
237,"First off, I didn't purchase this product through Amazon, but at a local grocery store, so my review only reflects the product itself, not Amazon in any way.  I bought this last week never having tried coconut water before, but I heard good things.  The taste of it was almost like the smell of lawn clippings that had been damp and out in the sun for a long time.  Tasted off and had a faint mold smell to it.  I didn't know if it was supposed to taste like that or not as I never tried it before, but paying as much as I did I felt obligated to finish it off.  I've been ill for about a week after drinking it.  I don't know if it was just a coincidence or the cause of it.  I did email customer service at O.N.E. the day I drank it asking if it was supposed to taste like that or if I got a bad batch, and they still haven't replied to me.","['grocery', 'store', 'review', 'way', 'week', 'water', 'thing', 'smell', 'lawn', 'clipping', 'sun', 'time', 'faint', 'mold', 'smell', 'felt', 'week', 'coincidence', 'cause', 'customer', 'service', 'batch']",8
238,"This is a really good deal on some high quality chia seeds. There really isn't much more to say, if you use chia seeds these are a great buy.","['deal', 'seed', 'seed', 'buy']",8
239,"Overpriced beans, they are packed in a glass tube that is not air tight.  The beans were thin and almost dry.  Get the cheaper options at amazon instead, they are much better and way cheaper...","['bean', 'glass', 'tube', 'bean', 'option', 'way']",8
250,"My wife and I absolutely love these snacks.  They're somewhat ""healthy"" and they're very tasty.  After we purchased these we found them cheaper at Wal-Mart.  Since then though, Wal-mart went with a cheaper ""clone"" from another company.  It comes in a plastic container, has the exact same ingredients, and the price is a lot less than the name brand item.","['wife', 'snack', 'clone', 'company', 'plastic', 'container', 'ingredient', 'price', 'lot', 'brand', 'item']",8
260,"Item appears to be Keurig brand by title & description (big $$$).  However upon receiving it, it is an off brand ""My Perfect Kitchen"" sold at Bed Bath & Beyond and at HALF the price. I was disappointed in the jading and sent it back. Signed up for BBB email promos and got a 20% off coupon for use in the store so I bought this EXACT item for $20 (reg only $24.99 in store).  I mean EXACT!  Do your homework and save yourself some money.  Oh and the item itself is great...we have the larger Platinum B70 and it does have an issue with the cupboards but I just pulled it forward about 3.5in and it's perfect.  I am fortunate enough to have a lot of counter space and I may move it to an open top area so for us it's all good :)","['item', 'brand', 'title', 'description', 'brand', 'kitchen', 'bed', 'bath', 'price', 'jading', 'bbb', 'email', 'promos', 'coupon', 'use', 'store', 'item', 'reg', 'store', 'homework', 'money', 'oh', 'item', 'platinum', 'issue', 'cupboard', 'lot', 'counter', 'space', 'area']",8
263,"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!","['family', 'friend', 'spinach', 'cheese', 'meal']",8
264,"These individually packed milk is great for on-the-road.  Does not need to be stored in the frig.  This item came in 6 packs of 3.  Then shipped in its original box and then another Amazon box over it.  The content was securely packed and I was not worried that the milk got 'dirty' during shipping.  The price is the same as in local grocery store but shipping to the house saved me from dragging them from the store while my toddler is jumping up and down the store aisle. The only reason that I did not give it 5 stars is because of the expiration date.  It is Mar 2012 which is not too far away.  I just bought one from Target(because I forgot to bring one and my toddler was restless) and it has an expiration date of Sept 2012.  Overall, I would still recommend to buy from Amazon.","['milk', 'on-the-road', 'frig', 'item', 'pack', 'box', 'box', 'content', 'milk', 'price', 'grocery', 'store', 'house', 'store', 'toddler', 'store', 'reason', 'expiration', 'date', 'target', 'toddler', 'expiration', 'date']",8
267,The price was as fantastic as the taste. So convenient to make and no messy powder  that is hard to dissolve. No major cleanup to deal with either. Highly recommended!,"['price', 'powder', 'cleanup']",8
286,"Product is ok, but I consider it very expensive for a small plastic item!  If I had seen the product in person, I never would have paid that much for it.","['plastic', 'item', 'person']",8
299,The title says it all.  This is a great oil and the price is right.  My shipment came promptly.  Avocado oil is great for cooking and has many health benefits.,"['title', 'oil', 'price', 'shipment', 'oil', 'cooking', 'health', 'benefit']",8
302,"i only write reviews when i get crappy product, crappy service, or excellent product and service.  these beans were moist and plump.  the smell is heavenly.  in fact, i placed the envelope they were mailed in into my lingerie drawer because throwing it away seemed to be a huge waste of fragrance.  i have placed the beans in vodka and bourbon, and altough it will be some time before i have vanilla extract, i am excited about the end result.  i couldn't believe how quickly the beans arrived---i've bought books that were shipped from a few states over that took 3 times as long to get here, and cost more to ship.  i will definitely order from this company again, and again, and again.","['review', 'service', 'service', 'bean', 'smell', 'fact', 'envelope', 'lingerie', 'drawer', 'waste', 'fragrance', 'bean', 'vodka', 'bourbon', 'time', 'end', 'result', 'bean', 'book', 'state', 'time', 'company']",8
308,I have been trying to find a gluten free product that tastes good.  This taste so good that my family did not guess that it was gluten free.  Unbelievable !! but true.,['family'],8
309,Justin's individual nut butter packs are delicious and perfect for back packing trips! I bring them every time without dissatisfaction. Highly recommended product.,"['justin', 'butter', 'pack', 'trip', 'time', 'dissatisfaction']",8
315,Shipping was fast. The taste is great and reminds me of drinking from a real chilled green coconut on the sidewalk in Thailand.,"['shipping', 'coconut', 'sidewalk', 'thailand']",8
322,"I should've done my research first. Basically over a $1 per jar. I can get a WAY better deal by going to the store. Total ripoff!  I will continue to buy Beech Nut, just not from this person.","['research', 'jar', 'way', 'deal', 'store', 'ripoff', 'nut', 'person']",8
324,"The exact same brand of rice is available at our local store for a 1/4th of the price. The current price on here is a whopping $73.15 not including shipping. Yikes! :o It's decent rice, the last time I bought it, it lasted over a year, we kept it in the closet, just folded the top part up, and put something decently heavy on it since it's not really easy to seal back up after you've opened it.","['brand', 'rice', 'store', 'price', 'price', 'yikes', 'rice', 'time', 'closet']",8
325,"These cherries arrived promptly, taste great, and were completely as advertised.  We broke the package down into smaller quantities and froze them.  Would buy again, and will when the need arises.","['cherry', 'package', 'quantity', 'need', 'arises']",8
330,I didn't look closely enough at the price.  I thought sold in 10 packs meant 10 packages.  When I received 10 little marshmallows for $10 + $4.95 shipping and handling I was floored.  I have made homemade marshmallows and the contents don't cost very much.,"['price', 'pack', 'package', 'marshmallow', 'shipping', 'homemade', 'marshmallow', 'content']",8
331,Taste is much better than competing brands and has a good shelf life.  Subscribe and save lets you be sure to always have the right amount on hand at the best price.,"['brand', 'shelf', 'life', 'subscribe', 'let', 'hand', 'price']",8
334,This is my new favorite coffee!  And the price is a great value too.  I first tried this coffee from a local grocery store and was thrilled that I can purchase it through Amazon in 80 ct package at a great price.,"['coffee', 'price', 'value', 'coffee', 'grocery', 'store', 'package', 'price']",8
338,"For fans of black licorice and Ouzo/Oghi, this candy is for you. Very natural tasting and a nice and interesting change from the usual mint. My grandmother got a pack and quickly needed me to buy 6 more, as we haven't been able to find a store that carries it in town","['fan', 'licorice', 'candy', 'tasting', 'change', 'mint', 'grandmother', 'pack', 'store', 'town']",8
339,"I bought this same brand from an online Indian grocery store that usually has excellent products.  I was able to turn it into cream/butter, using my super blender and adding some water, but it barely had any flavor.  I usually buy the Chao Kah brand of coconut cream (which is quite tasty and flavorful) and read another review for a different product for making your own coconut cream.  My complaint is not the shreds or texture.  Mine was just virtually tasteless.","['brand', 'grocery', 'store', 'product', 'blender', 'water', 'flavor', 'chao', 'kah', 'brand', 'coconut', 'cream', 'review', 'coconut', 'cream', 'complaint', 'shred', 'texture']",8
345,I love this soup. Very hard to find in Florida. Thank You Amazon for stocking it,['thank'],8
352,These are incredibly good. I can't seem to keep a package of these around very long. My family and friends seem to get to them if I don't.,"['package', 'family', 'friend']",8
353,Good quality product.  I was having difficulty finding Hungarian Paprika in the local markets.  Amazon offered a wide variety of this product.  The multi-container offer was set at a good price.  I'm quite satisfied.  I would order it again.,"['difficulty', 'paprika', 'market', 'variety', 'multi-container', 'offer', 'price']",8
360,"These were really tasty, some might even say habit forming. The only thing is that they are a little expensive. My family loved them so I'll likely purchase them again.","['habit', 'thing', 'family', 'purchase']",8
361,"Just received my shipment - ""best by"" date is June of 2012 and it's mid-March.  Even though it's only me, I'm pretty sure I'll use most of it by the time June rolls around.  Tasted just like the Starbucks pods I've purchased locally (before the stores stopped carrying them).  Definitely no complaints.","['shipment', 'date', 'june', 'time', 'june', 'roll', 'starbucks', 'store', 'complaint']",8
370,"Just when i got my shipment i tried it out on my pit but he only ate portion of it and he never ate it after that. So i also tried it on my rottweiler and she does not like it also. The only way they would eat it is if i add some caned meat with it then they would, but that shouldn't be the case. so i don't recommend.","['shipment', 'pit', 'portion', 'rottweiler', 'way', 'meat', 'case']",8
374,I bought this brand and it was just horrible. Amazon needs to source and offer 3 Ladies brand wrappers as they are just superior to anything out on the market today.,"['brand', 'need', 'source', 'offer', 'lady', 'brand', 'wrapper', 'market', 'today']",8
376,Best tasting agave so far and I've tried many of the popular store carried brands.,"['tasting', 'agave', 'store', 'brand']",8
380,"""I am so impressed. This is the best price I have ever seen for this product, The quality is awesome, and they had it shipped to me so fast that I had it within a week. Fantastic price, quality and service. Don't get no better than that !!"" ( My husband and I are hooked, this is delicious. After eating this you will never go back to rolled, processed, 1-minute oatmeal !!)","['price', 'week', 'price', 'service', 'husband', 'oatmeal']",8
384,"I have enjoyed Big Franks for years.  Now that Amazon carries them I can get them delivered to my door at a price (including shipping, subscription plan) that is lower than I can find anywhere else.","['frank', 'year', 'door', 'price', 'subscription', 'plan']",8
387,I bought this item for my granddaughter's birthday.  Thought by the info that it would be more creative and crafty.  It turned out to be mostly candy.  Not worth the price at all.  The box looked nice and attractive except for one corner being severly dented.  Consequently their packageing also needs some work.,"['item', 'granddaughter', 'birthday', 'info', 'price', 'box', 'corner', 'packageing', 'work']",8
390,"I prefer the taste of this over the alcohol-based vanilla extracts, particularly in uncooked items and beverages. It has a fairly thick/syrupy consistency.","['vanilla', 'extract', 'item', 'beverage', 'consistency']",8
395,"I ordered several products from Superior Nut Company including these Milk Chocolate Covered gummy bears. I was skeptical ordering something like chocolate over the mail but they arrived unscathed and very fresh. I do alot of baking and I will definitely be buying from this seller again. Fair prices, excellent product.","['product', 'nut', 'company', 'milk', 'chocolate', 'bear', 'chocolate', 'mail', 'alot', 'baking', 'seller', 'price']",8
398,"I've tried other root beer popsicles before, but they were not as close to being as good as A&W's. It was very easy. I just put them in the freezer, and then after dinner my family eats them.","['root', 'beer', 'popsicle', 'w', 'freezer', 'dinner', 'family']",8
401,"I am a Dolce Gusto user for a long time, and this was the best price I could find for this product. So, I would recommend that due to that.","['dolce', 'gusto', 'user', 'time', 'price']",8
403,"I would never have ordered this had I known I was only going to be sent 12, and one of them was open and leaking powdered spice out. I complained to Amazon, and I know from experience that they always have awesome customer service. Since I just got my package today and just opened it now, I have to wait a bit to hear back from them on this issue...will keep you updated. I just wanted you guys to know that even though it states 144 packets, it is NOT. Must be a misprint? Double check with Amazon before you order this. What sounds like an awesome deal is a meh deal if you are getting only 12 of them.","['spice', 'experience', 'customer', 'service', 'package', 'today', 'bit', 'issue', 'packet', 'misprint', 'check', 'deal', 'deal']",8
404,"Good Product, good price, just be prepared to eat a lot of grits, lol.  I kind of got tired of grits and donated 6 boxes to a food pantry, however, it had nothing to do with the quality of the product.  12 boxes is a lot of grits to eat.  Next time I think I will spring for the variety pack with the cheese flavors in them.","['price', 'lot', 'grit', 'kind', 'grit', 'box', 'food', 'pantry', 'box', 'lot', 'grit', 'time', 'variety', 'pack', 'flavor']",8
407,"My parents love this stuff (and they're actually Asians, so that speaks volumes).  It's such an easy quick convenient food to stock up for them for whenever they drop in to visit me and I haven't nothing but ""white people"" food lying around.  But I'm sure that it'll go a long way toward feeding the starving college student types as well.  I think that it's a perfect combination of flavor for price.  But I have to admit that I would not purchase this item at Amazon as it is far more affordable if you buy from an Asian grocery.  If you found this review helpful, please let me know.","['parent', 'stuff', 'volume', 'convenient', 'food', 'stock', 'people', 'food', 'way', 'college', 'student', 'type', 'combination', 'flavor', 'price', 'item', 'grocery', 'review']",8
409,"I was surprised at the size of these potatoes. I have bought them at my local grocery store before and was disappointed that they were so small. These are perfect!! Tasty, cook just right. Love 'em!!","['size', 'potato', 'grocery', 'store', 'cook']",8
413,"I wasn't sure that we would be able to find a powdered milk that my family would like, but this is it.  We'd gladly use this product on a regular basis if the price was a little lower.  Powdered whole milk doesn't have as long of a shelf-life as non-fat so this should be taken into consideration for long-term food storage.","['milk', 'family', 'basis', 'price', 'milk', 'consideration', 'food', 'storage']",8
427,"We also found this to be great tasting. Flavorful, not weird tasting at all.the negative review des not sound like this product at all.  Good value.","['review', 'de', 'value']",8
432,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.","['serveice', 'delivery', 'seller', 'iam']",8
435,"I got these, and another brand at the same time. I far preferred the taste of this pouch than the other brand. My daughters love these snacks, and I love how easy they are to just grab when in a hurry. I'm also excited to pack them when we go on picnics. =) My 2-year-old, and my 10-month-old are able to slurp these up in just seconds, but they enjoy each and every second of it.  I am curious though, if anyone knows.... Are these pouches BPA free? Everything else about them is so good, that I would hope they would be, but it doesn't say it anywhere on them. =( So, my assumption would be that they are not BPA free, otherwise that would be a high marketing point.","['brand', 'time', 'brand', 'daughter', 'snack', 'hurry', 'picnic', 'second', 'second', 'know', 'pouch', 'assumption', 'marketing', 'point']",8
442,This Nori is a true bargain! 10 sheets of Nori at local grocery stores ran for as much as 1$ per sheet. 50 sheets at less than $10 is hard to beat. Really glad I got this as I am now making sushi several times a week!,"['nori', 'bargain', 'sheet', 'nori', 'grocery', 'store', 'sheet', 'sheet', 'time', 'week']",8
447,Good Cuban style espresso.I received a damaged product (3 of 4 packs had lost vacuum)and amazon quickly refunded me.,"['cuban', 'style', 'pack', 'vacuum']",8
